Indicator,S.No.,Parameters,Type,SubDistrict - _South - Total [(A+B) or (C+D)],SubDistrict - _South - Public [A],SubDistrict - _South - Private [B],SubDistrict - _South - Urban [C],SubDistrict - _South - Rural [D],SubDistrict - Autonomous - Total [(A+B) or (C+D)],SubDistrict - Autonomous - Public [A],SubDistrict - Autonomous - Private [B],SubDistrict - Autonomous - Urban [C],SubDistrict - Autonomous - Rural [D],SubDistrict - CGHS - Total [(A+B) or (C+D)],SubDistrict - CGHS - Public [A],SubDistrict - CGHS - Private [B],SubDistrict - CGHS - Urban [C],SubDistrict - CGHS - Rural [D],SubDistrict - Delhi Govt - Total [(A+B) or (C+D)],SubDistrict - Delhi Govt - Public [A],SubDistrict - Delhi Govt - Private [B],SubDistrict - Delhi Govt - Urban [C],SubDistrict - Delhi Govt - Rural [D],SubDistrict - ESI - Total [(A+B) or (C+D)],SubDistrict - ESI - Public [A],SubDistrict - ESI - Private [B],SubDistrict - ESI - Urban [C],SubDistrict - ESI - Rural [D],SubDistrict - IPP VIII-MCD - Total [(A+B) or (C+D)],SubDistrict - IPP VIII-MCD - Public [A],SubDistrict - IPP VIII-MCD - Private [B],SubDistrict - IPP VIII-MCD - Urban [C],SubDistrict - IPP VIII-MCD - Rural [D],SubDistrict - MCW Centres MCD - Total [(A+B) or (C+D)],SubDistrict - MCW Centres MCD - Public [A],SubDistrict - MCW Centres MCD - Private [B],SubDistrict - MCW Centres MCD - Urban [C],SubDistrict - MCW Centres MCD - Rural [D],SubDistrict - NGO - Total [(A+B) or (C+D)],SubDistrict - NGO - Public [A],SubDistrict - NGO - Private [B],SubDistrict - NGO - Urban [C],SubDistrict - NGO - Rural [D],SubDistrict - Private - Total [(A+B) or (C+D)],SubDistrict - Private - Public [A],SubDistrict - Private - Private [B],SubDistrict - Private - Urban [C],SubDistrict - Private - Rural [D]
M8 [Family Planning],8.13,Number of Condom pieces distributed,TOTAL,41447,41429,18,30707,10740,7400,7400,NA,NA,7400,1245,1245,NA,1245,NA,14791,14791,NA,13791,1000,1300,1300,NA,1300,NA,2286,2286,NA,2286,NA,14407,14407,NA,12067,2340,NA,NA,NA,NA,NA,18,NA,18,18,0
M8 [Family Planning],8.14,Number of Centchroman (weekly) pill strips distributed,TOTAL,344,344,0,256,88,0,0,NA,NA,0,4,4,NA,4,NA,234,234,NA,157,77,2,2,NA,2,NA,43,43,NA,43,NA,61,61,NA,50,11,NA,NA,NA,NA,NA,0,NA,0,0,0
M8 [Family Planning],8.15,Number of Emergency Contraceptive Pills (ECP) given,TOTAL,183,181,2,160,23,3,3,NA,NA,3,0,0,NA,0,NA,65,65,NA,60,5,0,0,NA,0,NA,17,17,NA,17,NA,96,96,NA,81,15,NA,NA,NA,NA,NA,2,NA,2,2,0
M8 [Family Planning],8.16,Number of Pregnancy Test Kits (PTK) used,TOTAL,1125,1055,70,1058,67,0,0,NA,NA,0,NA,NA,NA,NA,NA,465,465,NA,465,NA,7,7,NA,7,NA,93,93,NA,93,NA,490,490,NA,423,67,NA,NA,NA,NA,NA,70,NA,70,70,0
M8 [Family Planning],8.17.1,Complications following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M8 [Family Planning],8.17.2,Complications following female sterilization,TOTAL,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M8 [Family Planning],8.17.3,Failures following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M8 [Family Planning],8.17.4,Failures following female sterilization,TOTAL,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M8 [Family Planning],8.17.5,Deaths following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M8 [Family Planning],8.17.6,Deaths following female sterilization,TOTAL,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M9 [CHILD IMMUNISATION],9.1.1,Child immunisation - Vitamin K1 (Birth Dose),TOTAL,1007,706,301,182,825,162,162,NA,NA,162,NA,NA,NA,NA,NA,544,544,NA,0,544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,301,NA,301,182,119
M9 [CHILD IMMUNISATION],9.1.2,Child immunisation - BCG,TOTAL,1084,768,316,254,830,162,162,NA,NA,162,0,0,NA,0,NA,548,548,NA,19,529,0,0,NA,0,NA,20,20,NA,20,NA,38,38,NA,18,20,16,NA,16,16,NA,300,NA,300,181,119
M9 [CHILD IMMUNISATION],9.1.3,Child immunisation - DPT1,TOTAL,85,3,82,52,33,0,0,NA,NA,0,0,0,NA,0,NA,1,1,NA,0,1,1,1,NA,1,NA,0,0,NA,0,NA,1,1,NA,0,1,NA,NA,NA,NA,NA,82,NA,82,51,31
M9 [CHILD IMMUNISATION],9.1.4,Child immunisation - DPT2,TOTAL,45,2,43,26,19,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,2,2,NA,2,NA,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,43,NA,43,24,19
M9 [CHILD IMMUNISATION],9.1.5,Child immunisation - DPT3,TOTAL,19,1,18,15,4,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,NA,1,1,NA,0,1,NA,NA,NA,NA,NA,18,NA,18,15,3
M9 [CHILD IMMUNISATION],9.1.6,Child immunisation - Pentavalent 1,TOTAL,1000,920,80,654,346,97,97,NA,NA,97,6,6,NA,6,NA,423,423,NA,323,100,5,5,NA,5,NA,53,53,NA,53,NA,336,336,NA,200,136,1,NA,1,1,NA,79,NA,79,66,13
M9 [CHILD IMMUNISATION],9.1.7,Child immunisation - Pentavalent 2,TOTAL,1019,977,42,771,248,64,64,NA,NA,64,19,19,NA,19,NA,456,456,NA,395,61,6,6,NA,6,NA,61,61,NA,61,NA,371,371,NA,251,120,0,NA,0,0,NA,42,NA,42,39,3
M9 [CHILD IMMUNISATION],9.1.8,Child immunisation - Pentavalent 3,TOTAL,1026,997,29,789,237,44,44,NA,NA,44,23,23,NA,23,NA,481,481,NA,412,69,2,2,NA,2,NA,57,57,NA,57,NA,390,390,NA,269,121,0,NA,0,0,NA,29,NA,29,26,3
M9 [CHILD IMMUNISATION],9.1.9,Child immunisation - OPV 0 (Birth Dose),TOTAL,933,729,204,234,699,162,162,NA,NA,162,0,0,NA,0,NA,534,534,NA,6,528,NA,NA,NA,NA,NA,16,16,NA,16,NA,17,17,NA,8,9,18,NA,18,18,NA,186,NA,186,186,0
M9 [CHILD IMMUNISATION],9.1.10,Child immunisation - OPV1,TOTAL,977,915,62,618,359,90,90,NA,NA,90,6,6,NA,6,NA,424,424,NA,323,101,5,5,NA,5,NA,53,53,NA,53,NA,337,337,NA,200,137,0,NA,0,0,NA,62,NA,62,31,31
M9 [CHILD IMMUNISATION],9.1.11,Child immunisation - OPV2,TOTAL,1035,977,58,771,264,64,64,NA,NA,64,19,19,NA,19,NA,456,456,NA,395,61,6,6,NA,6,NA,61,61,NA,61,NA,371,371,NA,251,120,0,NA,0,0,NA,58,NA,58,39,19
M9 [CHILD IMMUNISATION],9.1.12,Child immunisation - OPV3,TOTAL,1043,997,46,805,238,44,44,NA,NA,44,23,23,NA,23,NA,481,481,NA,412,69,2,2,NA,2,NA,57,57,NA,57,NA,390,390,NA,268,122,0,NA,0,0,NA,46,NA,46,43,3
M9 [CHILD IMMUNISATION],9.1.13,Child immunisation - Hepatitis-B0 (Birth Dose),TOTAL,1036,726,310,203,833,162,162,NA,NA,162,0,0,NA,0,NA,549,549,NA,5,544,0,0,NA,0,NA,4,4,NA,4,NA,11,11,NA,3,8,18,NA,18,18,NA,292,NA,292,173,119
M9 [CHILD IMMUNISATION],9.1.14,Child immunisation - Hepatitis-B1,TOTAL,46,0,46,46,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,46,NA,46,46,0
M9 [CHILD IMMUNISATION],9.1.15,Child immunisation - Hepatitis-B2,TOTAL,24,0,24,24,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,24,NA,24,24,0
M9 [CHILD IMMUNISATION],9.1.16,Child immunisation - Hepatitis-B3,TOTAL,24,0,24,24,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,24,NA,24,24,0
M9 [CHILD IMMUNISATION],9.1.17,Child immunisation - Inactivated Polio Vaccine 1 (IPV 1),TOTAL,966,903,63,635,331,82,82,NA,NA,82,2,2,NA,2,NA,426,426,NA,326,100,4,4,NA,4,NA,53,53,NA,53,NA,336,336,NA,200,136,NA,NA,NA,NA,NA,63,NA,63,50,13
M9 [CHILD IMMUNISATION],9.1.18,Child immunisation - Inactivated Polio Vaccine 2 (IPV 2),TOTAL,1014,980,34,777,237,44,44,NA,NA,44,5,5,NA,5,NA,482,482,NA,413,69,3,3,NA,3,NA,57,57,NA,57,NA,389,389,NA,268,121,NA,NA,NA,NA,NA,34,NA,34,31,3
M9 [CHILD IMMUNISATION],9.1.19,Child immunisation - Rotavirus 1,TOTAL,982,899,83,622,360,82,82,NA,NA,82,6,6,NA,6,NA,421,421,NA,321,100,3,3,NA,3,NA,53,53,NA,53,NA,334,334,NA,198,136,1,NA,1,1,NA,82,NA,82,40,42
M9 [CHILD IMMUNISATION],9.1.20,Child immunisation - Rotavirus 2,TOTAL,1020,959,61,752,268,64,64,NA,NA,64,19,19,NA,19,NA,447,447,NA,386,61,4,4,NA,4,NA,61,61,NA,61,NA,364,364,NA,245,119,0,NA,0,0,NA,61,NA,61,37,24
M9 [CHILD IMMUNISATION],9.1.21,Child immunisation - Rotavirus 3,TOTAL,993,961,32,765,228,39,39,NA,NA,39,23,23,NA,23,NA,470,470,NA,401,69,2,2,NA,2,NA,57,57,NA,57,NA,370,370,NA,255,115,0,NA,0,0,NA,32,NA,32,27,5
M9 [CHILD IMMUNISATION],9.2.1,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,824,788,36,629,195,36,36,NA,NA,36,2,2,NA,2,NA,343,343,NA,304,39,0,0,NA,0,NA,50,50,NA,50,NA,357,357,NA,237,120,NA,NA,NA,NA,NA,36,NA,36,36,0
M9 [CHILD IMMUNISATION],9.2.2,Child immunisation (9-11months) - Measles 1st dose,TOTAL,2,0,2,2,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,2,NA,2,2,NA
M9 [CHILD IMMUNISATION],9.2.3,Child immunisation (9-11months) - JE 1st dose,TOTAL,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA
M9 [CHILD IMMUNISATION],9.2.4.a,Children aged between 9 and 11 months fully immunized- Male,TOTAL,479,437,42,349,130,2,2,NA,NA,2,1,1,NA,1,NA,198,198,NA,172,26,0,0,NA,0,NA,35,35,NA,35,NA,201,201,NA,125,76,0,NA,0,0,NA,42,NA,42,16,26
M9 [CHILD IMMUNISATION],9.2.4.b,Children aged between 9 and 11 months fully immunized - Female,TOTAL,357,325,32,277,80,5,5,NA,NA,5,1,1,NA,1,NA,148,148,NA,135,13,0,0,NA,0,NA,15,15,NA,15,NA,156,156,NA,112,44,0,NA,0,0,NA,32,NA,32,14,18
M9 [CHILD IMMUNISATION],9.3.1,Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,52,44,8,46,6,0,0,NA,NA,0,20,20,NA,20,NA,11,11,NA,9,2,NA,NA,NA,NA,NA,1,1,NA,1,NA,12,12,NA,8,4,NA,NA,NA,NA,NA,8,NA,8,8,0
M9 [CHILD IMMUNISATION],9.3.2,Child immunisation - Measles-1st dose,TOTAL,2,0,2,2,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,2,NA,2,2,NA
M9 [CHILD IMMUNISATION],9.3.3,Child immunisation - JE 1st dose,TOTAL,4,0,4,0,4,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,0,4
M9 [CHILD IMMUNISATION],9.4.1,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,957,950,7,749,208,49,49,NA,NA,49,21,21,NA,21,NA,412,412,NA,374,38,5,5,NA,5,NA,51,51,NA,51,NA,412,412,NA,291,121,NA,NA,NA,NA,NA,7,NA,7,7,0
M9 [CHILD IMMUNISATION],9.4.2,Child immunisation - Measles 2nd dose (More than 16 months),TOTAL,4,0,4,4,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,4,NA,4,4,0
M9 [CHILD IMMUNISATION],9.4.3,Child immunisation - DPT 1st Booster,TOTAL,979,942,37,763,216,43,43,NA,NA,43,13,13,NA,13,NA,415,415,NA,376,39,8,8,NA,8,NA,52,52,NA,52,NA,411,411,NA,289,122,0,NA,0,0,NA,37,NA,37,25,12
M9 [CHILD IMMUNISATION],9.4.4,Child immunisation - OPV Booster,TOTAL,985,958,27,753,232,59,59,NA,NA,59,13,13,NA,13,NA,415,415,NA,376,39,8,8,NA,8,NA,52,52,NA,52,NA,411,411,NA,289,122,0,NA,0,0,NA,27,NA,27,15,12
M9 [CHILD IMMUNISATION],9.4.5,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",TOTAL,60,0,60,34,26,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,NA,60,NA,60,34,26
M9 [CHILD IMMUNISATION],9.4.6,Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine,TOTAL,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M9 [CHILD IMMUNISATION],9.5.1,Child immunisation - Typhoid,TOTAL,96,42,54,29,67,42,42,NA,NA,42,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,NA,54,NA,54,29,25
M9 [CHILD IMMUNISATION],9.5.2,Children more than 5 years received DPT5 (2nd Booster),TOTAL,615,592,23,477,138,45,45,NA,NA,45,18,18,NA,18,NA,213,213,NA,193,20,0,0,NA,0,NA,18,18,NA,18,NA,298,298,NA,227,71,NA,NA,NA,NA,NA,23,NA,23,21,2
M9 [CHILD IMMUNISATION],9.5.3,Children more than 10 years received TT10,TOTAL,109,94,15,73,36,24,24,NA,NA,24,22,22,NA,22,NA,29,29,NA,17,12,NA,NA,NA,NA,NA,10,10,NA,10,NA,9,9,NA,9,NA,0,NA,0,0,NA,15,NA,15,15,0
M9 [CHILD IMMUNISATION],9.5.4,Children more than 16 years received TT16,TOTAL,42,36,6,36,6,6,6,NA,NA,6,3,3,NA,3,NA,11,11,NA,11,0,NA,NA,NA,NA,NA,1,1,NA,1,NA,15,15,NA,15,NA,0,NA,0,0,NA,6,NA,6,6,0
M9 [CHILD IMMUNISATION],9.6.1,Number of cases of AEFI - Abscess,TOTAL,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,0,0,0
M9 [CHILD IMMUNISATION],9.6.2,Number of cases of AEFI - Death,TOTAL,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,0,0,0
M9 [CHILD IMMUNISATION],9.6.3,Number of cases of AEFI - Others,TOTAL,4,4,0,0,4,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,4,4,NA,0,4,NA,NA,NA,NA,NA,0,NA,0,0,0
M9 [CHILD IMMUNISATION],9.7.1,Immunisation sessions planned,TOTAL,458,440,18,399,59,8,8,NA,NA,8,24,24,NA,24,NA,208,208,NA,182,26,4,4,NA,4,NA,38,38,NA,38,NA,158,158,NA,133,25,NA,NA,NA,NA,NA,18,NA,18,18,0
M9 [CHILD IMMUNISATION],9.7.2,Immunisation sessions held,TOTAL,379,361,18,320,59,8,8,NA,NA,8,22,22,NA,22,NA,160,160,NA,134,26,4,4,NA,4,NA,29,29,NA,29,NA,138,138,NA,113,25,NA,NA,NA,NA,NA,18,NA,18,18,NA
M9 [CHILD IMMUNISATION],9.7.3,Number of Immunisation sessions where ASHAs were present,TOTAL,233,233,0,216,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,99,NA,99,NA,NA,NA,NA,NA,NA,29,29,NA,29,NA,105,105,NA,88,17,NA,NA,NA,NA,NA,0,NA,0,0,0
M9 [CHILD IMMUNISATION],9.8.1,Child immunisation - Vitamin A Dose - 1,TOTAL,10,0,10,10,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,10,NA,10,10,0
M9 [CHILD IMMUNISATION],9.8.2,Child immunisation - Vitamin A Dose - 5,TOTAL,3,0,3,3,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,3,NA,3,3,0
M9 [CHILD IMMUNISATION],9.8.3,Child immunisation - Vitamin A Dose - 9,TOTAL,3,0,3,3,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,3,NA,3,3,0
M9 [CHILD IMMUNISATION],9.9,Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),TOTAL,2,0,2,2,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,NA
M9 [CHILD IMMUNISATION],9.1,Number of children (12-59 months) provided Albendazole,TOTAL,630,626,4,25,605,NA,NA,NA,NA,NA,0,0,NA,0,NA,161,161,NA,11,150,NA,NA,NA,NA,NA,0,0,NA,0,NA,465,465,NA,10,455,0,NA,0,0,NA,4,NA,4,4,NA
M9 [CHILD IMMUNISATION],9.11,Number of severely underweight children provided Health Checkup (0-5 yrs),TOTAL,37,32,5,5,32,17,17,NA,NA,17,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,15,15,NA,NA,15,NA,NA,NA,NA,NA,5,NA,5,5,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.1,Childhood Diseases - Pneumonia,TOTAL,107,34,73,77,30,0,0,NA,NA,0,0,0,NA,0,NA,27,27,NA,7,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,7,0,NA,0,0,NA,73,NA,73,70,3
M10 [Number of cases of Childhood Diseases (0-5 years)],10.2,Childhood Diseases - Asthma,TOTAL,16,0,16,16,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,16,NA,16,16,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.3,Childhood Diseases - Sepsis,TOTAL,5,3,2,0,5,0,0,NA,NA,0,0,0,NA,0,NA,3,3,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,2,NA,2,0,2
M10 [Number of cases of Childhood Diseases (0-5 years)],10.4,Childhood Diseases - Diphtheria,TOTAL,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.5,Childhood Diseases - Pertussis,TOTAL,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.6,Childhood Diseases - Tetanus Neonatorum,TOTAL,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.7,Childhood Diseases - Tuberculosis (TB),TOTAL,4,4,0,0,4,0,0,NA,NA,0,0,0,NA,0,NA,4,4,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.8,Childhood Diseases - Acute Flaccid Paralysis(AFP),TOTAL,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.9,Childhood Diseases - Measles,TOTAL,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,0,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.1,Childhood Diseases - Malaria,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.11,Childhood Diseases - Diarrhoea,TOTAL,741,643,98,161,580,2,2,NA,NA,2,0,0,NA,0,NA,551,551,NA,71,480,NA,NA,NA,NA,NA,0,0,NA,0,NA,90,90,NA,NA,90,0,NA,0,0,NA,98,NA,98,90,8
M10 [Number of cases of Childhood Diseases (0-5 years)],10.12,Childhood Diseases - Diarrhoea treated in Inpatients,TOTAL,19,2,17,9,10,NA,NA,NA,NA,NA,0,0,NA,0,NA,2,2,NA,0,2,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,17,NA,17,9,8
M10 [Number of cases of Childhood Diseases (0-5 years)],10.13,Children admitted with upper respiratory infections,TOTAL,5,0,5,4,1,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,5,NA,5,4,1
M10 [Number of cases of Childhood Diseases (0-5 years)],10.14,Childhood Diseases - Severe Acute Malnutrition (SAM),TOTAL,13,13,0,0,13,5,5,NA,NA,5,0,0,NA,0,NA,1,1,NA,0,1,NA,NA,NA,NA,NA,0,0,NA,0,NA,7,7,NA,NA,7,0,NA,0,0,NA,0,NA,0,0,0
M11 [NVBDCP],11.1.1.a,Total Blood Smears Examined for Malaria,TOTAL,400,5,395,91,309,5,5,NA,NA,5,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,11,11,NA,384,NA,384,80,304
M11 [NVBDCP],11.1.1.b,Malaria (Microscopy Tests ) - Plasmodium Vivax test positive,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M11 [NVBDCP],11.1.1.c,Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M11 [NVBDCP],11.1.2.a,RDT conducted for Malaria,TOTAL,211,120,91,61,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,120,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,9,9,NA,82,NA,82,52,30
M11 [NVBDCP],11.1.2.b,Malaria (RDT) - Plasmodium Vivax test positive,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M11 [NVBDCP],11.1.2.c,Malaria (RDT) - Plamodium Falciparum test positive,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M11 [NVBDCP],11.2.1,Kala Azar (RDT) - Tests Conducted,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
