Indicator,S.No.,Parameters,Type,District - _Delhi,District - Central,District - East,District - New Delhi,District - North,District - North East,District - North West,District - Shahdara,District - South,District - South East,District - South West,District - West
M13 [Blindness Control Programme],13.6,Number of eyes utilised for corneal transplant,TOTAL,368,301,0,10,0,0,0,0,0,0,0,57
M14 [Patient Services],14.01,Number of CHC or SDH or DH functioning as First Referral units (FRUs),TOTAL,154,21,9,16,12,15,35,21,3,2,4,16
M14 [Patient Services],14.02,Number of PHCs functioning 24X7 with atleast 3 Staff Nurses,TOTAL,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
M14 [Patient Services],14.03,Number of Anganwadi centres reported to have conducted VHNDs,TOTAL,1350,22,17,0,0,0,890,0,156,208,17,40
M14 [Patient Services],14.04,Number of facilities having a Rogi Kalyan Samiti (RKS),TOTAL,134,16,14,4,12,16,24,20,NA,4,8,16
M14 [Patient Services],14.05,Number of RKS meetings held during the month,TOTAL,23,2,0,0,1,5,8,1,0,1,2,3
M14 [Patient Services],14.06,Number of facilities having Ambulance services (Assured Referral Services),TOTAL,721,54,143,107,21,16,87,44,39,44,112,54
M14 [Patient Services],14.07,Total Number of times the Ambulance was used for transporting patients during the month,TOTAL,16582,1025,1992,5193,382,456,1844,1030,507,771,918,2464
M14 [Patient Services],14.08,Number of Institutions having Operational Sick New Born and Child Care Units (SNCU),TOTAL,238,36,20,19,12,1,40,28,30,20,12,20
M14 [Patient Services],14.09,Number of functional Laproscopes in CHC/SDH/DH,TOTAL,678,124,59,127,9,0,207,25,18,46,11,52
M14 [Patient Services],14.09.a,Health Facility Services/Patient Services/Stock out rate of essential Drugs,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.09.b,Health Facility Services/Patient Services/Blood Units Issued on replacement,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.09.c,Health Facility Services/Patient Services/Total no. of blood units issued in year,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.10.1.a,Number of male patients admitted (Inpatients) during the month,1. Children,91938,16873,7014,22979,3139,1127,14973,8360,2677,4603,3182,7011
M14 [Patient Services],14.10.1.a,Number of male patients admitted (Inpatients) during the month,2. Adults,191943,55332,10308,27679,2302,1278,30688,19482,6577,13274,5685,19338
M14 [Patient Services],14.10.1.b,Number of female patients (Inpatients) admitted during the month,1. Children,70237,11565,4567,20349,2389,963,11203,6254,1982,2882,2712,5371
M14 [Patient Services],14.10.1.b,Number of female patients (Inpatients) admitted during the month,2. Adults,266222,59274,15986,37782,5901,3815,44264,34250,9228,14758,10182,30782
M14 [Patient Services],14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),1. Children,162175,28438,11581,43328,5528,2090,26176,14614,4659,7485,5894,12382
M14 [Patient Services],14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),2. Adults,458165,114606,26294,65461,8203,5093,74952,53732,15805,28032,15867,50120
M14 [Patient Services],14.10.2.a,Number of death cases of Inpatient males,TOTAL,8206,2889,651,1674,165,7,1247,405,135,195,69,769
M14 [Patient Services],14.10.2.b,Number of death cases of Inpatient females,TOTAL,4954,1551,398,1000,60,10,799,318,100,119,39,560
M14 [Patient Services],14.10.2.c,Number of cases of death of Inpatients (sum of items 14.10.2.a and 14.10.2.b),TOTAL,13160,4440,1049,2674,225,17,2046,723,235,314,108,1329
M14 [Patient Services],14.11,In-Patient Head Count at midnight,TOTAL,1632670,299509,114336,442880,48003,14655,230427,111831,66157,104466,30450,169956
M14 [Patient Services],14.12.1,OPD attendance (All),TOTAL,20579946,2921886,1199235,3163956,1226877,958314,2752272,2174814,907904,1205581,1362410,2706697
M14 [Patient Services],14.13.1,Number of major operations carried out using general or spinal anaesthesia,TOTAL,114729,27480,7931,20410,1336,873,15610,6131,6999,10304,2163,15492
M14 [Patient Services],14.13.1A,"Out of 14.13.1,Gynecology- Hysterectomy surgeries",TOTAL,2710,499,266,315,107,11,571,172,194,249,198,128
M14 [Patient Services],14.13.1.B,"Patient Services/Operation major (General and spinal anaesthesia)/Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc",TOTAL,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
M14 [Patient Services],14.13.2,Number of minor operations carried out without anaesthesia or using local anaesthesia,TOTAL,210888,17914,13072,34218,10378,5364,37514,9012,1864,6939,2168,72445
M14 [Patient Services],14.13.3,Health Facility Services/Patient Services/Number of post operative Surgical Site infection,TOTAL,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
M14 [Patient Services],14.14.a,Number of patients given AYUSH treatment,TOTAL,669294,109788,76211,75015,62802,1678,64675,84108,14235,67533,32448,80801
M14 [Patient Services],14.14.b,Number of patients on whom Dental Procedure was conducted,TOTAL,204401,50772,5128,52281,11280,758,24188,6464,3925,11322,11304,26979
M14 [Patient Services],14.14.c,Number of Adolescents counselled,TOTAL,24498,5529,1643,1618,2784,1308,4572,840,158,1005,2637,2404
M15 [Laboratory Testing],15.1.a,Health Facility Services/Laboratory Testing/Total Number of lab Tests Done,TOTAL,510957,492580,NA,NA,NA,NA,NA,18377,NA,NA,NA,NA
M15 [Laboratory Testing],15.1.1.a,Number of Haemoglobin (Hb) tests conducted,TOTAL,1954873,730224,106164,251334,48384,24969,195937,150633,126240,56322,76252,188414
M15 [Laboratory Testing],15.1.1.b,"Out of the total number of Hb tests conducted, number of cases having Hb less than 7gm/dl",TOTAL,45952,8128,2578,4791,1783,1328,5636,6200,1420,775,1840,11473
M15 [Laboratory Testing],15.1.2.a,Number of HIV tests conducted on males,1. Number tested,109978,19417,10363,28054,3480,2719,14530,7128,10214,1656,3104,9313
M15 [Laboratory Testing],15.1.2.a,Number of HIV tests conducted on males,2. Number Positive,1262,127,62,423,35,46,252,98,56,11,27,125
M15 [Laboratory Testing],15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),1. Number tested,65247,8408,5270,10525,3306,2685,11447,5678,5678,1858,2606,7786
M15 [Laboratory Testing],15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),2. Number Positive,501,37,33,180,10,6,106,27,23,0,12,67
M15 [Laboratory Testing],15.1.2.c,Number of HIV tests conducted on Female with ANC (i.e. pregnant females),1. Number tested,101181,15850,6623,10697,9141,8101,15759,8654,4783,3292,8990,9291
M15 [Laboratory Testing],15.1.2.c,Number of HIV tests conducted on Female with ANC (i.e. pregnant females),2. Number Positive,401,17,8,24,4,135,46,112,12,1,4,38
M15 [Laboratory Testing],15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),1. Number tested,276406,43675,22256,49276,15927,13505,41736,21460,20675,6806,14700,26390
M15 [Laboratory Testing],15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),2. Number Positive,2164,181,103,627,49,187,404,237,91,12,43,230
M15 [Laboratory Testing],15.2,Number of Widal tests conducted,Number tested,96690,8689,5805,10506,7901,2275,12360,8956,5674,4795,6472,23257
M15 [Laboratory Testing],15.3.a,Number of VDRL tests conducted on males,Number tested,20852,1762,5288,6311,885,125,759,1155,1783,626,421,1737
M15 [Laboratory Testing],15.3.b,Number of VDRL tests conducted on Female-Non ANC (i.e. non pregnant females),Number tested,23091,1721,1271,8038,1220,1002,1621,581,862,860,802,5113
M15 [Laboratory Testing],15.3.c,Number of VDRL tests conducted on Female with ANC (i.e. pregnant females),Number tested,93660,9408,5324,11519,6546,5426,18802,7869,4432,3898,10303,10133
M15 [Laboratory Testing],15.3.d,Total number of VDRL tests conducted (sum of items 15.3.a to 15.3.c),Number tested,137603,12891,11883,25868,8651,6553,21182,9605,7077,5384,11526,16983
M15 [Laboratory Testing],15.4.1,Number of blood smears examined for Malaria,TOTAL,222303,8594,6719,9412,3376,1816,13627,10033,144247,3790,7603,13086
M15 [Laboratory Testing],15.4.2,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Vivax",TOTAL,1331,18,74,85,42,20,108,71,583,175,65,90
M15 [Laboratory Testing],15.4.3,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Falciparum",TOTAL,241,2,1,1,0,1,2,0,7,226,1,0
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,1. Balance From Previous Month,150860,6010,11130,20660,9610,11850,19040,5360,25150,13840,12340,15870
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,2. Stocks Received,172660,17000,11500,9000,14020,15000,22630,16070,12440,14000,17500,23500
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,3. Unusable Stock,20960,2560,0,0,0,0,18400,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,4. Stock Distributed,153987,16940,12960,8320,9370,16417,20330,13730,13090,14970,10260,17600
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,5. Total Stock,148573,3510,9670,21340,14260,10433,2940,7700,24500,12870,19580,21770
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,1. Balance From Previous Month,159830,4130,6140,17430,7280,24910,12780,8220,24090,23060,14870,16920
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,2. Stocks Received,262730,32400,16920,14400,15360,37540,36000,24480,15550,22320,15360,32400
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,3. Unusable Stock,12870,490,0,0,0,0,12380,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,4. Stock Distributed,235670,24270,17900,13610,15080,27560,34870,22760,14360,21950,14320,28990
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,5. Total Stock,174020,11770,5160,18220,7560,34890,1530,9940,25280,23430,15910,20330
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,1. Balance From Previous Month,260750,40280,20460,20580,4010,18240,9680,9140,27980,18320,23640,68420
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,2. Stocks Received,397360,55720,38040,30800,12000,40000,23080,34700,28000,31000,18000,86020
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,3. Unusable Stock,11020,1760,0,0,0,0,9260,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,4. Stock Distributed,406830,70160,37340,37640,10050,26580,23400,33680,25000,23940,26880,92160
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,5. Total Stock,240260,24080,21160,13740,5960,31660,100,10160,30980,25380,14760,62280
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,1. Balance From Previous Month,134655,2340,6600,21410,9620,12990,14230,8120,20410,15015,14170,9750
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,2. Stocks Received,205220,44500,11060,10000,12500,21490,26500,13000,12170,17000,20000,17000
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,3. Unusable Stock,12870,0,0,0,0,0,12870,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,4. Stock Distributed,169145,19650,11960,11110,10770,17070,23720,12460,10130,16475,17070,18730
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,5. Total Stock,157860,27190,5700,20300,11350,17410,4140,8660,22450,15540,17100,8020
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,1. Balance From Previous Month,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,2. Stocks Received,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,3. Unusable Stock,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,4. Stock Distributed,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,1. Balance From Previous Month,137840,3590,8370,13080,10130,12810,17640,6590,28900,22400,7340,6990
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,2. Stocks Received,156760,17500,6000,18000,8000,14000,24500,17500,13260,13000,5000,20000
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,3. Unusable Stock,16790,1620,0,0,0,0,15170,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,4. Stock Distributed,133880,14270,7360,18740,7250,11590,20240,15120,7460,10430,4380,17040
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,5. Total Stock,143930,5200,7010,12340,10880,15220,6730,8970,34700,24970,7960,9950
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,1. Balance From Previous Month,129465,5315,7705,18360,6570,14480,12460,6050,21005,14350,14075,9095
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,2. Stocks Received,146280,16000,9690,6000,11500,17750,21000,10500,10840,14000,9000,20000
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,3. Unusable Stock,12500,1600,0,0,0,0,10900,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,4. Stock Distributed,130060,10825,10570,6225,10575,14820,21325,10870,8620,13180,7215,15835
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,5. Total Stock,133185,8890,6825,18135,7495,17410,1235,5680,23225,15170,15860,13260
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,1. Balance From Previous Month,64080,1280,9680,7100,2070,5070,8030,7210,5740,5380,5240,7280
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,2. Stocks Received,60120,10210,1390,13000,2500,2000,9840,13000,680,500,1500,5500
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,3. Unusable Stock,7460,280,0,0,0,0,7180,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,4. Stock Distributed,50640,7720,1980,8430,1010,1600,8090,10500,2220,2140,1470,5480
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,5. Total Stock,66100,3490,9090,11670,3560,5470,2600,9710,4200,3740,5270,7300
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),1. Balance From Previous Month,17892,1076,1085,679,1806,1284,1170,2100,1454,2680,3270,1288
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),2. Stocks Received,15983,1800,1433,800,3600,1150,600,2600,600,1200,1000,1200
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),3. Unusable Stock,1114,219,0,0,0,0,895,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),4. Stock Distributed,19631,1031,931,553,1704,523,850,10040,662,975,770,1592
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),5. Total Stock,13130,1626,1587,926,3702,1911,25,-5340,1392,2905,3500,896
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),1. Balance From Previous Month,1469590,23080,5500,15500,102430,83120,1172400,18620,27000,0,21940,NA
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),2. Stocks Received,1520390,84960,22300,97200,92430,43200,689400,59400,238000,193500,0,NA
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),3. Unusable Stock,983640,8640,0,0,0,0,975000,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),4. Stock Distributed,1120550,71260,21160,15660,96570,68950,474000,52080,162400,139500,18970,NA
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),5. Total Stock,885790,28140,6640,97040,98290,57370,412800,25940,102600,54000,2970,0
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),1. Balance From Previous Month,71147,4283,3317,4800,8500,9260,6297,5800,6000,9780,8735,4375
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),2. Stocks Received,53771,5500,3471,2500,7200,3000,2000,5600,8000,8000,1500,7000
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),3. Unusable Stock,7013,3231,0,0,0,0,3782,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),4. Stock Distributed,39848,3699,2904,2020,3560,3370,4495,2500,5850,5620,2295,3535
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),5. Total Stock,78057,2853,3884,5280,12140,8890,20,8900,8150,12160,7940,7840
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),1. Balance From Previous Month,28617,311,885,845,5030,2420,10430,4150,340,265,2605,1336
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),2. Stocks Received,12330,600,3225,600,1800,500,0,2000,1320,885,700,700
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),3. Unusable Stock,7171,61,0,0,0,0,7110,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),4. Stock Distributed,6425,341,1215,170,700,249,1852,350,530,335,280,403
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),5. Total Stock,27351,509,2895,1275,6130,2671,1468,5800,1130,815,3025,1633
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),1. Balance From Previous Month,994,NA,0,0,0,0,664,80,50,NA,0,200
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),2. Stocks Received,1200,NA,0,400,0,0,NA,300,100,NA,200,200
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),3. Unusable Stock,664,NA,0,0,0,0,664,NA,0,NA,0,NA
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),4. Stock Distributed,960,NA,0,400,0,0,NA,260,100,NA,0,200
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),5. Total Stock,570,0,0,0,0,0,0,120,50,0,200,200
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,3. Unusable Stock,2,NA,0,NA,0,2,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,5. Total Stock,-2,0,0,0,0,-2,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,1. Balance From Previous Month,267000,60000,0,0,0,37000,150000,20000,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,2. Stocks Received,505000,30000,0,120000,120000,120000,10000,105000,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,3. Unusable Stock,30000,NA,0,0,0,0,30000,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,4. Stock Distributed,321450,79300,0,53850,63600,45500,3600,75600,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,5. Total Stock,420550,10700,0,66150,56400,111500,126400,49400,0,0,0,0
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),1. Balance From Previous Month,3000,NA,0,NA,0,3000,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),2. Stocks Received,9500,NA,0,NA,0,9500,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),4. Stock Distributed,3500,NA,0,NA,0,3500,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),5. Total Stock,9000,0,0,0,0,9000,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.10,Stock Position of Vitamin A solution,1. Balance From Previous Month,1902,NA,583,3,1,144,177,106,160,94,575,59
M16 [Stock Position (During the month)],16.3.10,Stock Position of Vitamin A solution,2. Stocks Received,4603,NA,200,100,200,493,2160,500,300,450,200,NA
M16 [Stock Position (During the month)],16.3.10,Stock Position of Vitamin A solution,3. Unusable Stock,148,NA,0,0,0,0,148,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.3.10,Stock Position of Vitamin A solution,4. Stock Distributed,2393,NA,489,100,116,303,237,283,138,270,398,59
M16 [Stock Position (During the month)],16.3.10,Stock Position of Vitamin A solution,5. Total Stock,3964,0,294,3,85,334,1952,323,322,274,377,0
M16 [Stock Position (During the month)],16.3.11,Stock of ORS (New WHO formulation),1. Balance From Previous Month,24770,NA,0,4250,0,0,NA,14500,NA,NA,6020,NA
M16 [Stock Position (During the month)],16.3.11,Stock of ORS (New WHO formulation),2. Stocks Received,81000,NA,0,10000,30200,0,40800,0,NA,NA,0,NA
