Indicator,S.No.,Parameters,Type,District - _Delhi,District - Central,District - East,District - New Delhi,District - North,District - North East,District - North West,District - Shahdara,District - South,District - South East,District - South West,District - West
M14 [Patient Services],14.01,Number of CHC or SDH or DH functioning as First Referral units (FRUs),TOTAL,114,15,7,12,9,11,26,16,2,1,3,12
M14 [Patient Services],14.02,Number of PHCs functioning 24X7 with atleast 3 Staff Nurses,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.03,Number of Anganwadi centres reported to have conducted VHNDs,TOTAL,875,15,11,0,0,0,538,0,112,153,14,32
M14 [Patient Services],14.04,Number of facilities having a Rogi Kalyan Samiti (RKS),TOTAL,100,12,10,3,9,12,18,15,NA,3,6,12
M14 [Patient Services],14.05,Number of RKS meetings held during the month,TOTAL,15,0,0,0,1,4,5,0,0,1,1,3
M14 [Patient Services],14.06,Number of facilities having Ambulance services (Assured Referral Services),TOTAL,556,41,112,81,16,12,66,33,30,34,88,43
M14 [Patient Services],14.07,Total Number of times the Ambulance was used for transporting patients during the month,TOTAL,12556,736,1494,3819,245,334,1380,792,407,666,686,1997
M14 [Patient Services],14.08,Number of Institutions having Operational Sick New Born and Child Care Units (SNCU),TOTAL,184,27,17,13,10,1,31,21,25,16,8,15
M14 [Patient Services],14.09,Number of functional Laproscopes in CHC/SDH/DH,TOTAL,526,93,46,94,7,0,161,20,15,40,8,42
M14 [Patient Services],14.09.a,Health Facility Services/Patient Services/Stock out rate of essential Drugs,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.09.b,Health Facility Services/Patient Services/Blood Units Issued on replacement,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.09.c,Health Facility Services/Patient Services/Total no. of blood units issued in year,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.10.1.a,Number of male patients admitted (Inpatients) during the month,1. Children,66150,12584,5055,15796,2249,896,10757,5951,1883,3760,2210,5009
M14 [Patient Services],14.10.1.a,Number of male patients admitted (Inpatients) during the month,2. Adults,143328,41569,7658,21808,1697,943,22598,14052,4843,10162,4097,13901
M14 [Patient Services],14.10.1.b,Number of female patients (Inpatients) admitted during the month,1. Children,48085,8513,3275,11846,1707,762,8143,4423,1389,2347,1868,3812
M14 [Patient Services],14.10.1.b,Number of female patients (Inpatients) admitted during the month,2. Adults,197118,43817,11787,30481,4184,2659,32604,24626,6770,11346,7305,21539
M14 [Patient Services],14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),1. Children,114235,21097,8330,27642,3956,1658,18900,10374,3272,6107,4078,8821
M14 [Patient Services],14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),2. Adults,340446,85386,19445,52289,5881,3602,55202,38678,11613,21508,11402,35440
M14 [Patient Services],14.10.2.a,Number of death cases of Inpatient males,TOTAL,5785,2102,489,1019,116,4,886,287,102,180,44,556
M14 [Patient Services],14.10.2.b,Number of death cases of Inpatient females,TOTAL,3550,1138,282,655,42,5,603,229,77,104,31,384
M14 [Patient Services],14.10.2.c,Number of cases of death of Inpatients (sum of items 14.10.2.a and 14.10.2.b),TOTAL,9335,3240,771,1674,158,9,1489,516,179,284,75,940
M14 [Patient Services],14.11,In-Patient Head Count at midnight,TOTAL,1184723,209289,85235,327542,34393,10223,168164,80060,48200,79725,19412,122480
M14 [Patient Services],14.12.1,OPD attendance (All),TOTAL,15226352,2180577,877594,2373697,889912,716356,2015384,1612478,660792,903184,997453,1998925
M14 [Patient Services],14.13.1,Number of major operations carried out using general or spinal anaesthesia,TOTAL,87027,20973,6033,15185,926,604,11646,4585,5310,7922,1559,12284
M14 [Patient Services],14.13.1A,"Out of 14.13.1,Gynecology- Hysterectomy surgeries",TOTAL,2081,374,234,232,69,8,431,124,138,222,127,122
M14 [Patient Services],14.13.1.B,"Patient Services/Operation major (General and spinal anaesthesia)/Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc",TOTAL,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
M14 [Patient Services],14.13.2,Number of minor operations carried out without anaesthesia or using local anaesthesia,TOTAL,153533,12640,9489,25039,6886,4209,24452,6830,1485,5984,1630,54889
M14 [Patient Services],14.13.3,Health Facility Services/Patient Services/Number of post operative Surgical Site infection,TOTAL,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
M14 [Patient Services],14.14.a,Number of patients given AYUSH treatment,TOTAL,496376,85679,53639,56354,46656,1438,49536,63836,10273,48059,23966,56940
M14 [Patient Services],14.14.b,Number of patients on whom Dental Procedure was conducted,TOTAL,154244,38915,4024,40039,8409,513,15664,4760,3351,9310,8379,20880
M14 [Patient Services],14.14.c,Number of Adolescents counselled,TOTAL,18633,4210,1229,1264,2056,997,3544,691,124,765,1881,1872
M15 [Laboratory Testing],15.1.a,Health Facility Services/Laboratory Testing/Total Number of lab Tests Done,TOTAL,257325,245445,NA,NA,NA,NA,NA,11880,NA,NA,NA,NA
M15 [Laboratory Testing],15.1.1.a,Number of Haemoglobin (Hb) tests conducted,TOTAL,1414101,519122,77572,186521,35301,18820,140025,110887,89601,43667,57153,135432
M15 [Laboratory Testing],15.1.1.b,"Out of the total number of Hb tests conducted, number of cases having Hb less than 7gm/dl",TOTAL,34680,5609,1919,3762,1260,1081,4353,4798,1066,610,1433,8789
M15 [Laboratory Testing],15.1.2.a,Number of HIV tests conducted on males,1. Number tested,85933,14676,7950,23905,2634,2096,11043,5368,7594,1496,2233,6938
M15 [Laboratory Testing],15.1.2.a,Number of HIV tests conducted on males,2. Number Positive,982,96,52,337,31,37,195,77,31,9,21,96
M15 [Laboratory Testing],15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),1. Number tested,49195,6417,3957,8034,2563,1921,8569,4341,4207,1563,1867,5756
M15 [Laboratory Testing],15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),2. Number Positive,378,27,25,145,8,5,80,10,19,0,8,51
M15 [Laboratory Testing],15.1.2.c,Number of HIV tests conducted on Female with ANC (i.e. pregnant females),1. Number tested,77234,11961,4982,8100,7039,6109,12055,6567,3758,2798,6818,7047
M15 [Laboratory Testing],15.1.2.c,Number of HIV tests conducted on Female with ANC (i.e. pregnant females),2. Number Positive,234,11,6,16,3,25,39,88,6,1,3,36
M15 [Laboratory Testing],15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),1. Number tested,212362,33054,16889,40039,12236,10126,31667,16276,15559,5857,10918,19741
M15 [Laboratory Testing],15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),2. Number Positive,1594,134,83,498,42,67,314,175,56,10,32,183
M15 [Laboratory Testing],15.2,Number of Widal tests conducted,Number tested,57805,5616,3846,7316,5048,1661,7959,5942,3998,3058,4101,9260
M15 [Laboratory Testing],15.3.a,Number of VDRL tests conducted on males,Number tested,15612,1504,3904,4849,651,102,585,952,1161,478,312,1114
M15 [Laboratory Testing],15.3.b,Number of VDRL tests conducted on Female-Non ANC (i.e. non pregnant females),Number tested,16970,1307,929,6076,892,647,1141,450,617,565,622,3724
M15 [Laboratory Testing],15.3.c,Number of VDRL tests conducted on Female with ANC (i.e. pregnant females),Number tested,70168,6586,3951,8876,4961,4029,14309,6001,3411,3021,7798,7225
M15 [Laboratory Testing],15.3.d,Total number of VDRL tests conducted (sum of items 15.3.a to 15.3.c),Number tested,102750,9397,8784,19801,6504,4778,16035,7403,5189,4064,8732,12063
M15 [Laboratory Testing],15.4.1,Number of blood smears examined for Malaria,TOTAL,157932,5950,5795,6272,2089,1249,9550,6035,105116,2517,4825,8534
M15 [Laboratory Testing],15.4.2,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Vivax",TOTAL,1018,7,41,39,18,6,45,23,576,169,40,54
M15 [Laboratory Testing],15.4.3,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Falciparum",TOTAL,231,2,1,1,0,0,0,0,6,221,0,0
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,1. Balance From Previous Month,104730,3450,8710,14060,8050,7300,11340,3810,17470,13290,8430,8820
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,2. Stocks Received,126090,14500,7500,9000,7020,13000,20630,11500,10440,7000,9500,16000
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,3. Unusable Stock,20960,2560,0,0,0,0,18400,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,4. Stock Distributed,104480,12320,9610,5200,6990,11430,13570,11080,6440,10630,6630,10580
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,5. Total Stock,105380,3070,6600,17860,8080,8870,0,4230,21470,9660,11300,14240
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,1. Balance From Previous Month,111050,3640,5220,13470,4900,14800,11570,7280,14780,16840,8210,10340
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,2. Stocks Received,183190,16800,12120,8640,12960,23040,26160,18720,14590,16560,10560,23040
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,3. Unusable Stock,12870,490,0,0,0,0,12380,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,4. Stock Distributed,169230,17200,13290,8490,11210,20260,25350,19900,9540,15250,9850,18890
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,5. Total Stock,112140,2750,4050,13620,6650,17580,0,6100,19830,18150,8920,14490
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,1. Balance From Previous Month,171770,38520,17060,19660,3990,7620,5420,8080,11320,8400,15940,35760
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,2. Stocks Received,264640,29000,33040,12800,3000,22000,13080,24700,28000,21000,10000,68020
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,3. Unusable Stock,11020,1760,0,0,0,0,9260,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,4. Stock Distributed,248850,51740,29720,21780,3970,18180,9240,27420,14380,11760,19160,41500
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,5. Total Stock,176540,14020,20380,10680,3020,11440,0,5360,24940,17640,6780,62280
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,1. Balance From Previous Month,95990,2340,6410,16110,7070,8350,12670,5120,14140,9350,6840,7590
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,2. Stocks Received,121720,12500,7060,8000,8500,13490,16500,9000,10170,10000,14000,12500
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,3. Unusable Stock,12870,0,0,0,0,0,12870,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,4. Stock Distributed,111605,13010,8970,7230,6920,12470,16300,9560,6500,7625,10950,12070
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,5. Total Stock,93235,1830,4500,16880,8650,9370,0,4560,17810,11725,9890,8020
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,1. Balance From Previous Month,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,2. Stocks Received,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,3. Unusable Stock,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,4. Stock Distributed,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,1. Balance From Previous Month,93540,1970,7840,11880,8070,8620,13950,5440,15970,12600,4310,2890
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,2. Stocks Received,104260,7500,3000,8000,6000,9000,14500,11500,13260,13000,4000,14500
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,3. Unusable Stock,16790,1620,0,0,0,0,15170,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,4. Stock Distributed,86990,7320,5530,9540,5770,8490,13280,11530,4990,7290,2650,10600
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,5. Total Stock,94020,530,5310,10340,8300,9130,0,5410,24240,18310,5660,6790
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,1. Balance From Previous Month,90960,3715,5995,13510,5070,10030,9935,5360,14150,9540,9725,3930
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,2. Stocks Received,106530,10500,7690,5000,9000,11250,16000,7500,9340,10500,6000,13750
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,3. Unusable Stock,12500,1600,0,0,0,0,10900,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,4. Stock Distributed,90475,7645,7810,3845,8350,10820,15035,8780,5575,9195,4335,9085
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,5. Total Stock,94515,4970,5875,14665,5720,10460,0,4080,17915,10845,11390,8595
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,1. Balance From Previous Month,44380,1000,7220,5440,1080,3410,3560,5310,4620,4720,2850,5170
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,2. Stocks Received,38910,5000,1390,5000,1500,2000,8340,9000,680,0,1500,4500
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,3. Unusable Stock,7460,280,0,0,0,0,7180,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,4. Stock Distributed,32560,5320,1800,4110,780,1150,4720,7780,1310,1120,720,3750
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,5. Total Stock,43270,400,6810,6330,1800,4260,0,6530,3990,3600,3630,5920
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),1. Balance From Previous Month,11362,657,1085,524,1423,694,695,250,874,2185,2000,975
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),2. Stocks Received,9600,600,600,200,1200,600,600,2600,600,600,1000,1000
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),3. Unusable Stock,1114,219,0,0,0,0,895,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),4. Stock Distributed,16419,859,671,188,1074,398,400,9970,482,670,595,1112
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),5. Total Stock,3429,179,1014,536,1549,896,0,-7120,992,2115,2405,863
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),1. Balance From Previous Month,861550,14440,5500,15500,86670,77940,635400,4160,0,0,21940,NA
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),2. Stocks Received,1127440,52560,6000,0,72180,37800,689400,54000,130000,85500,0,NA
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),3. Unusable Stock,983640,8640,0,0,0,0,975000,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),4. Stock Distributed,792010,44020,11500,10500,65960,61420,349800,41340,103000,85500,18970,NA
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),5. Total Stock,213340,14340,0,5000,92890,54320,0,16820,27000,0,2970,0
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),1. Balance From Previous Month,45811,1052,3317,3995,5845,7210,4757,1700,3300,6300,6370,1965
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),2. Stocks Received,37300,5500,2000,500,4200,2000,2000,5600,5000,5000,500,5000
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),3. Unusable Stock,7013,3231,0,0,0,0,3782,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),4. Stock Distributed,28054,2679,2550,1305,2680,2120,2975,2100,4300,3520,1180,2645
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),5. Total Stock,48044,642,2767,3190,7365,7090,0,5200,4000,7780,5690,4320
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),1. Balance From Previous Month,19045,251,885,520,3035,1740,8360,2000,0,NA,1410,844
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),2. Stocks Received,7505,0,1000,300,1800,0,NA,2000,720,485,700,500
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),3. Unusable Stock,7171,61,0,0,0,0,7110,NA,0,NA,0,NA
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),4. Stock Distributed,4729,191,1000,60,695,115,1250,350,380,220,210,258
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),5. Total Stock,14650,-1,885,760,4140,1625,0,3650,340,265,1900,1086
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),1. Balance From Previous Month,904,NA,0,NA,0,0,664,40,0,NA,0,200
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),2. Stocks Received,600,NA,0,NA,0,0,NA,300,100,NA,0,200
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),3. Unusable Stock,664,NA,0,NA,0,0,664,NA,0,NA,0,NA
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),4. Stock Distributed,510,NA,0,NA,0,0,NA,260,50,NA,0,200
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),5. Total Stock,330,0,0,0,0,0,0,80,50,0,0,200
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,3. Unusable Stock,2,NA,0,NA,0,2,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,5. Total Stock,-2,0,0,0,0,-2,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,1. Balance From Previous Month,20000,NA,0,NA,0,0,20000,0,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,2. Stocks Received,115000,NA,0,NA,0,60000,10000,45000,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,3. Unusable Stock,30000,NA,0,NA,0,0,30000,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,4. Stock Distributed,48000,NA,0,NA,0,23000,NA,25000,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,5. Total Stock,57000,0,0,0,0,37000,0,20000,0,0,0,0
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),2. Stocks Received,5000,NA,0,NA,0,5000,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),4. Stock Distributed,2000,NA,0,NA,0,2000,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),5. Total Stock,3000,0,0,0,0,3000,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.10,Stock Position of Vitamin A solution,1. Balance From Previous Month,1348,NA,583,3,1,34,79,78,90,48,373,59
M16 [Stock Position (During the month)],16.3.10,Stock Position of Vitamin A solution,2. Stocks Received,833,NA,0,0,0,273,160,100,100,200,0,NA
M16 [Stock Position (During the month)],16.3.10,Stock Position of Vitamin A solution,3. Unusable Stock,148,NA,0,0,0,0,148,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.3.10,Stock Position of Vitamin A solution,4. Stock Distributed,1349,NA,360,3,1,173,91,150,106,162,244,59
M16 [Stock Position (During the month)],16.3.10,Stock Position of Vitamin A solution,5. Total Stock,684,0,223,0,0,134,0,28,84,86,129,0
M16 [Stock Position (During the month)],16.3.11,Stock of ORS (New WHO formulation),1. Balance From Previous Month,22970,NA,0,4250,0,0,NA,12700,NA,NA,6020,NA
M16 [Stock Position (During the month)],16.3.11,Stock of ORS (New WHO formulation),2. Stocks Received,0,NA,0,0,0,0,NA,0,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.11,Stock of ORS (New WHO formulation),3. Unusable Stock,0,NA,0,0,0,0,NA,NA,NA,NA,0,NA
