Indicator,S.No.,Parameters,Type,SubDistrict - _South - Total [(A+B) or (C+D)],SubDistrict - _South - Public [A],SubDistrict - _South - Private [B],SubDistrict - _South - Urban [C],SubDistrict - _South - Rural [D],SubDistrict - Autonomous - Total [(A+B) or (C+D)],SubDistrict - Autonomous - Public [A],SubDistrict - Autonomous - Private [B],SubDistrict - Autonomous - Urban [C],SubDistrict - Autonomous - Rural [D],SubDistrict - CGHS - Total [(A+B) or (C+D)],SubDistrict - CGHS - Public [A],SubDistrict - CGHS - Private [B],SubDistrict - CGHS - Urban [C],SubDistrict - CGHS - Rural [D],SubDistrict - Delhi Govt - Total [(A+B) or (C+D)],SubDistrict - Delhi Govt - Public [A],SubDistrict - Delhi Govt - Private [B],SubDistrict - Delhi Govt - Urban [C],SubDistrict - Delhi Govt - Rural [D],SubDistrict - ESI - Total [(A+B) or (C+D)],SubDistrict - ESI - Public [A],SubDistrict - ESI - Private [B],SubDistrict - ESI - Urban [C],SubDistrict - ESI - Rural [D],SubDistrict - IPP VIII-MCD - Total [(A+B) or (C+D)],SubDistrict - IPP VIII-MCD - Public [A],SubDistrict - IPP VIII-MCD - Private [B],SubDistrict - IPP VIII-MCD - Urban [C],SubDistrict - IPP VIII-MCD - Rural [D],SubDistrict - MCW Centres MCD - Total [(A+B) or (C+D)],SubDistrict - MCW Centres MCD - Public [A],SubDistrict - MCW Centres MCD - Private [B],SubDistrict - MCW Centres MCD - Urban [C],SubDistrict - MCW Centres MCD - Rural [D],SubDistrict - Private - Total [(A+B) or (C+D)],SubDistrict - Private - Public [A],SubDistrict - Private - Private [B],SubDistrict - Private - Urban [C],SubDistrict - Private - Rural [D]
M8 [Family Planning],8.17.4,Failures following female sterilization,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M8 [Family Planning],8.17.5,Deaths following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M8 [Family Planning],8.17.6,Deaths following female sterilization,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M9 [CHILD IMMUNISATION],9.1.1,Child immunisation - Vitamin K1 (Birth Dose),TOTAL,637,267,370,280,357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,267,NA,0,267,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,370,NA,370,280,90
M9 [CHILD IMMUNISATION],9.1.2,Child immunisation - BCG,TOTAL,989,622,367,377,612,155,155,NA,NA,155,NA,NA,NA,NA,NA,386,386,NA,67,319,0,0,NA,0,NA,10,10,NA,10,NA,71,71,NA,32,39,367,NA,367,268,99
M9 [CHILD IMMUNISATION],9.1.3,Child immunisation - DPT1,TOTAL,109,2,107,80,29,0,0,NA,NA,0,0,0,NA,0,NA,1,1,NA,0,1,0,0,NA,0,NA,0,0,NA,0,NA,1,1,NA,1,0,107,NA,107,79,28
M9 [CHILD IMMUNISATION],9.1.4,Child immunisation - DPT2,TOTAL,72,1,71,54,18,0,0,NA,NA,0,0,0,NA,0,NA,1,1,NA,1,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,71,NA,71,53,18
M9 [CHILD IMMUNISATION],9.1.5,Child immunisation - DPT3,TOTAL,57,8,49,54,3,0,0,NA,NA,0,0,0,NA,0,NA,8,8,NA,7,1,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,49,NA,49,47,2
M9 [CHILD IMMUNISATION],9.1.6,Child immunisation - Pentavalent 1,TOTAL,1432,1308,124,979,453,115,115,NA,NA,115,28,28,NA,28,NA,652,652,NA,480,172,5,5,NA,5,NA,71,71,NA,71,NA,437,437,NA,284,153,124,NA,124,111,13
M9 [CHILD IMMUNISATION],9.1.7,Child immunisation - Pentavalent 2,TOTAL,1505,1427,78,1228,277,71,71,NA,NA,71,31,31,NA,31,NA,708,708,NA,658,50,6,6,NA,6,NA,92,92,NA,92,NA,519,519,NA,367,152,78,NA,78,74,4
M9 [CHILD IMMUNISATION],9.1.8,Child immunisation - Pentavalent 3,TOTAL,1750,1673,77,1350,400,85,85,NA,NA,85,34,34,NA,34,NA,892,892,NA,734,158,7,7,NA,7,NA,83,83,NA,83,NA,572,572,NA,419,153,77,NA,77,73,4
M9 [CHILD IMMUNISATION],9.1.9,Child immunisation - OPV 0 (Birth Dose),TOTAL,775,486,289,310,465,155,155,NA,NA,155,0,0,NA,0,NA,298,298,NA,18,280,0,0,NA,0,NA,6,6,NA,6,NA,27,27,NA,6,21,289,NA,289,280,9
M9 [CHILD IMMUNISATION],9.1.10,Child immunisation - OPV1,TOTAL,1307,1201,106,953,354,0,0,NA,NA,0,28,28,NA,28,NA,659,659,NA,486,173,5,5,NA,5,NA,71,71,NA,71,NA,438,438,NA,285,153,106,NA,106,78,28
M9 [CHILD IMMUNISATION],9.1.11,Child immunisation - OPV2,TOTAL,1454,1364,90,1234,220,0,0,NA,NA,0,31,31,NA,31,NA,719,719,NA,669,50,6,6,NA,6,NA,92,92,NA,92,NA,516,516,NA,364,152,90,NA,90,72,18
M9 [CHILD IMMUNISATION],9.1.12,Child immunisation - OPV3,TOTAL,1631,1565,66,1317,314,0,0,NA,NA,0,34,34,NA,34,NA,869,869,NA,710,159,7,7,NA,7,NA,83,83,NA,83,NA,572,572,NA,419,153,66,NA,66,64,2
M9 [CHILD IMMUNISATION],9.1.13,Child immunisation - Hepatitis-B0 (Birth Dose),TOTAL,786,423,363,276,510,111,111,NA,NA,111,NA,NA,NA,NA,NA,287,287,NA,7,280,0,0,NA,0,NA,4,4,NA,4,NA,21,21,NA,1,20,363,NA,363,264,99
M9 [CHILD IMMUNISATION],9.1.14,Child immunisation - Hepatitis-B1,TOTAL,76,0,76,76,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,76,NA,76,76,0
M9 [CHILD IMMUNISATION],9.1.15,Child immunisation - Hepatitis-B2,TOTAL,62,0,62,58,4,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,62,NA,62,58,4
M9 [CHILD IMMUNISATION],9.1.16,Child immunisation - Hepatitis-B3,TOTAL,43,0,43,38,5,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,43,NA,43,38,5
M9 [CHILD IMMUNISATION],9.1.17,Child immunisation - Inactivated Polio Vaccine 1 (IPV 1),TOTAL,1364,1303,61,915,449,111,111,NA,NA,111,20,20,NA,20,NA,663,663,NA,491,172,5,5,NA,5,NA,71,71,NA,71,NA,433,433,NA,280,153,61,NA,61,48,13
M9 [CHILD IMMUNISATION],9.1.18,Child immunisation - Inactivated Polio Vaccine 2 (IPV 2),TOTAL,1732,1657,75,1332,400,88,88,NA,NA,88,30,30,NA,30,NA,882,882,NA,724,158,7,7,NA,7,NA,83,83,NA,83,NA,567,567,NA,417,150,75,NA,75,71,4
M9 [CHILD IMMUNISATION],9.1.19,Child immunisation - Rotavirus 1,TOTAL,136,0,136,95,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,136,NA,136,95,41
M9 [CHILD IMMUNISATION],9.1.20,Child immunisation - Rotavirus 2,TOTAL,103,0,103,81,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,103,NA,103,81,22
M9 [CHILD IMMUNISATION],9.1.21,Child immunisation - Rotavirus 3,TOTAL,74,0,74,68,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,74,NA,74,68,6
M9 [CHILD IMMUNISATION],9.2.1,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,1657,1601,56,1273,384,108,108,NA,NA,108,8,8,NA,8,NA,828,828,NA,734,94,2,2,NA,2,NA,92,92,NA,92,NA,563,563,NA,381,182,56,NA,56,56,0
M9 [CHILD IMMUNISATION],9.2.2,Child immunisation (9-11months) - Measles 1st dose,TOTAL,5,0,5,5,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,5,NA,5,5,0
M9 [CHILD IMMUNISATION],9.2.3,Child immunisation (9-11months) - JE 1st dose,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M9 [CHILD IMMUNISATION],9.2.4.a,Children aged between 9 and 11 months fully immunized- Male,TOTAL,746,709,37,598,148,16,16,NA,NA,16,5,5,NA,5,NA,408,408,NA,356,52,0,0,NA,0,NA,47,47,NA,47,NA,233,233,NA,153,80,37,NA,37,37,0
M9 [CHILD IMMUNISATION],9.2.4.b,Children aged between 9 and 11 months fully immunized - Female,TOTAL,740,708,32,592,148,7,7,NA,NA,7,3,3,NA,3,NA,407,407,NA,365,42,0,0,NA,0,NA,45,45,NA,45,NA,246,246,NA,147,99,32,NA,32,32,0
M9 [CHILD IMMUNISATION],9.3.1,Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,94,83,11,88,6,0,0,NA,NA,0,33,33,NA,33,NA,16,16,NA,16,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,34,34,NA,28,6,11,NA,11,11,0
M9 [CHILD IMMUNISATION],9.3.2,Child immunisation - Measles-1st dose,TOTAL,22,0,22,22,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,22,NA,22,22,0
M9 [CHILD IMMUNISATION],9.3.3,Child immunisation - JE 1st dose,TOTAL,1,0,1,1,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,0
M9 [CHILD IMMUNISATION],9.4.1,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,1458,1447,11,1276,182,19,19,NA,NA,19,13,13,NA,13,NA,715,715,NA,715,0,0,0,NA,0,NA,51,51,NA,51,NA,649,649,NA,486,163,11,NA,11,11,0
M9 [CHILD IMMUNISATION],9.4.2,Child immunisation - Measles 2nd dose (More than 16 months),TOTAL,7,0,7,7,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,7,NA,7,7,0
M9 [CHILD IMMUNISATION],9.4.3,Child immunisation - DPT 1st Booster,TOTAL,1804,1696,108,1461,343,89,89,NA,NA,89,31,31,NA,31,NA,855,855,NA,784,71,0,0,NA,0,NA,103,103,NA,103,NA,618,618,NA,455,163,108,NA,108,88,20
M9 [CHILD IMMUNISATION],9.4.4,Child immunisation - OPV Booster,TOTAL,1813,1729,84,1430,383,129,129,NA,NA,129,27,27,NA,27,NA,855,855,NA,784,71,0,0,NA,0,NA,103,103,NA,103,NA,615,615,NA,452,163,84,NA,84,64,20
M9 [CHILD IMMUNISATION],9.4.5,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",TOTAL,221,105,116,93,128,0,0,NA,NA,0,0,0,NA,0,NA,100,100,NA,14,86,0,0,NA,0,NA,5,5,NA,5,NA,0,0,NA,0,0,116,NA,116,74,42
M9 [CHILD IMMUNISATION],9.4.6,Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0
M9 [CHILD IMMUNISATION],9.5.1,Child immunisation - Typhoid,TOTAL,191,53,138,103,88,50,50,NA,NA,50,0,0,NA,0,NA,3,3,NA,3,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,0,138,NA,138,100,38
M9 [CHILD IMMUNISATION],9.5.2,Children more than 5 years received DPT5 (2nd Booster),TOTAL,1191,1131,60,996,195,59,59,NA,NA,59,33,33,NA,33,NA,584,584,NA,547,37,0,0,NA,0,NA,72,72,NA,72,NA,383,383,NA,289,94,60,NA,60,55,5
M9 [CHILD IMMUNISATION],9.5.3,Children more than 10 years received TT10,TOTAL,168,133,35,128,40,NA,NA,NA,NA,NA,15,15,NA,15,NA,78,78,NA,38,40,3,3,NA,3,NA,3,3,NA,3,NA,34,34,NA,34,NA,35,NA,35,35,0
M9 [CHILD IMMUNISATION],9.5.4,Children more than 16 years received TT16,TOTAL,69,58,11,58,11,NA,NA,NA,NA,NA,12,12,NA,12,NA,22,22,NA,11,11,7,7,NA,7,NA,0,0,NA,0,NA,17,17,NA,17,NA,11,NA,11,11,0
M9 [CHILD IMMUNISATION],9.6.1,Number of cases of AEFI - Abscess,TOTAL,1,1,0,1,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,1,1,NA,1,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,0,NA,0,0,0
M9 [CHILD IMMUNISATION],9.6.2,Number of cases of AEFI - Death,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,0,NA,0,0,0
M9 [CHILD IMMUNISATION],9.6.3,Number of cases of AEFI - Others,TOTAL,1,1,0,1,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,1,1,NA,1,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,0,NA,0,0,0
M9 [CHILD IMMUNISATION],9.7.1,Immunisation sessions planned,TOTAL,545,508,37,509,36,8,8,NA,NA,8,22,22,NA,22,NA,227,227,NA,227,NA,6,6,NA,6,NA,32,32,NA,32,NA,213,213,NA,185,28,37,NA,37,37,0
M9 [CHILD IMMUNISATION],9.7.2,Immunisation sessions held,TOTAL,533,497,36,497,36,8,8,NA,NA,8,17,17,NA,17,NA,226,226,NA,226,NA,6,6,NA,6,NA,32,32,NA,32,NA,208,208,NA,180,28,36,NA,36,36,0
M9 [CHILD IMMUNISATION],9.7.3,Number of Immunisation sessions where ASHAs were present,TOTAL,370,370,0,342,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,194,NA,194,0,NA,NA,NA,NA,NA,23,23,NA,23,NA,153,153,NA,125,28,0,NA,0,0,0
M9 [CHILD IMMUNISATION],9.8.1,Child immunisation - Vitamin A Dose - 1,TOTAL,78,58,20,78,0,0,0,NA,NA,0,3,3,NA,3,NA,55,55,NA,55,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,20,NA,20,20,0
M9 [CHILD IMMUNISATION],9.8.2,Child immunisation - Vitamin A Dose - 5,TOTAL,48,36,12,48,0,0,0,NA,NA,0,1,1,NA,1,NA,35,35,NA,35,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,12,NA,12,12,0
M9 [CHILD IMMUNISATION],9.8.3,Child immunisation - Vitamin A Dose - 9,TOTAL,36,30,6,36,0,0,0,NA,NA,0,1,1,NA,1,NA,29,29,NA,29,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,6,NA,6,6,0
M9 [CHILD IMMUNISATION],9.9,Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),TOTAL,2,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,2,NA,2,2,NA
M9 [CHILD IMMUNISATION],9.1,Number of children (12-59 months) provided Albendazole,TOTAL,484,484,0,168,316,24,24,NA,NA,24,NA,NA,NA,NA,NA,43,43,NA,43,0,2,2,NA,2,NA,NA,NA,NA,NA,NA,415,415,NA,123,292,0,NA,0,0,NA
M9 [CHILD IMMUNISATION],9.11,Number of severely underweight children provided Health Checkup (0-5 yrs),TOTAL,15,15,0,5,10,8,8,NA,NA,8,NA,NA,NA,NA,NA,5,5,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,0,2,0,NA,0,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.1,Childhood Diseases - Pneumonia,TOTAL,37,19,18,16,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,NA,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,6,18,NA,18,16,2
M10 [Number of cases of Childhood Diseases (0-5 years)],10.2,Childhood Diseases - Asthma,TOTAL,14,0,14,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,14,13,1
M10 [Number of cases of Childhood Diseases (0-5 years)],10.3,Childhood Diseases - Sepsis,TOTAL,2,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0,2
M10 [Number of cases of Childhood Diseases (0-5 years)],10.4,Childhood Diseases - Diphtheria,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.5,Childhood Diseases - Pertussis,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.6,Childhood Diseases - Tetanus Neonatorum,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.7,Childhood Diseases - Tuberculosis (TB),TOTAL,3,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.8,Childhood Diseases - Acute Flaccid Paralysis(AFP),TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.9,Childhood Diseases - Measles,TOTAL,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.1,Childhood Diseases - Malaria,TOTAL,2,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.11,Childhood Diseases - Diarrhoea,TOTAL,1310,1170,140,223,1087,12,12,NA,NA,12,NA,NA,NA,NA,NA,898,898,NA,98,800,NA,NA,NA,NA,NA,0,0,NA,0,NA,260,260,NA,NA,260,140,NA,140,125,15
M10 [Number of cases of Childhood Diseases (0-5 years)],10.12,Childhood Diseases - Diarrhoea treated in Inpatients,TOTAL,85,27,58,43,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,27,NA,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,58,43,15
M10 [Number of cases of Childhood Diseases (0-5 years)],10.13,Children admitted with upper respiratory infections,TOTAL,22,0,22,17,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,22,17,5
M10 [Number of cases of Childhood Diseases (0-5 years)],10.14,Childhood Diseases - Severe Acute Malnutrition (SAM),TOTAL,7,7,0,0,7,5,5,NA,NA,5,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,0,NA,0,0,0
M11 [NVBDCP],11.1.1.a,Total Blood Smears Examined for Malaria,TOTAL,781,214,567,186,595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,214,NA,34,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567,NA,567,152,415
M11 [NVBDCP],11.1.1.b,Malaria (Microscopy Tests ) - Plasmodium Vivax test positive,TOTAL,16,15,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,NA,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,0
M11 [NVBDCP],11.1.1.c,Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M11 [NVBDCP],11.1.2.a,RDT conducted for Malaria,TOTAL,404,320,84,84,320,10,10,NA,NA,10,NA,NA,NA,NA,NA,240,240,NA,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,70,NA,NA,70,84,NA,84,84,0
M11 [NVBDCP],11.1.2.b,Malaria (RDT) - Plasmodium Vivax test positive,TOTAL,1,0,1,1,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,0
M11 [NVBDCP],11.1.2.c,Malaria (RDT) - Plamodium Falciparum test positive,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M11 [NVBDCP],11.2.1,Kala Azar (RDT) - Tests Conducted,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M11 [NVBDCP],11.2.2,Kala Azar Positive Cases,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M11 [NVBDCP],11.2.3,Post-kala-azar dermal leishmaniasis (PKDL) cases,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M11 [NVBDCP],11.3.1,Dengue - RDT Test Positive,TOTAL,50,32,18,17,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,NA,0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,18,17,1
M11 [NVBDCP],11.3.2,Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive,TOTAL,48,48,0,0,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,48,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M11 [NVBDCP],11.4.1,Tests Conducted for JE,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M11 [NVBDCP],11.4.2,Tests Positive for JE,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M12 [Adolscent Health],12.1.1.a,Girls registered in AFHC,TOTAL,71,71,0,16,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,41,NA,5,36,3,3,NA,3,NA,NA,NA,NA,NA,NA,27,27,NA,8,19,0,NA,0,0,0
M12 [Adolscent Health],12.1.1.b,Boys registered in AFHC,TOTAL,10,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,3,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,6,6,NA,6,0,0,NA,0,0,0
M12 [Adolscent Health],12.1.2.a,"Out of registered, Girls received clinical services",TOTAL,55,55,0,16,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,5,21,3,3,NA,3,NA,NA,NA,NA,NA,NA,26,26,NA,8,18,0,NA,0,0,0
M12 [Adolscent Health],12.1.2.b,"Out of registered, Boys received clinical services",TOTAL,10,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,3,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,6,6,NA,6,0,0,NA,0,0,0
M12 [Adolscent Health],12.1.3.a,"Out of registered, Girls received counselling",TOTAL,65,65,0,11,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,36,NA,0,36,3,3,NA,3,NA,NA,NA,NA,NA,NA,26,26,NA,8,18,0,NA,0,0,0
M12 [Adolscent Health],12.1.3.b,"Out of registered, Boys received counselling",TOTAL,7,7,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,6,6,NA,6,0,0,NA,0,0,0
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.1,Number of on-going DOTS patients registered,TOTAL,554,544,10,399,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544,544,NA,389,155,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,10,10,0
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.2,Number of DOTS cases completed successfully,TOTAL,156,155,1,113,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,105,NA,62,43,50,50,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,0
