Indicator,S.No.,Parameters,Type,SubDistrict - _South - Total [(A+B) or (C+D)],SubDistrict - _South - Public [A],SubDistrict - _South - Private [B],SubDistrict - _South - Urban [C],SubDistrict - _South - Rural [D],SubDistrict - Autonomous - Total [(A+B) or (C+D)],SubDistrict - Autonomous - Public [A],SubDistrict - Autonomous - Private [B],SubDistrict - Autonomous - Urban [C],SubDistrict - Autonomous - Rural [D],SubDistrict - CGHS - Total [(A+B) or (C+D)],SubDistrict - CGHS - Public [A],SubDistrict - CGHS - Private [B],SubDistrict - CGHS - Urban [C],SubDistrict - CGHS - Rural [D],SubDistrict - Delhi Govt - Total [(A+B) or (C+D)],SubDistrict - Delhi Govt - Public [A],SubDistrict - Delhi Govt - Private [B],SubDistrict - Delhi Govt - Urban [C],SubDistrict - Delhi Govt - Rural [D],SubDistrict - ESI - Total [(A+B) or (C+D)],SubDistrict - ESI - Public [A],SubDistrict - ESI - Private [B],SubDistrict - ESI - Urban [C],SubDistrict - ESI - Rural [D],SubDistrict - IPP VIII-MCD - Total [(A+B) or (C+D)],SubDistrict - IPP VIII-MCD - Public [A],SubDistrict - IPP VIII-MCD - Private [B],SubDistrict - IPP VIII-MCD - Urban [C],SubDistrict - IPP VIII-MCD - Rural [D],SubDistrict - MCW Centres MCD - Total [(A+B) or (C+D)],SubDistrict - MCW Centres MCD - Public [A],SubDistrict - MCW Centres MCD - Private [B],SubDistrict - MCW Centres MCD - Urban [C],SubDistrict - MCW Centres MCD - Rural [D],SubDistrict - Private - Total [(A+B) or (C+D)],SubDistrict - Private - Public [A],SubDistrict - Private - Private [B],SubDistrict - Private - Urban [C],SubDistrict - Private - Rural [D]
M8 [Family Planning],8.17.4,Failures following female sterilization,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M8 [Family Planning],8.17.5,Deaths following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M8 [Family Planning],8.17.6,Deaths following female sterilization,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M9 [CHILD IMMUNISATION],9.1.1,Child immunisation - Vitamin K1 (Birth Dose),TOTAL,998,685,313,313,685,220,220,NA,NA,220,NA,NA,NA,NA,NA,465,465,NA,NA,465,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,313,NA,313,313,0
M9 [CHILD IMMUNISATION],9.1.2,Child immunisation - BCG,TOTAL,1299,875,424,430,869,223,223,NA,NA,223,NA,NA,NA,NA,NA,540,540,NA,72,468,0,0,NA,0,NA,19,19,NA,19,NA,93,93,NA,46,47,424,NA,424,293,131
M9 [CHILD IMMUNISATION],9.1.3,Child immunisation - DPT1,TOTAL,85,2,83,81,4,0,0,NA,NA,0,NA,NA,NA,NA,NA,2,2,NA,1,1,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,83,NA,83,80,3
M9 [CHILD IMMUNISATION],9.1.4,Child immunisation - DPT2,TOTAL,53,8,45,48,5,0,0,NA,NA,0,NA,NA,NA,NA,NA,3,3,NA,3,0,0,0,NA,0,NA,0,0,NA,0,NA,5,5,NA,5,0,45,NA,45,40,5
M9 [CHILD IMMUNISATION],9.1.5,Child immunisation - DPT3,TOTAL,37,2,35,36,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,1,1,NA,1,0,0,0,NA,0,NA,0,0,NA,0,NA,1,1,NA,1,0,35,NA,35,34,1
M9 [CHILD IMMUNISATION],9.1.6,Child immunisation - Pentavalent 1,TOTAL,1682,1544,138,1179,503,133,133,NA,NA,133,19,19,NA,19,NA,762,762,NA,628,134,3,3,NA,3,NA,68,68,NA,68,NA,559,559,NA,357,202,138,NA,138,104,34
M9 [CHILD IMMUNISATION],9.1.7,Child immunisation - Pentavalent 2,TOTAL,1461,1404,57,1142,319,63,63,NA,NA,63,19,19,NA,19,NA,738,738,NA,644,94,4,4,NA,4,NA,66,66,NA,66,NA,514,514,NA,363,151,57,NA,57,46,11
M9 [CHILD IMMUNISATION],9.1.8,Child immunisation - Pentavalent 3,TOTAL,1372,1323,49,1084,288,68,68,NA,NA,68,23,23,NA,23,NA,697,697,NA,625,72,12,12,NA,12,NA,67,67,NA,67,NA,456,456,NA,312,144,49,NA,49,45,4
M9 [CHILD IMMUNISATION],9.1.9,Child immunisation - OPV 0 (Birth Dose),TOTAL,1175,739,436,338,837,221,221,NA,NA,221,NA,NA,NA,NA,NA,468,468,NA,9,459,3,3,NA,3,NA,14,14,NA,14,NA,33,33,NA,7,26,436,NA,436,305,131
M9 [CHILD IMMUNISATION],9.1.10,Child immunisation - OPV1,TOTAL,1619,1544,75,1146,473,133,133,NA,NA,133,19,19,NA,19,NA,763,763,NA,628,135,2,2,NA,2,NA,68,68,NA,68,NA,559,559,NA,357,202,75,NA,75,72,3
M9 [CHILD IMMUNISATION],9.1.11,Child immunisation - OPV2,TOTAL,1446,1397,49,1133,313,63,63,NA,NA,63,19,19,NA,19,NA,731,731,NA,637,94,3,3,NA,3,NA,66,66,NA,66,NA,515,515,NA,364,151,49,NA,49,44,5
M9 [CHILD IMMUNISATION],9.1.12,Child immunisation - OPV3,TOTAL,1362,1330,32,1077,285,68,68,NA,NA,68,23,23,NA,23,NA,707,707,NA,635,72,8,8,NA,8,NA,67,67,NA,67,NA,457,457,NA,313,144,32,NA,32,31,1
M9 [CHILD IMMUNISATION],9.1.13,Child immunisation - Hepatitis-B0 (Birth Dose),TOTAL,1076,752,324,316,760,252,252,NA,NA,252,NA,NA,NA,NA,NA,471,471,NA,6,465,0,0,NA,0,NA,8,8,NA,8,NA,21,21,NA,1,20,324,NA,324,301,23
M9 [CHILD IMMUNISATION],9.1.14,Child immunisation - Hepatitis-B1,TOTAL,66,3,63,63,3,3,3,NA,NA,3,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,63,NA,63,63,0
M9 [CHILD IMMUNISATION],9.1.15,Child immunisation - Hepatitis-B2,TOTAL,45,0,45,43,2,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,45,NA,45,43,2
M9 [CHILD IMMUNISATION],9.1.16,Child immunisation - Hepatitis-B3,TOTAL,37,4,33,28,9,0,0,NA,NA,0,2,2,NA,2,NA,0,0,NA,0,0,1,1,NA,1,NA,0,0,NA,0,NA,1,1,NA,1,0,33,NA,33,24,9
M9 [CHILD IMMUNISATION],9.1.17,Child immunisation - Inactivated Polio Vaccine 1 (IPV 1),TOTAL,1651,1556,95,1148,503,133,133,NA,NA,133,14,14,NA,14,NA,769,769,NA,635,134,4,4,NA,4,NA,76,76,NA,76,NA,560,560,NA,358,202,95,NA,95,61,34
M9 [CHILD IMMUNISATION],9.1.18,Child immunisation - Inactivated Polio Vaccine 2 (IPV 2),TOTAL,1355,1299,56,1067,288,68,68,NA,NA,68,18,18,NA,18,NA,684,684,NA,618,66,9,9,NA,9,NA,67,67,NA,67,NA,453,453,NA,310,143,56,NA,56,45,11
M9 [CHILD IMMUNISATION],9.1.19,Child immunisation - Rotavirus 1,TOTAL,1414,1310,104,1042,372,0,0,NA,NA,0,1,1,NA,1,NA,699,699,NA,565,134,0,0,NA,0,NA,69,69,NA,69,NA,541,541,NA,338,203,104,NA,104,69,35
M9 [CHILD IMMUNISATION],9.1.20,Child immunisation - Rotavirus 2,TOTAL,629,573,56,479,150,0,0,NA,NA,0,2,2,NA,2,NA,291,291,NA,231,60,0,0,NA,0,NA,22,22,NA,22,NA,258,258,NA,180,78,56,NA,56,44,12
M9 [CHILD IMMUNISATION],9.1.21,Child immunisation - Rotavirus 3,TOTAL,113,75,38,95,18,0,0,NA,NA,0,0,0,NA,0,NA,46,46,NA,46,0,0,0,NA,0,NA,1,1,NA,1,NA,28,28,NA,15,13,38,NA,38,33,5
M9 [CHILD IMMUNISATION],9.2.1,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,1901,1832,69,1469,432,115,115,NA,NA,115,47,47,NA,47,NA,858,858,NA,766,92,12,12,NA,12,NA,63,63,NA,63,NA,737,737,NA,512,225,69,NA,69,69,0
M9 [CHILD IMMUNISATION],9.2.2,Child immunisation (9-11months) - Measles 1st dose,TOTAL,20,0,20,20,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,20,NA,20,20,0
M9 [CHILD IMMUNISATION],9.2.3,Child immunisation (9-11months) - JE 1st dose,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M9 [CHILD IMMUNISATION],9.2.4.a,Children aged between 9 and 11 months fully immunized- Male,TOTAL,1003,972,31,810,193,14,14,NA,NA,14,23,23,NA,23,NA,502,502,NA,448,54,7,7,NA,7,NA,31,31,NA,31,NA,395,395,NA,270,125,31,NA,31,31,0
M9 [CHILD IMMUNISATION],9.2.4.b,Children aged between 9 and 11 months fully immunized - Female,TOTAL,846,814,32,701,145,8,8,NA,NA,8,22,22,NA,22,NA,414,414,NA,376,38,4,4,NA,4,NA,32,32,NA,32,NA,334,334,NA,235,99,32,NA,32,32,0
M9 [CHILD IMMUNISATION],9.3.1,Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,50,43,7,49,1,0,0,NA,NA,0,0,0,NA,0,NA,27,27,NA,27,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,16,16,NA,15,1,7,NA,7,7,0
M9 [CHILD IMMUNISATION],9.3.2,Child immunisation - Measles-1st dose,TOTAL,5,2,3,5,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,2,2,NA,2,NA,3,NA,3,3,0
M9 [CHILD IMMUNISATION],9.3.3,Child immunisation - JE 1st dose,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M9 [CHILD IMMUNISATION],9.4.1,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,1364,1356,8,1153,211,52,52,NA,NA,52,1,1,NA,1,NA,690,690,NA,684,6,6,6,NA,6,NA,66,66,NA,66,NA,541,541,NA,388,153,8,NA,8,8,0
M9 [CHILD IMMUNISATION],9.4.2,Child immunisation - Measles 2nd dose (More than 16 months),TOTAL,5,0,5,5,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,5,NA,5,5,0
M9 [CHILD IMMUNISATION],9.4.3,Child immunisation - DPT 1st Booster,TOTAL,1595,1524,71,1317,278,47,47,NA,NA,47,19,19,NA,19,NA,834,834,NA,762,72,8,8,NA,8,NA,68,68,NA,68,NA,548,548,NA,396,152,71,NA,71,64,7
M9 [CHILD IMMUNISATION],9.4.4,Child immunisation - OPV Booster,TOTAL,1612,1563,49,1296,316,85,85,NA,NA,85,19,19,NA,19,NA,834,834,NA,762,72,9,9,NA,9,NA,68,68,NA,68,NA,548,548,NA,396,152,49,NA,49,42,7
M9 [CHILD IMMUNISATION],9.4.5,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",TOTAL,141,25,116,87,54,0,0,NA,NA,0,0,0,NA,0,NA,25,25,NA,25,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,0,116,NA,116,62,54
M9 [CHILD IMMUNISATION],9.4.6,Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine,TOTAL,1,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,0
M9 [CHILD IMMUNISATION],9.5.1,Child immunisation - Typhoid,TOTAL,140,0,140,74,66,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,0,140,NA,140,74,66
M9 [CHILD IMMUNISATION],9.5.2,Children more than 5 years received DPT5 (2nd Booster),TOTAL,1114,1054,60,892,222,51,51,NA,NA,51,20,20,NA,20,NA,461,461,NA,419,42,5,5,NA,5,NA,77,77,NA,77,NA,440,440,NA,331,109,60,NA,60,40,20
M9 [CHILD IMMUNISATION],9.5.3,Children more than 10 years received TT10,TOTAL,52,31,21,43,9,NA,NA,NA,NA,NA,6,6,NA,6,NA,9,9,NA,0,9,3,3,NA,3,NA,4,4,NA,4,NA,9,9,NA,9,NA,21,NA,21,21,0
M9 [CHILD IMMUNISATION],9.5.4,Children more than 16 years received TT16,TOTAL,42,28,14,24,18,NA,NA,NA,NA,NA,4,4,NA,4,NA,18,18,NA,0,18,5,5,NA,5,NA,0,0,NA,0,NA,1,1,NA,1,NA,14,NA,14,14,0
M9 [CHILD IMMUNISATION],9.6.1,Number of cases of AEFI - Abscess,TOTAL,2,2,0,0,2,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,2,2,NA,0,2,0,NA,0,0,0
M9 [CHILD IMMUNISATION],9.6.2,Number of cases of AEFI - Death,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,0,0,NA,0,0,0
M9 [CHILD IMMUNISATION],9.6.3,Number of cases of AEFI - Others,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,0,0,NA,0,0,0
M9 [CHILD IMMUNISATION],9.7.1,Immunisation sessions planned,TOTAL,599,561,38,534,65,8,8,NA,NA,8,24,24,NA,24,NA,278,278,NA,248,30,7,7,NA,7,NA,39,39,NA,39,NA,205,205,NA,178,27,38,NA,38,38,0
M9 [CHILD IMMUNISATION],9.7.2,Immunisation sessions held,TOTAL,594,557,37,529,65,8,8,NA,NA,8,23,23,NA,23,NA,278,278,NA,248,30,6,6,NA,6,NA,39,39,NA,39,NA,203,203,NA,176,27,37,NA,37,37,0
M9 [CHILD IMMUNISATION],9.7.3,Number of Immunisation sessions where ASHAs were present,TOTAL,399,399,0,372,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,215,NA,215,NA,NA,NA,NA,NA,NA,25,25,NA,25,NA,159,159,NA,132,27,0,NA,0,0,0
M9 [CHILD IMMUNISATION],9.8.1,Child immunisation - Vitamin A Dose - 1,TOTAL,6,0,6,6,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,6,NA,6,6,0
M9 [CHILD IMMUNISATION],9.8.2,Child immunisation - Vitamin A Dose - 5,TOTAL,1,0,1,1,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,1,NA,1,1,0
M9 [CHILD IMMUNISATION],9.8.3,Child immunisation - Vitamin A Dose - 9,TOTAL,5,0,5,5,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,5,NA,5,5,0
M9 [CHILD IMMUNISATION],9.9,Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),TOTAL,3,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,3,NA,3,3,NA
M9 [CHILD IMMUNISATION],9.1,Number of children (12-59 months) provided Albendazole,TOTAL,845,845,0,163,682,32,32,NA,NA,32,NA,NA,NA,NA,NA,370,370,NA,112,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443,443,NA,51,392,0,NA,0,0,NA
M9 [CHILD IMMUNISATION],9.11,Number of severely underweight children provided Health Checkup (0-5 yrs),TOTAL,10,9,1,4,6,0,0,NA,NA,0,NA,NA,NA,NA,NA,2,2,NA,2,0,1,1,NA,1,NA,NA,NA,NA,NA,NA,6,6,NA,0,6,1,NA,1,1,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.1,Childhood Diseases - Pneumonia,TOTAL,56,6,50,43,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,6,50,NA,50,43,7
M10 [Number of cases of Childhood Diseases (0-5 years)],10.2,Childhood Diseases - Asthma,TOTAL,6,0,6,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,6,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.3,Childhood Diseases - Sepsis,TOTAL,5,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,0,5
M10 [Number of cases of Childhood Diseases (0-5 years)],10.4,Childhood Diseases - Diphtheria,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.5,Childhood Diseases - Pertussis,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.6,Childhood Diseases - Tetanus Neonatorum,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.7,Childhood Diseases - Tuberculosis (TB),TOTAL,4,0,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,4,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.8,Childhood Diseases - Acute Flaccid Paralysis(AFP),TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.9,Childhood Diseases - Measles,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.1,Childhood Diseases - Malaria,TOTAL,14,11,3,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,NA,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.11,Childhood Diseases - Diarrhoea,TOTAL,710,587,123,192,518,9,9,NA,NA,9,NA,NA,NA,NA,NA,435,435,NA,85,350,NA,NA,NA,NA,NA,0,0,NA,0,NA,143,143,NA,0,143,123,NA,123,107,16
M10 [Number of cases of Childhood Diseases (0-5 years)],10.12,Childhood Diseases - Diarrhoea treated in Inpatients,TOTAL,73,30,43,33,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,NA,7,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,43,26,17
M10 [Number of cases of Childhood Diseases (0-5 years)],10.13,Children admitted with upper respiratory infections,TOTAL,27,2,25,21,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,25,21,4
M10 [Number of cases of Childhood Diseases (0-5 years)],10.14,Childhood Diseases - Severe Acute Malnutrition (SAM),TOTAL,9,8,1,3,6,2,2,NA,NA,2,NA,NA,NA,NA,NA,4,4,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,1,NA,1,1,0
M11 [NVBDCP],11.1.1.a,Total Blood Smears Examined for Malaria,TOTAL,1792,465,1327,449,1343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465,465,NA,NA,465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1327,NA,1327,449,878
M11 [NVBDCP],11.1.1.b,Malaria (Microscopy Tests ) - Plasmodium Vivax test positive,TOTAL,60,45,15,6,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,45,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,15,6,9
M11 [NVBDCP],11.1.1.c,Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,TOTAL,3,NA,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,0,3
M11 [NVBDCP],11.1.2.a,RDT conducted for Malaria,TOTAL,1122,720,402,320,802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720,720,NA,NA,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,402,NA,402,320,82
M11 [NVBDCP],11.1.2.b,Malaria (RDT) - Plasmodium Vivax test positive,TOTAL,53,48,5,3,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,48,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,3,2
M11 [NVBDCP],11.1.2.c,Malaria (RDT) - Plamodium Falciparum test positive,TOTAL,2,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0,2
M11 [NVBDCP],11.2.1,Kala Azar (RDT) - Tests Conducted,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M11 [NVBDCP],11.2.2,Kala Azar Positive Cases,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M11 [NVBDCP],11.2.3,Post-kala-azar dermal leishmaniasis (PKDL) cases,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M11 [NVBDCP],11.3.1,Dengue - RDT Test Positive,TOTAL,135,112,23,22,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,112,NA,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,23,22,1
M11 [NVBDCP],11.3.2,Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive,TOTAL,33,32,1,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,0
M11 [NVBDCP],11.4.1,Tests Conducted for JE,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M11 [NVBDCP],11.4.2,Tests Positive for JE,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M12 [Adolscent Health],12.1.1.a,Girls registered in AFHC,TOTAL,47,47,0,9,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,37,NA,9,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,NA,0,10,0,NA,0,0,0
M12 [Adolscent Health],12.1.1.b,Boys registered in AFHC,TOTAL,5,5,0,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,0,NA,0,0,0
M12 [Adolscent Health],12.1.2.a,"Out of registered, Girls received clinical services",TOTAL,35,35,0,9,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,25,NA,9,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,NA,0,10,0,NA,0,0,0
M12 [Adolscent Health],12.1.2.b,"Out of registered, Boys received clinical services",TOTAL,5,5,0,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,0,NA,0,0,0
M12 [Adolscent Health],12.1.3.a,"Out of registered, Girls received counselling",TOTAL,47,47,0,9,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,37,NA,9,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,NA,0,10,0,NA,0,0,0
M12 [Adolscent Health],12.1.3.b,"Out of registered, Boys received counselling",TOTAL,5,5,0,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,0,NA,0,0,0
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.1,Number of on-going DOTS patients registered,TOTAL,536,525,11,361,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525,525,NA,350,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,11,11,0
