Indicator,S.No.,Parameters,Type,SubDistrict - _South - Total [(A+B) or (C+D)],SubDistrict - _South - Public [A],SubDistrict - _South - Private [B],SubDistrict - _South - Urban [C],SubDistrict - _South - Rural [D],SubDistrict - Autonomous - Total [(A+B) or (C+D)],SubDistrict - Autonomous - Public [A],SubDistrict - Autonomous - Private [B],SubDistrict - Autonomous - Urban [C],SubDistrict - Autonomous - Rural [D],SubDistrict - CGHS - Total [(A+B) or (C+D)],SubDistrict - CGHS - Public [A],SubDistrict - CGHS - Private [B],SubDistrict - CGHS - Urban [C],SubDistrict - CGHS - Rural [D],SubDistrict - Delhi Govt - Total [(A+B) or (C+D)],SubDistrict - Delhi Govt - Public [A],SubDistrict - Delhi Govt - Private [B],SubDistrict - Delhi Govt - Urban [C],SubDistrict - Delhi Govt - Rural [D],SubDistrict - ESI - Total [(A+B) or (C+D)],SubDistrict - ESI - Public [A],SubDistrict - ESI - Private [B],SubDistrict - ESI - Urban [C],SubDistrict - ESI - Rural [D],SubDistrict - IPP VIII-MCD - Total [(A+B) or (C+D)],SubDistrict - IPP VIII-MCD - Public [A],SubDistrict - IPP VIII-MCD - Private [B],SubDistrict - IPP VIII-MCD - Urban [C],SubDistrict - IPP VIII-MCD - Rural [D],SubDistrict - MCW Centres MCD - Total [(A+B) or (C+D)],SubDistrict - MCW Centres MCD - Public [A],SubDistrict - MCW Centres MCD - Private [B],SubDistrict - MCW Centres MCD - Urban [C],SubDistrict - MCW Centres MCD - Rural [D],SubDistrict - NGO - Total [(A+B) or (C+D)],SubDistrict - NGO - Public [A],SubDistrict - NGO - Private [B],SubDistrict - NGO - Urban [C],SubDistrict - NGO - Rural [D],SubDistrict - Private - Total [(A+B) or (C+D)],SubDistrict - Private - Public [A],SubDistrict - Private - Private [B],SubDistrict - Private - Urban [C],SubDistrict - Private - Rural [D]
M8 [Family Planning],8.12,Number of Combined Oral Pill cycles distributed,TOTAL,912,884,28,704,208,66,66,NA,NA,66,9,9,NA,9,NA,420,420,NA,318,102,12,12,NA,12,NA,79,79,NA,79,NA,298,298,NA,258,40,0,NA,0,0,NA,28,NA,28,28,0
M8 [Family Planning],8.13,Number of Condom pieces distributed,TOTAL,51324,51304,20,37104,14220,6700,6700,NA,NA,6700,1975,1975,NA,1975,NA,22936,22936,NA,18436,4500,1200,1200,NA,1200,NA,3065,3065,NA,3065,NA,15428,15428,NA,12408,3020,0,NA,0,0,NA,20,NA,20,20,0
M8 [Family Planning],8.14,Number of Centchroman (weekly) pill strips distributed,TOTAL,310,310,0,277,33,0,0,NA,NA,0,2,2,NA,2,NA,195,195,NA,183,12,1,1,NA,1,NA,40,40,NA,40,NA,72,72,NA,51,21,0,NA,0,0,NA,0,NA,0,0,0
M8 [Family Planning],8.15,Number of Emergency Contraceptive Pills (ECP) given,TOTAL,193,191,2,178,15,0,0,NA,NA,0,0,0,NA,0,NA,112,112,NA,102,10,0,0,NA,0,NA,14,14,NA,14,NA,65,65,NA,60,5,0,NA,0,0,NA,2,NA,2,2,0
M8 [Family Planning],8.16,Number of Pregnancy Test Kits (PTK) used,TOTAL,1440,1364,76,1355,85,0,0,NA,NA,0,NA,NA,NA,NA,NA,739,739,NA,739,NA,6,6,NA,6,NA,95,95,NA,95,NA,524,524,NA,439,85,0,NA,0,0,NA,76,NA,76,76,0
M8 [Family Planning],8.17.1,Complications following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M8 [Family Planning],8.17.2,Complications following female sterilization,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M8 [Family Planning],8.17.3,Failures following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M8 [Family Planning],8.17.4,Failures following female sterilization,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M8 [Family Planning],8.17.5,Deaths following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M8 [Family Planning],8.17.6,Deaths following female sterilization,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M9 [CHILD IMMUNISATION],9.1.1,Child immunisation - Vitamin K1 (Birth Dose),TOTAL,1035,684,351,351,684,241,241,NA,NA,241,NA,NA,NA,NA,NA,443,443,NA,NA,443,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,2,NA,2,2,NA,349,NA,349,349,0
M9 [CHILD IMMUNISATION],9.1.2,Child immunisation - BCG,TOTAL,1345,870,475,466,879,248,248,NA,NA,248,NA,NA,NA,NA,NA,502,502,NA,49,453,0,0,NA,0,NA,25,25,NA,25,NA,95,95,NA,42,53,5,NA,5,5,NA,470,NA,470,345,125
M9 [CHILD IMMUNISATION],9.1.3,Child immunisation - DPT1,TOTAL,102,7,95,93,9,0,0,NA,NA,0,2,2,NA,2,NA,3,3,NA,3,0,1,1,NA,1,NA,0,0,NA,0,NA,1,1,NA,1,0,0,NA,0,0,NA,95,NA,95,86,9
M9 [CHILD IMMUNISATION],9.1.4,Child immunisation - DPT2,TOTAL,50,6,44,46,4,0,0,NA,NA,0,2,2,NA,2,NA,4,4,NA,4,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,0,NA,0,0,NA,44,NA,44,40,4
M9 [CHILD IMMUNISATION],9.1.5,Child immunisation - DPT3,TOTAL,41,2,39,41,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,1,1,NA,1,0,1,1,NA,1,NA,0,0,NA,0,NA,0,0,NA,0,0,0,NA,0,0,NA,39,NA,39,39,0
M9 [CHILD IMMUNISATION],9.1.6,Child immunisation - Pentavalent 1,TOTAL,1759,1649,110,1235,524,151,151,NA,NA,151,25,25,NA,25,NA,801,801,NA,656,145,4,4,NA,4,NA,92,92,NA,92,NA,576,576,NA,369,207,0,NA,0,0,NA,110,NA,110,89,21
M9 [CHILD IMMUNISATION],9.1.7,Child immunisation - Pentavalent 2,TOTAL,1447,1368,79,1078,369,96,96,NA,NA,96,18,18,NA,18,NA,704,704,NA,602,102,3,3,NA,3,NA,82,82,NA,82,NA,465,465,NA,319,146,1,NA,1,1,NA,78,NA,78,53,25
M9 [CHILD IMMUNISATION],9.1.8,Child immunisation - Pentavalent 3,TOTAL,1258,1178,80,998,260,48,48,NA,NA,48,18,18,NA,18,NA,613,613,NA,545,68,2,2,NA,2,NA,55,55,NA,55,NA,442,442,NA,324,118,0,NA,0,0,NA,80,NA,80,54,26
M9 [CHILD IMMUNISATION],9.1.9,Child immunisation - OPV 0 (Birth Dose),TOTAL,1226,746,480,390,836,245,245,NA,NA,245,NA,NA,NA,NA,NA,448,448,NA,7,441,0,0,NA,0,NA,17,17,NA,17,NA,36,36,NA,10,26,1,NA,1,1,NA,479,NA,479,355,124
M9 [CHILD IMMUNISATION],9.1.10,Child immunisation - OPV1,TOTAL,1715,1650,65,1203,512,151,151,NA,NA,151,25,25,NA,25,NA,802,802,NA,657,145,4,4,NA,4,NA,92,92,NA,92,NA,576,576,NA,369,207,0,NA,0,0,NA,65,NA,65,56,9
M9 [CHILD IMMUNISATION],9.1.11,Child immunisation - OPV2,TOTAL,1425,1371,54,1077,348,96,96,NA,NA,96,18,18,NA,18,NA,706,706,NA,604,102,4,4,NA,4,NA,82,82,NA,82,NA,465,465,NA,319,146,1,NA,1,1,NA,53,NA,53,49,4
M9 [CHILD IMMUNISATION],9.1.12,Child immunisation - OPV3,TOTAL,1232,1183,49,998,234,48,48,NA,NA,48,18,18,NA,18,NA,614,614,NA,546,68,6,6,NA,6,NA,55,55,NA,55,NA,442,442,NA,324,118,0,NA,0,0,NA,49,NA,49,49,0
M9 [CHILD IMMUNISATION],9.1.13,Child immunisation - Hepatitis-B0 (Birth Dose),TOTAL,1195,752,443,338,857,283,283,NA,NA,283,NA,NA,NA,NA,NA,436,436,NA,6,430,0,0,NA,0,NA,9,9,NA,9,NA,24,24,NA,4,20,1,NA,1,1,NA,442,NA,442,318,124
M9 [CHILD IMMUNISATION],9.1.14,Child immunisation - Hepatitis-B1,TOTAL,66,1,65,65,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,0,NA,0,0,NA,65,NA,65,65,0
M9 [CHILD IMMUNISATION],9.1.15,Child immunisation - Hepatitis-B2,TOTAL,36,0,36,36,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,0,NA,0,0,NA,36,NA,36,36,0
M9 [CHILD IMMUNISATION],9.1.16,Child immunisation - Hepatitis-B3,TOTAL,29,0,29,29,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,0,NA,0,0,NA,29,NA,29,29,0
M9 [CHILD IMMUNISATION],9.1.17,Child immunisation - Inactivated Polio Vaccine 1 (IPV 1),TOTAL,1696,1634,62,1173,523,150,150,NA,NA,150,13,13,NA,13,NA,800,800,NA,655,145,4,4,NA,4,NA,92,92,NA,92,NA,575,575,NA,368,207,0,NA,0,0,NA,62,NA,62,41,21
M9 [CHILD IMMUNISATION],9.1.18,Child immunisation - Inactivated Polio Vaccine 2 (IPV 2),TOTAL,1236,1165,71,977,259,48,48,NA,NA,48,10,10,NA,10,NA,608,608,NA,540,68,4,4,NA,4,NA,55,55,NA,55,NA,440,440,NA,322,118,0,NA,0,0,NA,71,NA,71,46,25
M9 [CHILD IMMUNISATION],9.1.19,Child immunisation - Rotavirus 1,TOTAL,1544,1426,118,1140,404,0,0,NA,NA,0,9,9,NA,9,NA,767,767,NA,622,145,0,0,NA,0,NA,92,92,NA,92,NA,558,558,NA,351,207,0,NA,0,0,NA,118,NA,118,66,52
M9 [CHILD IMMUNISATION],9.1.20,Child immunisation - Rotavirus 2,TOTAL,1084,1017,67,827,257,0,0,NA,NA,0,4,4,NA,4,NA,560,560,NA,473,87,0,0,NA,0,NA,45,45,NA,45,NA,408,408,NA,262,146,0,NA,0,0,NA,67,NA,67,43,24
M9 [CHILD IMMUNISATION],9.1.21,Child immunisation - Rotavirus 3,TOTAL,488,434,54,382,106,0,0,NA,NA,0,2,2,NA,2,NA,243,243,NA,204,39,0,0,NA,0,NA,12,12,NA,12,NA,177,177,NA,124,53,0,NA,0,0,NA,54,NA,54,40,14
M9 [CHILD IMMUNISATION],9.2.1,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,1478,1434,44,1127,351,86,86,NA,NA,86,14,14,NA,14,NA,738,738,NA,642,96,16,16,NA,16,NA,41,41,NA,41,NA,539,539,NA,370,169,0,NA,0,0,NA,44,NA,44,44,0
M9 [CHILD IMMUNISATION],9.2.2,Child immunisation (9-11months) - Measles 1st dose,TOTAL,14,0,14,14,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,0,NA,14,NA,14,14,0
M9 [CHILD IMMUNISATION],9.2.3,Child immunisation (9-11months) - JE 1st dose,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M9 [CHILD IMMUNISATION],9.2.4.a,Children aged between 9 and 11 months fully immunized- Male,TOTAL,722,700,22,568,154,10,10,NA,NA,10,8,8,NA,8,NA,376,376,NA,322,54,5,5,NA,5,NA,17,17,NA,17,NA,284,284,NA,194,90,NA,NA,NA,NA,NA,22,NA,22,22,0
M9 [CHILD IMMUNISATION],9.2.4.b,Children aged between 9 and 11 months fully immunized - Female,TOTAL,665,648,17,536,129,8,8,NA,NA,8,6,6,NA,6,NA,349,349,NA,307,42,7,7,NA,7,NA,24,24,NA,24,NA,254,254,NA,175,79,0,NA,0,0,NA,17,NA,17,17,0
M9 [CHILD IMMUNISATION],9.3.1,Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,45,44,1,40,5,0,0,NA,NA,0,17,17,NA,17,NA,18,18,NA,14,4,NA,NA,NA,NA,NA,1,1,NA,1,NA,8,8,NA,7,1,0,NA,0,0,NA,1,NA,1,1,0
M9 [CHILD IMMUNISATION],9.3.2,Child immunisation - Measles-1st dose,TOTAL,12,11,1,12,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,11,11,NA,11,NA,0,NA,0,0,NA,1,NA,1,1,0
M9 [CHILD IMMUNISATION],9.3.3,Child immunisation - JE 1st dose,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M9 [CHILD IMMUNISATION],9.4.1,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,1040,1036,4,807,233,47,47,NA,NA,47,13,13,NA,13,NA,519,519,NA,464,55,0,0,NA,0,NA,63,63,NA,63,NA,394,394,NA,263,131,0,NA,0,0,NA,4,NA,4,4,0
M9 [CHILD IMMUNISATION],9.4.2,Child immunisation - Measles 2nd dose (More than 16 months),TOTAL,5,0,5,5,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,0,NA,5,NA,5,5,0
M9 [CHILD IMMUNISATION],9.4.3,Child immunisation - DPT 1st Booster,TOTAL,1129,1065,64,889,240,43,43,NA,NA,43,25,25,NA,25,NA,535,535,NA,483,52,5,5,NA,5,NA,64,64,NA,64,NA,393,393,NA,264,129,0,NA,0,0,NA,64,NA,64,48,16
M9 [CHILD IMMUNISATION],9.4.4,Child immunisation - OPV Booster,TOTAL,1175,1117,58,890,285,88,88,NA,NA,88,23,23,NA,23,NA,536,536,NA,484,52,10,10,NA,10,NA,64,64,NA,64,NA,396,396,NA,267,129,0,NA,0,0,NA,58,NA,58,42,16
M9 [CHILD IMMUNISATION],9.4.5,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",TOTAL,144,17,127,79,65,0,0,NA,NA,0,0,0,NA,0,NA,17,17,NA,17,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,0,0,NA,0,0,NA,127,NA,127,62,65
M9 [CHILD IMMUNISATION],9.4.6,Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M9 [CHILD IMMUNISATION],9.5.1,Child immunisation - Typhoid,TOTAL,145,10,135,74,71,10,10,NA,NA,10,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,0,0,NA,0,0,NA,135,NA,135,74,61
M9 [CHILD IMMUNISATION],9.5.2,Children more than 5 years received DPT5 (2nd Booster),TOTAL,951,900,51,742,209,57,57,NA,NA,57,17,17,NA,17,NA,402,402,NA,356,46,0,0,NA,0,NA,39,39,NA,39,NA,385,385,NA,292,93,0,NA,0,0,NA,51,NA,51,38,13
M9 [CHILD IMMUNISATION],9.5.3,Children more than 10 years received TT10,TOTAL,50,28,22,50,0,NA,NA,NA,NA,NA,2,2,NA,2,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,26,26,NA,26,0,0,NA,0,0,NA,22,NA,22,22,0
M9 [CHILD IMMUNISATION],9.5.4,Children more than 16 years received TT16,TOTAL,14,1,13,14,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,1,1,NA,1,0,0,NA,0,0,NA,13,NA,13,13,0
M9 [CHILD IMMUNISATION],9.6.1,Number of cases of AEFI - Abscess,TOTAL,1,1,0,0,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,1,1,NA,0,1,0,NA,0,0,NA,0,NA,0,0,0
M9 [CHILD IMMUNISATION],9.6.2,Number of cases of AEFI - Death,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0
M9 [CHILD IMMUNISATION],9.6.3,Number of cases of AEFI - Others,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0
M9 [CHILD IMMUNISATION],9.7.1,Immunisation sessions planned,TOTAL,532,510,22,472,60,9,9,NA,NA,9,23,23,NA,23,NA,251,251,NA,220,31,4,4,NA,4,NA,35,35,NA,35,NA,188,188,NA,168,20,0,NA,0,0,NA,22,NA,22,22,0
M9 [CHILD IMMUNISATION],9.7.2,Immunisation sessions held,TOTAL,518,497,21,458,60,9,9,NA,NA,9,21,21,NA,21,NA,248,248,NA,217,31,4,4,NA,4,NA,35,35,NA,35,NA,180,180,NA,160,20,0,NA,0,0,NA,21,NA,21,21,0
M9 [CHILD IMMUNISATION],9.7.3,Number of Immunisation sessions where ASHAs were present,TOTAL,339,339,0,324,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,193,NA,193,NA,NA,NA,NA,NA,NA,20,20,NA,20,NA,126,126,NA,111,15,0,NA,0,0,NA,0,NA,0,0,0
M9 [CHILD IMMUNISATION],9.8.1,Child immunisation - Vitamin A Dose - 1,TOTAL,9,0,9,9,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,0,NA,0,0,NA,9,NA,9,9,0
M9 [CHILD IMMUNISATION],9.8.2,Child immunisation - Vitamin A Dose - 5,TOTAL,2,0,2,2,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,0,NA,0,0,NA,2,NA,2,2,0
M9 [CHILD IMMUNISATION],9.8.3,Child immunisation - Vitamin A Dose - 9,TOTAL,3,0,3,3,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,0,NA,0,0,NA,3,NA,3,3,0
M9 [CHILD IMMUNISATION],9.9,Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,NA
M9 [CHILD IMMUNISATION],9.1,Number of children (12-59 months) provided Albendazole,TOTAL,442,442,0,97,345,11,11,NA,NA,11,NA,NA,NA,NA,NA,59,59,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372,372,NA,38,334,0,NA,0,0,NA,0,NA,0,0,NA
M9 [CHILD IMMUNISATION],9.11,Number of severely underweight children provided Health Checkup (0-5 yrs),TOTAL,257,257,0,0,257,4,4,NA,NA,4,NA,NA,NA,NA,NA,250,250,NA,0,250,0,0,NA,0,NA,NA,NA,NA,NA,NA,3,3,NA,0,3,0,NA,0,0,NA,0,NA,0,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.1,Childhood Diseases - Pneumonia,TOTAL,145,64,81,76,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,51,NA,0,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,NA,NA,13,3,NA,3,3,NA,78,NA,78,73,5
M10 [Number of cases of Childhood Diseases (0-5 years)],10.2,Childhood Diseases - Asthma,TOTAL,43,10,33,33,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,NA,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,33,NA,33,33,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.3,Childhood Diseases - Sepsis,TOTAL,11,9,2,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,NA,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,2,NA,2,1,1
M10 [Number of cases of Childhood Diseases (0-5 years)],10.4,Childhood Diseases - Diphtheria,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.5,Childhood Diseases - Pertussis,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.6,Childhood Diseases - Tetanus Neonatorum,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.7,Childhood Diseases - Tuberculosis (TB),TOTAL,6,5,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,1,1,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.8,Childhood Diseases - Acute Flaccid Paralysis(AFP),TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.9,Childhood Diseases - Measles,TOTAL,2,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,0,NA,0,0,NA,0,NA,0,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.1,Childhood Diseases - Malaria,TOTAL,3,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,2,NA,2,2,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.11,Childhood Diseases - Diarrhoea,TOTAL,598,466,132,189,409,6,6,NA,NA,6,NA,NA,NA,NA,NA,244,244,NA,69,175,NA,NA,NA,NA,NA,0,0,NA,0,NA,216,216,NA,0,216,4,NA,4,4,NA,128,NA,128,116,12
M10 [Number of cases of Childhood Diseases (0-5 years)],10.12,Childhood Diseases - Diarrhoea treated in Inpatients,TOTAL,55,18,37,26,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,18,NA,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,37,NA,37,26,11
M10 [Number of cases of Childhood Diseases (0-5 years)],10.13,Children admitted with upper respiratory infections,TOTAL,27,1,26,22,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,26,NA,26,22,4
M10 [Number of cases of Childhood Diseases (0-5 years)],10.14,Childhood Diseases - Severe Acute Malnutrition (SAM),TOTAL,4,3,1,1,3,3,3,NA,NA,3,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,1,NA,1,1,0
M11 [NVBDCP],11.1.1.a,Total Blood Smears Examined for Malaria,TOTAL,1612,440,1172,436,1176,6,6,NA,NA,6,NA,NA,NA,NA,NA,434,434,NA,NA,434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,73,73,NA,1099,NA,1099,363,736
M11 [NVBDCP],11.1.1.b,Malaria (Microscopy Tests ) - Plasmodium Vivax test positive,TOTAL,25,18,7,4,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,18,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,7,NA,7,4,3
M11 [NVBDCP],11.1.1.c,Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M11 [NVBDCP],11.1.2.a,RDT conducted for Malaria,TOTAL,786,375,411,338,448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,375,NA,NA,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,30,NA,30,30,NA,381,NA,381,308,73
M11 [NVBDCP],11.1.2.b,Malaria (RDT) - Plasmodium Vivax test positive,TOTAL,2,0,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,2,NA,2,2,0
M11 [NVBDCP],11.1.2.c,Malaria (RDT) - Plamodium Falciparum test positive,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
