"State_Name","District","Sub-District","Financial_Year","Month","Indicator_Code","Indicator_Name","Code_And_Section","Reported_Value_for_Public_Facility","Reported_Value_for_Private_Facility","Reported_Value_for_Rural","Reported_Value_for_Urban"
"Delhi","South","Private","2019-2020","January","11.1.1.a","Total Blood Smears Examined for Malaria","M11 [NVBDCP]","NA","291","187","104"
"Delhi","South","Private","2019-2020","January","13.2","Number of DOTS cases completed successfully","M13 [Directly Observed Treatment, Short-course (DOTS)]","NA","0","NA","0"
"Delhi","South","Autonomous","2019-2020","January","1.4.1","Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs","M1 [Ante Natal Care (ANC)]","216","NA","216","NA"
"Delhi","South","Autonomous","2019-2020","January","8.1.1","Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted","M8 [Family Planning]","0","NA","0","NA"
"Delhi","South","Autonomous","2019-2020","January","8.10","Injectable Contraceptive-Antara Program- Third Dose","M8 [Family Planning]","0","NA","0","NA"
"Delhi","South","Autonomous","2019-2020","January","9.1.13","Child immunisation - Hepatitis-B0 (Birth Dose)","M9 [CHILD IMMUNISATION]","227","NA","227","NA"
"Delhi","South","Autonomous","2019-2020","January","10.10","Childhood Diseases - Malaria","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Delhi","South","Autonomous","2019-2020","January","14.4.5","Inpatient - Tuberculosis","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","South","Autonomous","2019-2020","January","14.7","Number of deaths occurring at Emergency Department","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","South","Autonomous","2019-2020","January","15.4.1","Widal tests - Number Tested","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Delhi","South","Autonomous","2019-2020","January","15.5.1","Radiology - X-ray","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Delhi","South","Autonomous","2019-2020","January","16.1","Infant deaths within 24 hrs(1 to 23 Hrs) of birth","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","South","Autonomous","2019-2020","January","16.7.6","Number of Adolscent / Adult deaths due to Heart disease/Hypertension related","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","8.1.1","Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted","M8 [Family Planning]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","9.1.6","Child immunisation - Pentavalent 1","M9 [CHILD IMMUNISATION]","33","NA","NA","33"
"Delhi","South","CGHS","2019-2020","January","10.7","Childhood Diseases - Tuberculosis (TB)","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","16.1","Infant deaths within 24 hrs(1 to 23 Hrs) of birth","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","8.15","Number of Emergency Contraceptive Pills (ECP) given","M8 [Family Planning]","0","NA","NA","0"
"Delhi","South","NGO","2019-2020","January","16.7.9","Number of Adolscent / Adult deaths due to Accidents/Burn cases","M16 [Details of deaths reported with probable causes:]","NA","0","NA","0"
"Delhi","South","Private","2019-2020","January","6.1","Women receiving 1st post partum checkup within 48 hours of home delivery","M6 [Post Natal Care (PNC)]","NA","0","NA","0"
"Delhi","South","Private","2019-2020","January","9.1.16","Child immunisation - Hepatitis-B3","M9 [CHILD IMMUNISATION]","NA","40","3","37"
"Delhi","South","Private","2019-2020","January","14.4.8","Inpatient - Hepatitis","M14 [Patient Services]","NA","28","21","7"
"Delhi","South","Autonomous","2019-2020","January","1.6.2.e","Number of babies treated for congenital Syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Delhi","South","Autonomous","2019-2020","January","4.4.3","Number of Newborns breast fed within 1 hour of birth ","M4 [Pregnancy outcome & details of new-born]","200","NA","200","NA"
"Delhi","South","Autonomous","2019-2020","January","8.11","Injectable Contraceptive-Antara Program- Fourth or more than fourth","M8 [Family Planning]","0","NA","0","NA"
"Delhi","South","Autonomous","2019-2020","January","9.7.3","Number of Immunisation sessions where ASHAs were present","M9 [CHILD IMMUNISATION]","0","NA","0","NA"
"Delhi","South","Autonomous","2019-2020","January","11.1.2.b","Malaria (RDT) - Plasmodium Vivax test positive","M11 [NVBDCP]","NA","NA","NA","NA"
"Delhi","South","Autonomous","2019-2020","January","12.1.3.b","Out of registered, Boys received counselling","M12 [Adolscent Health]","NA","NA","NA","NA"
"Delhi","South","Autonomous","2019-2020","January","14.12.2","Special Newborn Care Unit (SNCU Admissions) - Inborn Female","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","South","Autonomous","2019-2020","January","16.8.4","Number of Deaths due to Dengue","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","1.2.5","Number of PW given 360 Calcium tablets","M1 [Ante Natal Care (ANC)]","1","NA","NA","1"
"Delhi","South","CGHS","2019-2020","January","8.17.4","Failures following female sterilization","M8 [Family Planning]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","8.17.6","Deaths following female sterilization","M8 [Family Planning]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","9.1.16","Child immunisation - Hepatitis-B3","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","9.3.2","Child immunisation - Measles-1st dose","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","11.1.1.b","Malaria (Microscopy Tests ) - Plasmodium Vivax test positive","M11 [NVBDCP]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","12.1.2.a","Out of registered, Girls received clinical services","M12 [Adolscent Health]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","14.8.6","Number of blood units issued","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","14.11","Number of Admission in NBSU ( New Born Stabilisation Unit)","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","15.3.1.a","Male HIV - Number Tested","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","15.5.2","Radiology - Ultrasonography (USG)","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Delhi","South","Delhi Govt","2019-2020","January","1.3.1.a","Out of the new cases of PW with hypertension detected, cases managed at institution","M1 [Ante Natal Care (ANC)]","148","NA","148","0"
"Delhi","South","Delhi Govt","2019-2020","January","1.6.2.c","Number of syphilis positive pregnant women treated for Syphilis","M1 [Ante Natal Care (ANC)]","0","NA","0","0"
"Delhi","South","Delhi Govt","2019-2020","January","7.2.1","RTI/STI for which treatment initiated - Male","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","9","NA","NA","9"
"Delhi","South","Delhi Govt","2019-2020","January","10.5","Childhood Diseases - Pertussis","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","NA","0","0"
"Delhi","South","Delhi Govt","2019-2020","January","11.3.1","Dengue - RDT Test Positive","M11 [NVBDCP]","0","NA","0","NA"
"Delhi","South","Delhi Govt","2019-2020","January","14.4.5","Inpatient - Tuberculosis","M14 [Patient Services]","1","NA","1","NA"
"Delhi","South","Delhi Govt","2019-2020","January","14.8.2","Out of Operation major, Gynecology- Hysterectomy surgeries","M14 [Patient Services]","113","NA","113","NA"
"Delhi","South","Delhi Govt","2019-2020","January","14.14.2","Number of children discharged with target weight gain from the NRCs","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","South","Delhi Govt","2019-2020","January","14.17","Stock out rate of essential Drugs","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","South","Delhi Govt","2019-2020","January","10.14","Childhood Diseases - Severe Acute Malnutrition (SAM)","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","NA","0","0"
"Delhi","South","ESI","2019-2020","January","1.2.3","Number of PW given TT Booster","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Delhi","South","ESI","2019-2020","January","1.6.2.e","Number of babies treated for congenital Syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Delhi","South","ESI","2019-2020","January","8.3","Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD)","M8 [Family Planning]","NA","NA","NA","NA"
"Delhi","South","ESI","2019-2020","January","8.8","Injectable Contraceptive-Antara Program- First Dose","M8 [Family Planning]","3","NA","NA","3"
"Delhi","South","ESI","2019-2020","January","9.8.3","Child immunisation - Vitamin A Dose - 9","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","9.7.1","Immunisation sessions planned","M9 [CHILD IMMUNISATION]","30","NA","NA","30"
"Delhi","South","CGHS","2019-2020","January","14.3.1.b","Inpatient (Male)- Adults","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","14.9.1","Inpatient Deaths - Male","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","14.15","Number of Rogi Kalyan Samiti (RKS) meetings held","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","16.4.4","Number of Child Deaths (1 -5 years) due to Measles","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","16.7.10","Number of Adolscent / Adult deaths due to Suicide","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","South","Delhi Govt","2019-2020","January","1.6.2.b","Number of pregnant women tested found sero positive for Syphilis","M1 [Ante Natal Care (ANC)]","0","NA","0","0"
"Delhi","South","Delhi Govt","2019-2020","January","8.17.2","Complications following female sterilization","M8 [Family Planning]","0","NA","0","NA"
"Delhi","South","Delhi Govt","2019-2020","January","14.6.7","Emergency - CVA ( Cerebovascular Disease)","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","South","ESI","2019-2020","January","8.10","Injectable Contraceptive-Antara Program- Third Dose","M8 [Family Planning]","0","NA","NA","0"
"Delhi","South","ESI","2019-2020","January","9.1.12","Child immunisation - OPV3","M9 [CHILD IMMUNISATION]","8","NA","NA","8"
"Delhi","South","ESI","2019-2020","January","9.1.18","Child immunisation - Inactivated Polio Vaccine 2 (IPV 2)","M9 [CHILD IMMUNISATION]","5","NA","NA","5"
"Delhi","South","IPP VIII-MCD","2019-2020","January","1.2.4","Number of PW given 180 Iron Folic Acid (IFA) tablets","M1 [Ante Natal Care (ANC)]","50","NA","NA","50"
"Delhi","South","IPP VIII-MCD","2019-2020","January","8.17.1","Complications following male sterilization","M8 [Family Planning]","0","NA","NA","0"
"Delhi","South","IPP VIII-MCD","2019-2020","January","14.1.5","Outpatient - Mental illness","M14 [Patient Services]","0","NA","NA","0"
"Delhi","South","MCW Centres MCD","2019-2020","January","6.2","Women receiving 1st post partum checkup between 48 hours and 14 days","M6 [Post Natal Care (PNC)]","5","NA","NA","5"
"Delhi","South","MCW Centres MCD","2019-2020","January","8.9","Injectable Contraceptive-Antara Program- Second Dose","M8 [Family Planning]","10","NA","7","3"
"Delhi","South","MCW Centres MCD","2019-2020","January","8.17.5","Deaths following male sterilization","M8 [Family Planning]","NA","NA","NA","NA"
"Delhi","South","MCW Centres MCD","2019-2020","January","9.1.3","Child immunisation - DPT1","M9 [CHILD IMMUNISATION]","1","NA","1","0"
"Delhi","South","MCW Centres MCD","2019-2020","January","10.5","Childhood Diseases - Pertussis","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Delhi","South","MCW Centres MCD","2019-2020","January","13.2","Number of DOTS cases completed successfully","M13 [Directly Observed Treatment, Short-course (DOTS)]","NA","NA","NA","NA"
"Delhi","South","MCW Centres MCD","2019-2020","January","14.4.1","Inpatient - Malaria","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","South","MCW Centres MCD","2019-2020","January","16.5.5","Number of Maternal Deaths due to Severe hypertesnion/fits","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","South","MCW Centres MCD","2019-2020","January","15.3.4.d","Number of Female (Non ANC) STI/RTI attendees found sero Positive for syphilis","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Delhi","South","NGO","2019-2020","January","1.5.3","Number of PW given insulin out of total tested positive for GDM","M1 [Ante Natal Care (ANC)]","NA","0","NA","0"
"Delhi","South","NGO","2019-2020","January","9.1.4","Child immunisation - DPT2","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Delhi","South","NGO","2019-2020","January","9.1.17","Child immunisation - Inactivated Polio Vaccine 1 (IPV 1)","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Delhi","South","NGO","2019-2020","January","9.4.2","Child immunisation - Measles 2nd dose (More than 16 months)","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Delhi","South","NGO","2019-2020","January","9.5.2","Children more than 5 years received DPT5 (2nd Booster)","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Delhi","South","NGO","2019-2020","January","10.12","Childhood Diseases - Diarrhoea treated in Inpatients","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","0","NA","0"
"Delhi","South","NGO","2019-2020","January","11.1.2.a","RDT conducted for Malaria","M11 [NVBDCP]","NA","9","NA","9"
"Delhi","South","NGO","2019-2020","January","12.1.2.b","Out of registered, Boys received clinical services","M12 [Adolscent Health]","NA","NA","NA","NA"
"Delhi","South","NGO","2019-2020","January","14.1.2","Outpatient - Hypertension","M14 [Patient Services]","NA","157","NA","157"
"Delhi","South","NGO","2019-2020","January","14.12.3","Outborn – Male","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","South","NGO","2019-2020","January","16.7.2","Number of Adolscent / Adult deaths due to Tuberculosis","M16 [Details of deaths reported with probable causes:]","NA","0","NA","0"
"Delhi","South","Private","2019-2020","January","14.1.3","Outpatient - Stroke (Paralysis)","M14 [Patient Services]","NA","216","206","10"
"Delhi","South","Private","2019-2020","January","14.4.7","Inpatient - Diarrhea with dehydration","M14 [Patient Services]","NA","145","77","68"
"Delhi","South","Private","2019-2020","January","16.3.2","Number of Infant Deaths (1 -12 months) due to Diarrhoea","M16 [Details of deaths reported with probable causes:]","NA","0","NA","0"
"Delhi","South","Private","2019-2020","January","4.1.2","Number of Pre term newborns ( < 37 weeks of pregnancy)","M4 [Pregnancy outcome & details of new-born]","NA","34","17","17"
"Delhi","South","Private","2019-2020","January","9.3.3","Child immunisation - JE 1st dose","M9 [CHILD IMMUNISATION]","NA","1","NA","1"
"Delhi","South","Private","2019-2020","January","10.5","Childhood Diseases - Pertussis","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","0","0","0"
"Delhi","South","Private","2019-2020","January","14.6.3","Emergency - Obstetrics complications","M14 [Patient Services]","NA","3","2","1"
"Delhi","South","Private","2019-2020","January","14.14.2","Number of children discharged with target weight gain from the NRCs","M14 [Patient Services]","NA","0","NA","0"
"Delhi","South","Private","2019-2020","January","14.15","Number of Rogi Kalyan Samiti (RKS) meetings held","M14 [Patient Services]","NA","0","NA","0"
"Delhi","South","Private","2019-2020","January","8.15","Number of Emergency Contraceptive Pills (ECP) given","M8 [Family Planning]","NA","4","NA","4"
"Delhi","South","Autonomous","2019-2020","January","9.2.3","Child immunisation (9-11months) - JE 1st dose","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Delhi","South","Autonomous","2019-2020","January","16.3.5","Number of Infant Deaths (1 -12 months) due to Others","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","South","Autonomous","2019-2020","January","8.2.4","Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted","M8 [Family Planning]","13","NA","13","NA"
"Delhi","South","CGHS","2019-2020","January","1.1.1","Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)","M1 [Ante Natal Care (ANC)]","5","NA","NA","5"
"Delhi","South","CGHS","2019-2020","January","1.6.2.a","Number of pregnant women tested  for Syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","8.3","Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD)","M8 [Family Planning]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","9.7.3","Number of Immunisation sessions where ASHAs were present","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","11.1.1.c","Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive","M11 [NVBDCP]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","12.1.1.a","Girls registered in AFHC","M12 [Adolscent Health]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","14.14.1","Number of children admitted in NRC","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","16.3.5","Number of Infant Deaths (1 -12 months) due to Others","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","10.13","Children admitted with upper respiratory infections","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","15.3.4.d","Number of Female (Non ANC) STI/RTI attendees found sero Positive for syphilis","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Delhi","South","Delhi Govt","2019-2020","January","2.2.2","Number of newborns received 6 HBNC  visits after Institutional Delivery","M2 [Deliveries]","457","NA","NA","457"
"Delhi","South","Delhi Govt","2019-2020","January","11.2.3","Post-kala-azar dermal leishmaniasis (PKDL) cases","M11 [NVBDCP]","NA","NA","NA","NA"
"Delhi","South","Delhi Govt","2019-2020","January","14.4.8","Inpatient - Hepatitis","M14 [Patient Services]","0","NA","0","NA"
"Delhi","South","Delhi Govt","2019-2020","January","14.8.3","Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.","M14 [Patient Services]","75","NA","75","NA"
"Delhi","South","Delhi Govt","2019-2020","January","16.7.4","Number of Adolscent / Adult deaths due to Other Fever Related","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","South","Delhi Govt","2019-2020","January","16.7.8","Number of Adolscent / Adult deaths due to Neurological disease including strokes","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","South","ESI","2019-2020","January","9.5.3","Children more than 10 years received TT10","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Delhi","South","ESI","2019-2020","January","10.1","Childhood Diseases - Pneumonia","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Delhi","South","ESI","2019-2020","January","14.14.1","Number of children admitted in NRC","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","South","ESI","2019-2020","January","14.19","Total number of blood units issued in year","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","South","ESI","2019-2020","January","15.3.1.b","Male HIV - Number Positive","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Delhi","South","ESI","2019-2020","January","16.4.3","Number of Child Deaths (1 -5 years) due to Fever related","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","South","IPP VIII-MCD","2019-2020","January","1.2.3","Number of PW given TT Booster","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Delhi","South","IPP VIII-MCD","2019-2020","January","1.6.1.a","Number of PW tested using POC test for Syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Delhi","South","IPP VIII-MCD","2019-2020","January","4.3.1.a","MTP up to 12 weeks of pregnancy","M4 [Pregnancy outcome & details of new-born]","0","NA","NA","0"
"Delhi","South","IPP VIII-MCD","2019-2020","January","5.1","Number of cases of pregnant women with Obstetric Complications attended (Antepartum haemorrhage (APH), Post-Partum Hemorrhage (PPH), Sepsis, Eclampsia and others)","M5 [Complicated Pregnancies]","0","NA","NA","0"
"Delhi","South","Private","2019-2020","January","8.11","Injectable Contraceptive-Antara Program- Fourth or more than fourth","M8 [Family Planning]","NA","0","NA","0"
"Delhi","South","Private","2019-2020","January","11.1.2.b","Malaria (RDT) - Plasmodium Vivax test positive","M11 [NVBDCP]","NA","0","0","0"
"Delhi","South","Private","2019-2020","January","14.12.1","Special Newborn Care Unit (SNCU Admissions) - Inborn Male","M14 [Patient Services]","NA","4","NA","4"
"Delhi","South","Autonomous","2019-2020","January","1.2.2","Number of PW given TT2","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Delhi","South","Autonomous","2019-2020","January","1.2.3","Number of PW given TT Booster","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Delhi","South","Autonomous","2019-2020","January","9.1.19","Child immunisation - Rotavirus 1","M9 [CHILD IMMUNISATION]","98","NA","98","NA"
"Delhi","South","CGHS","2019-2020","January","8.17.2","Complications following female sterilization","M8 [Family Planning]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","9.4.4","Child immunisation - OPV Booster","M9 [CHILD IMMUNISATION]","37","NA","NA","37"
"Delhi","South","CGHS","2019-2020","January","14.6.2","Emergency - Burn","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","16.7.4","Number of Adolscent / Adult deaths due to Other Fever Related","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","16.7.9","Number of Adolscent / Adult deaths due to Accidents/Burn cases","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","South","Delhi Govt","2019-2020","January","1.3.1","New cases of PW with hypertension detected","M1 [Ante Natal Care (ANC)]","167","NA","148","19"
"Delhi","South","Delhi Govt","2019-2020","January","7.2.2","RTI/STI for which treatment initiated -Female","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","91","NA","NA","91"
"Delhi","South","Delhi Govt","2019-2020","January","9.1.17","Child immunisation - Inactivated Polio Vaccine 1 (IPV 1)","M9 [CHILD IMMUNISATION]","959","NA","190","769"
"Delhi","South","Delhi Govt","2019-2020","January","9.2.4.a","Children aged between 9 and 11 months fully immunized- Male","M9 [CHILD IMMUNISATION]","373","NA","46","327"
"Delhi","South","Delhi Govt","2019-2020","January","11.2.2","Kala Azar Positive Cases","M11 [NVBDCP]","NA","NA","NA","NA"
"Delhi","South","ESI","2019-2020","January","1.2.5","Number of PW given 360 Calcium tablets","M1 [Ante Natal Care (ANC)]","10","NA","NA","10"
"Delhi","South","ESI","2019-2020","January","1.4.3","Number of PW having Hb level<7 (tested cases)","M1 [Ante Natal Care (ANC)]","0","NA","NA","0"
"Delhi","South","ESI","2019-2020","January","3.1","Total C -Section deliveries performed","M3 [Number of Caesarean (C-Section) deliveries]","NA","NA","NA","NA"
"Delhi","South","ESI","2019-2020","January","8.1.1","Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted","M8 [Family Planning]","NA","NA","NA","NA"
"Delhi","South","ESI","2019-2020","January","14.11","Number of Admission in NBSU ( New Born Stabilisation Unit)","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","South","IPP VIII-MCD","2019-2020","January","4.4.1","Number of newborns weighed at birth","M4 [Pregnancy outcome & details of new-born]","14","NA","NA","14"
"Delhi","South","IPP VIII-MCD","2019-2020","January","8.17.2","Complications following female sterilization","M8 [Family Planning]","0","NA","NA","0"
"Delhi","South","IPP VIII-MCD","2019-2020","January","9.1.15","Child immunisation - Hepatitis-B2","M9 [CHILD IMMUNISATION]","0","NA","NA","0"
"Delhi","South","IPP VIII-MCD","2019-2020","January","11.1.1.a","Total Blood Smears Examined for Malaria","M11 [NVBDCP]","0","NA","NA","0"
"Delhi","South","IPP VIII-MCD","2019-2020","January","13.2","Number of DOTS cases completed successfully","M13 [Directly Observed Treatment, Short-course (DOTS)]","0","NA","NA","0"
"Delhi","South","IPP VIII-MCD","2019-2020","January","14.12.5","Number of newborns admitted in SNCU - referred by ASHA","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","South","IPP VIII-MCD","2019-2020","January","15.5.2","Radiology - Ultrasonography (USG)","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Delhi","South","MCW Centres MCD","2019-2020","January","1.6.1.b","Out of above, number of PW found sero positive for syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Delhi","South","MCW Centres MCD","2019-2020","January","9.5.1","Child immunisation - Typhoid","M9 [CHILD IMMUNISATION]","0","NA","NA","0"
"Delhi","South","MCW Centres MCD","2019-2020","January","10.1","Childhood Diseases - Pneumonia","M10 [Number of cases of Childhood Diseases (0-5 years)]","51","NA","51","NA"
"Delhi","South","MCW Centres MCD","2019-2020","January","14.3.2.b","Inpatient (Female)- Adults","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","South","MCW Centres MCD","2019-2020","January","14.12.2","Special Newborn Care Unit (SNCU Admissions) - Inborn Female","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","South","MCW Centres MCD","2019-2020","January","10.14","Childhood Diseases - Severe Acute Malnutrition (SAM)","M10 [Number of cases of Childhood Diseases (0-5 years)]","6","NA","6","NA"
"Delhi","South","NGO","2019-2020","January","4.1.3","Still Birth","M4 [Pregnancy outcome & details of new-born]","NA","0","NA","0"
"Delhi","South","NGO","2019-2020","January","8.3","Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD)","M8 [Family Planning]","NA","0","NA","0"
"Delhi","South","NGO","2019-2020","January","16.8.1","Number of Deaths due to Malaria- Plasmodium Vivax","M16 [Details of deaths reported with probable causes:]","NA","0","NA","0"
"Delhi","South","IPP VIII-MCD","2019-2020","January","16.7.11","Number of Adolscent / Adult deaths due to Animal bites and stings","M16 [Details of deaths reported with probable causes:]","0","NA","NA","0"
"Delhi","South","MCW Centres MCD","2019-2020","January","2.1.3","Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery","M2 [Deliveries]","17","NA","NA","17"
"Delhi","South","MCW Centres MCD","2019-2020","January","3.1","Total C -Section deliveries performed","M3 [Number of Caesarean (C-Section) deliveries]","NA","NA","NA","NA"
"Delhi","South","MCW Centres MCD","2019-2020","January","9.1.10","Child immunisation - OPV1","M9 [CHILD IMMUNISATION]","599","NA","215","384"
"Delhi","South","MCW Centres MCD","2019-2020","January","9.8.3","Child immunisation - Vitamin A Dose - 9","M9 [CHILD IMMUNISATION]","0","NA","0","0"
"Delhi","South","MCW Centres MCD","2019-2020","January","14.4.5","Inpatient - Tuberculosis","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","South","MCW Centres MCD","2019-2020","January","14.15","Number of Rogi Kalyan Samiti (RKS) meetings held","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","South","MCW Centres MCD","2019-2020","January","16.7.9","Number of Adolscent / Adult deaths due to Accidents/Burn cases","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","South","NGO","2019-2020","January","4.3.2.a","Post Abortion/ MTP Complications Identified","M4 [Pregnancy outcome & details of new-born]","NA","0","NA","0"
"Delhi","South","NGO","2019-2020","January","8.17.1","Complications following male sterilization","M8 [Family Planning]","NA","0","NA","0"
"Delhi","South","NGO","2019-2020","January","9.1.2","Child immunisation - BCG","M9 [CHILD IMMUNISATION]","NA","15","NA","15"
"Delhi","South","NGO","2019-2020","January","9.3.2","Child immunisation - Measles-1st dose","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Delhi","South","NGO","2019-2020","January","9.9","Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly)","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Delhi","South","NGO","2019-2020","January","14.4.5","Inpatient - Tuberculosis","M14 [Patient Services]","NA","5","NA","5"
