Indicator,S.No.,Parameters,Type,District - _Delhi,District - Central,District - East,District - New Delhi,District - North,District - North East,District - North West,District - Shahdara,District - South,District - South East,District - South West,District - West
M13 [Blindness Control Programme],13.4,Number of children provided free glasses,TOTAL,1749,0,0,0,0,0,516,0,0,0,0,1233
M13 [Blindness Control Programme],13.5,Number of eyes collected through eye donation,TOTAL,1036,798,0,69,0,0,0,20,0,0,0,149
M13 [Blindness Control Programme],13.6,Number of eyes utilised for corneal transplant,TOTAL,628,440,0,33,0,0,0,6,0,0,0,149
M14 [Patient Services],14.01,Number of CHC or SDH or DH functioning as First Referral units (FRUs),TOTAL,310,45,17,32,23,30,70,41,7,5,8,32
M14 [Patient Services],14.02,Number of PHCs functioning 24X7 with atleast 3 Staff Nurses,TOTAL,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
M14 [Patient Services],14.03,Number of Anganwadi centres reported to have conducted VHNDs,TOTAL,3179,47,36,0,0,64,2175,33,298,404,54,68
M14 [Patient Services],14.04,Number of facilities having a Rogi Kalyan Samiti (RKS),TOTAL,269,32,30,8,24,31,48,40,NA,8,16,32
M14 [Patient Services],14.05,Number of RKS meetings held during the month,TOTAL,48,5,2,0,3,6,16,3,0,2,6,5
M14 [Patient Services],14.06,Number of facilities having Ambulance services (Assured Referral Services),TOTAL,1395,115,272,210,40,31,168,90,68,88,211,102
M14 [Patient Services],14.07,Total Number of times the Ambulance was used for transporting patients during the month,TOTAL,33834,2351,4209,10068,794,1034,4015,1733,851,2055,2119,4605
M14 [Patient Services],14.08,Number of Institutions having Operational Sick New Born and Child Care Units (SNCU),TOTAL,457,72,35,42,20,3,73,55,47,42,28,40
M14 [Patient Services],14.09,Number of functional Laproscopes in CHC/SDH/DH,TOTAL,1350,251,117,256,17,0,392,41,33,110,31,102
M14 [Patient Services],14.09.a,Health Facility Services/Patient Services/Stock out rate of essential Drugs,TOTAL,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.09.b,Health Facility Services/Patient Services/Blood Units Issued on replacement,TOTAL,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.09.c,Health Facility Services/Patient Services/Total no. of blood units issued in year,TOTAL,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.10.1.a,Number of male patients admitted (Inpatients) during the month,1. Children,202089,38950,14307,50972,6845,2029,31109,18440,5929,11289,7219,15000
M14 [Patient Services],14.10.1.a,Number of male patients admitted (Inpatients) during the month,2. Adults,429938,132669,22167,55401,4918,3500,67354,44152,14969,29452,12818,42538
M14 [Patient Services],14.10.1.b,Number of female patients (Inpatients) admitted during the month,1. Children,156732,20812,9439,50505,5149,1824,25561,13759,4652,7055,6086,11890
M14 [Patient Services],14.10.1.b,Number of female patients (Inpatients) admitted during the month,2. Adults,547450,111560,33532,77449,12868,8771,90432,71944,19609,33569,22400,65316
M14 [Patient Services],14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),1. Children,358821,59762,23746,101477,11994,3853,56670,32199,10581,18344,13305,26890
M14 [Patient Services],14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),2. Adults,977388,244229,55699,132850,17786,12271,157786,116096,34578,63021,35218,107854
M14 [Patient Services],14.10.2.a,Number of death cases of Inpatient males,TOTAL,18241,5983,1440,3890,342,12,2830,875,395,483,157,1834
M14 [Patient Services],14.10.2.b,Number of death cases of Inpatient females,TOTAL,10778,3107,868,2283,134,23,1827,628,246,289,84,1289
M14 [Patient Services],14.10.2.c,Number of cases of death of Inpatients (sum of items 14.10.2.a and 14.10.2.b),TOTAL,29019,9090,2308,6173,476,35,4657,1503,641,772,241,3123
M14 [Patient Services],14.11,In-Patient Head Count at midnight,TOTAL,3442932,561762,235767,938667,96596,28871,462883,256887,147682,291003,97333,325481
M14 [Patient Services],14.12.1,OPD attendance (All),TOTAL,43222639,6025077,2508054,6596415,2591381,1905445,5831029,4516788,1950485,2749498,2888989,5659478
M14 [Patient Services],14.13.1,Number of major operations carried out using general or spinal anaesthesia,TOTAL,229693,52980,15477,40519,2582,1769,31027,15469,14653,21657,4372,29188
M14 [Patient Services],14.13.1A,"Out of 14.13.1,Gynecology- Hysterectomy surgeries",TOTAL,4855,960,402,599,170,36,983,318,380,349,253,405
M14 [Patient Services],14.13.1.B,"Patient Services/Operation major (General and spinal anaesthesia)/Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc",TOTAL,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
M14 [Patient Services],14.13.2,Number of minor operations carried out without anaesthesia or using local anaesthesia,TOTAL,447322,32184,32760,65676,24474,8327,86371,20385,3493,15165,6393,152094
M14 [Patient Services],14.13.3,Health Facility Services/Patient Services/Number of post operative Surgical Site infection,TOTAL,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
M14 [Patient Services],14.14.a,Number of patients given AYUSH treatment,TOTAL,1356526,200261,160647,149096,125095,2983,125559,180941,31477,141159,70686,168622
M14 [Patient Services],14.14.b,Number of patients on whom Dental Procedure was conducted,TOTAL,380238,96982,8819,94672,20579,1204,45765,13559,6991,20092,20683,50892
M14 [Patient Services],14.14.c,Number of Adolescents counselled,TOTAL,51372,11402,3539,3026,5742,2616,10557,2137,313,2067,5379,4594
M15 [Laboratory Testing],15.1.a,Health Facility Services/Laboratory Testing/Total Number of lab Tests Done,TOTAL,1273687,1250662,NA,NA,NA,NA,NA,23025,NA,NA,NA,NA
M15 [Laboratory Testing],15.1.1.a,Number of Haemoglobin (Hb) tests conducted,TOTAL,9507012,1516394,302605,5617278,133812,66311,502590,347859,292864,133415,167038,426846
M15 [Laboratory Testing],15.1.1.b,"Out of the total number of Hb tests conducted, number of cases having Hb less than 7gm/dl",TOTAL,98879,17805,5435,11180,3939,2309,12983,13709,3030,1544,3714,23231
M15 [Laboratory Testing],15.1.2.a,Number of HIV tests conducted on males,1. Number tested,206142,38273,20551,42367,6623,4803,28145,13686,21766,5504,6313,18111
M15 [Laboratory Testing],15.1.2.a,Number of HIV tests conducted on males,2. Number Positive,2091,257,105,659,67,84,391,146,117,31,51,183
M15 [Laboratory Testing],15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),1. Number tested,131735,17574,10585,22172,6174,5448,20804,11154,12126,5188,5290,15220
M15 [Laboratory Testing],15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),2. Number Positive,805,64,58,283,17,13,153,44,37,12,20,104
M15 [Laboratory Testing],15.1.2.c,Number of HIV tests conducted on Female with ANC (i.e. pregnant females),1. Number tested,191262,28200,12257,20735,16729,14620,29214,20446,9165,6770,15756,17370
M15 [Laboratory Testing],15.1.2.c,Number of HIV tests conducted on Female with ANC (i.e. pregnant females),2. Number Positive,760,30,15,77,13,149,93,307,20,3,10,43
M15 [Laboratory Testing],15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),1. Number tested,529139,84047,43393,85274,29526,24871,78163,45286,43057,17462,27359,50701
M15 [Laboratory Testing],15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),2. Number Positive,3656,351,178,1019,97,246,637,497,174,46,81,330
M15 [Laboratory Testing],15.2,Number of Widal tests conducted,Number tested,251776,24823,17105,26651,18711,6556,39625,26925,12950,12103,19557,46770
M15 [Laboratory Testing],15.3.a,Number of VDRL tests conducted on males,Number tested,43291,3519,10444,12902,1639,598,1768,1751,4985,1402,921,3362
M15 [Laboratory Testing],15.3.b,Number of VDRL tests conducted on Female-Non ANC (i.e. non pregnant females),Number tested,46818,3650,2357,14277,3003,2236,4211,1297,2066,1386,1522,10813
M15 [Laboratory Testing],15.3.c,Number of VDRL tests conducted on Female with ANC (i.e. pregnant females),Number tested,182459,20300,10292,21864,12562,11079,35602,15831,8565,7939,18208,20217
M15 [Laboratory Testing],15.3.d,Total number of VDRL tests conducted (sum of items 15.3.a to 15.3.c),Number tested,272568,27469,23093,49043,17204,13913,41581,18879,15616,10727,20651,34392
M15 [Laboratory Testing],15.4.1,Number of blood smears examined for Malaria,TOTAL,570743,27909,16080,33548,9473,4962,52341,48527,291581,15228,25796,45298
M15 [Laboratory Testing],15.4.2,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Vivax",TOTAL,3447,143,289,345,72,45,518,477,627,343,203,385
M15 [Laboratory Testing],15.4.3,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Falciparum",TOTAL,699,9,20,27,0,5,371,3,16,241,4,3
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,1. Balance From Previous Month,290400,25960,18490,26560,27250,17460,25560,9110,36490,23930,30470,49120
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,2. Stocks Received,350690,39000,23500,20000,27020,25500,48130,25600,27940,32000,33500,48500
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,3. Unusable Stock,22180,2560,1220,0,0,0,18400,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,4. Stock Distributed,334127,36460,26290,20150,21630,25757,45890,26110,27560,30920,31140,42220
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,5. Total Stock,284783,25940,14480,26410,32640,17203,9400,8600,36870,25010,32830,55400
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,1. Balance From Previous Month,366730,30620,10380,38550,23070,28150,36830,21290,46510,51110,38070,42150
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,2. Stocks Received,517100,56700,31320,30240,38640,50720,88080,45770,28990,45840,34080,66720
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,3. Unusable Stock,12870,490,0,0,0,0,12380,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,4. Stock Distributed,487540,51410,33410,30010,34460,35740,79490,47640,31750,44650,36250,62730
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,5. Total Stock,383420,35420,8290,38780,27250,43130,33040,19420,43750,52300,35900,46140
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,1. Balance From Previous Month,500910,74100,23600,44900,28730,26890,34240,17900,69600,57530,51160,72260
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,2. Stocks Received,891220,111100,59040,87780,51000,62000,108080,72000,64200,74000,52000,150020
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,3. Unusable Stock,11020,1760,0,0,0,0,9260,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,4. Stock Distributed,875620,130860,59040,92060,43750,43710,91120,75160,57960,64460,62040,155460
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,5. Total Stock,505490,52580,23600,40620,35980,45180,41940,14740,75840,67070,41120,66820
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,1. Balance From Previous Month,383075,70110,11520,42830,25850,16870,45980,17011,48400,40034,52210,12260
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,2. Stocks Received,463410,64500,21560,28000,27500,29490,79500,26000,26170,50500,46000,64190
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,3. Unusable Stock,12870,0,0,0,0,0,12870,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,4. Stock Distributed,432670,55420,22680,28540,24640,23120,72380,27180,21230,48440,44640,64400
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,5. Total Stock,400945,79190,10400,42290,28710,23240,40230,15831,53340,42094,53570,12050
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,1. Balance From Previous Month,5110,0,0,NA,5110,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,2. Stocks Received,6800,0,0,NA,6800,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,3. Unusable Stock,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,4. Stock Distributed,6650,0,0,NA,6650,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,5. Total Stock,5260,0,0,0,5260,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,1. Balance From Previous Month,283610,13510,13950,36830,22500,13660,39260,14240,57620,38030,13080,20930
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,2. Stocks Received,327610,33500,15000,52000,19000,21500,58500,29850,19260,25000,12000,42000
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,3. Unusable Stock,16790,1620,0,0,0,0,15170,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,4. Stock Distributed,311960,32350,16450,48440,18350,17280,55390,30430,16000,25930,12300,39040
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,5. Total Stock,282470,13040,12500,40390,23150,17880,27200,13660,60880,37100,12780,23890
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,1. Balance From Previous Month,279120,19005,13395,33430,17135,16915,23000,11785,42015,32035,33290,37115
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,2. Stocks Received,309550,30500,21190,16800,24500,29750,52000,23970,18840,31000,20000,41000
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,3. Unusable Stock,12500,1600,0,0,0,0,10900,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,4. Stock Distributed,288020,27740,21580,15220,22685,22090,49690,25415,19180,30530,19110,34780
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,5. Total Stock,288150,20165,13005,35010,18950,24575,14410,10340,41675,32505,34180,43335
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,1. Balance From Previous Month,143020,8140,13780,24640,8500,5680,27110,15020,8460,8010,10630,13050
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,2. Stocks Received,142020,21210,3490,30000,5070,3500,25840,22730,3680,4500,5500,16500
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,3. Unusable Stock,7460,280,0,0,0,0,7180,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,4. Stock Distributed,136270,19580,6050,27780,4230,2700,21750,22310,4540,5230,5830,16270
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,5. Total Stock,141310,9490,11220,26860,9340,6480,24020,15440,7600,7280,10300,13280
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),1. Balance From Previous Month,53554,5479,2267,2614,9621,5084,5394,5125,3669,5320,6455,2526
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),2. Stocks Received,24683,1800,1433,1400,3600,1150,4200,2600,1800,1800,1600,3300
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),3. Unusable Stock,1114,219,0,0,0,0,895,NA,0,0,0,0
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),4. Stock Distributed,33601,1771,1461,1276,2416,2923,3322,11645,1372,1985,1705,3725
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),5. Total Stock,43522,5289,2239,2738,10805,3311,5377,-3920,4097,5135,6350,2101
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),1. Balance From Previous Month,3430670,85240,40640,367700,186430,115320,2289000,32800,221400,70200,21940,NA
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),2. Stocks Received,1897410,117360,65500,129600,155830,64800,689400,81420,292000,301500,0,NA
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),3. Unusable Stock,983640,8640,0,0,0,0,975000,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),4. Stock Distributed,1828030,112660,47100,50940,142170,100270,771000,83220,232600,269100,18970,NA
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),5. Total Stock,2516410,81300,59040,446360,200090,79850,1232400,31000,280800,102600,2970,0
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),1. Balance From Previous Month,172224,10072,7335,14760,29050,10670,13487,10000,19950,20900,20135,15865
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),2. Stocks Received,86321,9500,4471,7500,12400,5000,8000,9950,8000,9000,4500,8000
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),3. Unusable Stock,7013,3231,0,0,0,0,3782,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),4. Stock Distributed,81553,9274,4594,6280,9610,4420,9815,8970,8100,10230,4625,5635
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),5. Total Stock,169979,7067,7212,15980,31840,11250,7890,10980,19850,19670,20010,18230
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),1. Balance From Previous Month,64783,1976,7375,2861,12650,2620,15362,6300,3270,2365,6850,3154
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),2. Stocks Received,12930,600,3225,600,1800,1100,0,2000,1320,885,700,700
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),3. Unusable Stock,7171,61,0,0,0,0,7110,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),4. Stock Distributed,12242,841,1915,202,940,849,2402,2500,730,845,415,603
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),5. Total Stock,58300,1674,8685,3259,13510,2871,5850,5800,3860,2405,7135,3251
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),1. Balance From Previous Month,3134,NA,0,200,0,0,1164,120,450,0,1000,200
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),2. Stocks Received,5500,NA,0,1400,0,0,2000,300,300,0,700,800
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),3. Unusable Stock,664,NA,0,0,0,0,664,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),4. Stock Distributed,3100,NA,0,1000,0,0,500,300,300,0,500,500
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),5. Total Stock,4870,0,0,600,0,0,2000,120,450,0,1200,500
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,3. Unusable Stock,2,NA,0,NA,0,2,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,5. Total Stock,-2,0,0,0,0,-2,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,1. Balance From Previous Month,1347750,143150,0,407900,233000,37000,415200,52100,0,0,59400,NA
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,2. Stocks Received,1495000,150000,0,270000,330000,180000,10000,105000,210000,240000,0,NA
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,3. Unusable Stock,30000,NA,0,0,0,0,30000,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,4. Stock Distributed,1185150,187700,0,163900,261800,80500,120600,105000,165000,72750,27900,NA
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,5. Total Stock,1627600,105450,0,514000,301200,136500,274600,52100,45000,167250,31500,0
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),1. Balance From Previous Month,63000,NA,0,NA,0,63000,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),2. Stocks Received,39500,NA,0,NA,0,39500,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),4. Stock Distributed,46500,NA,0,NA,0,46500,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),5. Total Stock,56000,0,0,0,0,56000,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.10,Stock Position of Vitamin A solution,1. Balance From Previous Month,14064,NA,837,469,720,1168,6872,658,1199,537,1545,59
M16 [Stock Position (During the month)],16.3.10,Stock Position of Vitamin A solution,2. Stocks Received,7938,NA,800,550,800,503,2160,955,700,920,550,NA
M16 [Stock Position (During the month)],16.3.10,Stock Position of Vitamin A solution,3. Unusable Stock,148,NA,0,0,0,0,148,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.3.10,Stock Position of Vitamin A solution,4. Stock Distributed,7746,NA,1160,474,723,1230,953,854,603,826,864,59
