Indicator,S.No.,Parameters,Type,District - _Delhi,District - Central,District - East,District - New Delhi,District - North,District - North East,District - North West,District - Shahdara,District - South,District - South East,District - South West,District - West
M13 [Blindness Control Programme],13.2,Number of Intraocular Lens(IOL) implantations,TOTAL,57405,30142,589,8053,413,357,4378,1817,568,3105,96,7887
M13 [Blindness Control Programme],13.3,Number of School children detected with Refractive errors,TOTAL,24531,1463,342,0,1892,640,3503,3736,2099,757,960,9139
M13 [Blindness Control Programme],13.4,Number of children provided free glasses,TOTAL,2572,0,0,0,0,0,697,0,0,0,0,1875
M13 [Blindness Control Programme],13.5,Number of eyes collected through eye donation,TOTAL,1363,929,0,101,0,0,0,28,0,0,0,305
M13 [Blindness Control Programme],13.6,Number of eyes utilised for corneal transplant,TOTAL,906,528,0,65,0,0,0,8,0,0,0,305
M14 [Patient Services],14.01,Number of CHC or SDH or DH functioning as First Referral units (FRUs),TOTAL,471,69,25,48,31,45,104,65,11,13,12,48
M14 [Patient Services],14.02,Number of PHCs functioning 24X7 with atleast 3 Staff Nurses,TOTAL,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
M14 [Patient Services],14.03,Number of Anganwadi centres reported to have conducted VHNDs,TOTAL,4973,72,64,0,36,268,3223,112,438,594,67,99
M14 [Patient Services],14.04,Number of facilities having a Rogi Kalyan Samiti (RKS),TOTAL,405,48,46,12,35,46,72,60,NA,14,24,48
M14 [Patient Services],14.05,Number of RKS meetings held during the month,TOTAL,62,6,3,0,4,10,21,4,0,2,7,5
M14 [Patient Services],14.06,Number of facilities having Ambulance services (Assured Referral Services),TOTAL,2026,168,395,300,52,53,239,134,97,122,317,149
M14 [Patient Services],14.07,Total Number of times the Ambulance was used for transporting patients during the month,TOTAL,47849,3518,6143,13512,1159,1405,5660,2450,1248,3149,3213,6392
M14 [Patient Services],14.08,Number of Institutions having Operational Sick New Born and Child Care Units (SNCU),TOTAL,668,109,52,65,28,7,101,79,63,62,44,58
M14 [Patient Services],14.09,Number of functional Laproscopes in CHC/SDH/DH,TOTAL,1931,382,175,389,25,0,507,66,42,148,59,138
M14 [Patient Services],14.09.a,Health Facility Services/Patient Services/Stock out rate of essential Drugs,TOTAL,454,0,205,0,122,NA,0,2,NA,NA,125,NA
M14 [Patient Services],14.09.b,Health Facility Services/Patient Services/Blood Units Issued on replacement,TOTAL,22478,885,1154,19380,31,NA,356,0,NA,NA,16,656
M14 [Patient Services],14.09.c,Health Facility Services/Patient Services/Total no. of blood units issued in year,TOTAL,45078,8032,3740,31800,67,NA,646,0,NA,NA,23,770
M14 [Patient Services],14.10.1.a,Number of male patients admitted (Inpatients) during the month,1. Children,301738,62156,20518,73369,9405,2491,42744,25904,16564,16826,10674,21087
M14 [Patient Services],14.10.1.a,Number of male patients admitted (Inpatients) during the month,2. Adults,637187,197605,31536,86789,6720,4840,95364,62851,29454,43057,18246,60725
M14 [Patient Services],14.10.1.b,Number of female patients (Inpatients) admitted during the month,1. Children,221409,29248,13422,67671,7026,2305,34775,19953,11591,10034,8602,16782
M14 [Patient Services],14.10.1.b,Number of female patients (Inpatients) admitted during the month,2. Adults,811793,161875,48440,120045,18249,13349,131038,105384,35401,51616,31650,94746
M14 [Patient Services],14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),1. Children,523147,91404,33940,141040,16431,4796,77519,45857,28155,26860,19276,37869
M14 [Patient Services],14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),2. Adults,1448980,359480,79976,206834,24969,18189,226402,168235,64855,94673,49896,155471
M14 [Patient Services],14.10.2.a,Number of death cases of Inpatient males,TOTAL,27354,8773,2027,5882,470,12,4148,1329,1017,809,237,2650
M14 [Patient Services],14.10.2.b,Number of death cases of Inpatient females,TOTAL,16095,4525,1198,3545,195,23,2616,970,638,463,132,1790
M14 [Patient Services],14.10.2.c,Number of cases of death of Inpatients (sum of items 14.10.2.a and 14.10.2.b),TOTAL,43449,13298,3225,9427,665,35,6764,2299,1655,1272,369,4440
M14 [Patient Services],14.11,In-Patient Head Count at midnight,TOTAL,5100075,867599,341956,1360624,131732,37767,671491,353361,315080,391983,147198,481284
M14 [Patient Services],14.12.1,OPD attendance (All),TOTAL,65243142,9033211,3733340,9795295,3889816,2885916,8657254,6896279,3293680,4107679,4325777,8624895
M14 [Patient Services],14.13.1,Number of major operations carried out using general or spinal anaesthesia,TOTAL,355227,83609,22869,65253,3936,2406,45605,22004,28217,31997,6445,42886
M14 [Patient Services],14.13.1A,"Out of 14.13.1,Gynecology- Hysterectomy surgeries",TOTAL,13372,1469,570,868,211,65,1516,443,6919,448,319,544
M14 [Patient Services],14.13.1.B,"Patient Services/Operation major (General and spinal anaesthesia)/Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc",TOTAL,18909,549,1853,12365,243,NA,3025,0,NA,357,417,100
M14 [Patient Services],14.13.2,Number of minor operations carried out without anaesthesia or using local anaesthesia,TOTAL,688835,47812,41795,91825,37902,10277,127006,29187,10997,24275,8654,259105
M14 [Patient Services],14.13.3,Health Facility Services/Patient Services/Number of post operative Surgical Site infection,TOTAL,116,4,29,36,0,NA,41,0,NA,NA,3,3
M14 [Patient Services],14.14.a,Number of patients given AYUSH treatment,TOTAL,2010189,293523,249293,220104,173618,4833,180451,271398,46718,210640,107141,252470
M14 [Patient Services],14.14.b,Number of patients on whom Dental Procedure was conducted,TOTAL,563446,144759,13912,145549,30207,1446,65486,19490,9511,29048,30800,73238
M14 [Patient Services],14.14.c,Number of Adolescents counselled,TOTAL,75802,16054,5303,4364,8689,4343,15366,3397,480,3089,8099,6618
M15 [Laboratory Testing],15.1.a,Health Facility Services/Laboratory Testing/Total Number of lab Tests Done,TOTAL,4390882,2614224,361724,765909,126639,NA,220827,131177,NA,9529,127269,33584
M15 [Laboratory Testing],15.1.1.a,Number of Haemoglobin (Hb) tests conducted,TOTAL,11307542,2196315,387433,5847752,180253,97032,688006,500054,379498,192999,232274,605926
M15 [Laboratory Testing],15.1.1.b,"Out of the total number of Hb tests conducted, number of cases having Hb less than 7gm/dl",TOTAL,137550,24109,7384,16111,5770,3375,18602,17861,3909,2244,4878,33307
M15 [Laboratory Testing],15.1.2.a,Number of HIV tests conducted on males,1. Number tested,502470,61591,31085,57370,10238,7299,42700,21848,221957,9623,9909,28850
M15 [Laboratory Testing],15.1.2.a,Number of HIV tests conducted on males,2. Number Positive,3143,452,155,929,89,109,596,298,155,40,73,247
M15 [Laboratory Testing],15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),1. Number tested,216250,30070,16008,34089,9479,8541,31577,19235,26174,8516,8492,24069
M15 [Laboratory Testing],15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),2. Number Positive,1219,123,77,405,26,32,235,84,50,13,32,142
M15 [Laboratory Testing],15.1.2.c,Number of HIV tests conducted on Female with ANC (i.e. pregnant females),1. Number tested,301284,41898,19126,34445,26256,22337,46271,33248,14510,11381,23952,27860
M15 [Laboratory Testing],15.1.2.c,Number of HIV tests conducted on Female with ANC (i.e. pregnant females),2. Number Positive,920,45,22,105,16,188,124,318,30,7,13,52
M15 [Laboratory Testing],15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),1. Number tested,1020004,133559,66219,125904,45973,38177,120548,74331,262641,29520,42353,80779
M15 [Laboratory Testing],15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),2. Number Positive,5282,620,254,1439,131,329,955,700,235,60,118,441
M15 [Laboratory Testing],15.2,Number of Widal tests conducted,Number tested,312404,29678,20378,32407,22142,8121,51678,33259,15686,15437,23446,60172
M15 [Laboratory Testing],15.3.a,Number of VDRL tests conducted on males,Number tested,65080,6191,15618,18824,2533,824,3061,2703,6189,2041,1470,5626
M15 [Laboratory Testing],15.3.b,Number of VDRL tests conducted on Female-Non ANC (i.e. non pregnant females),Number tested,76624,8706,3611,24108,4762,2875,7081,1990,3729,1952,2149,15661
M15 [Laboratory Testing],15.3.c,Number of VDRL tests conducted on Female with ANC (i.e. pregnant females),Number tested,289258,33707,15973,32681,21767,18055,53247,24097,14081,13539,29117,32994
M15 [Laboratory Testing],15.3.d,Total number of VDRL tests conducted (sum of items 15.3.a to 15.3.c),Number tested,430962,48604,35202,75613,29062,21754,63389,28790,23999,17532,32736,54281
M15 [Laboratory Testing],15.4.1,Number of blood smears examined for Malaria,TOTAL,652979,35125,18464,42594,11709,6030,63201,58543,304125,28649,30748,53791
M15 [Laboratory Testing],15.4.2,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Vivax",TOTAL,3606,177,292,354,84,46,525,493,637,386,222,390
M15 [Laboratory Testing],15.4.3,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Falciparum",TOTAL,777,11,20,31,0,5,412,5,22,251,16,4
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,1. Balance From Previous Month,436839,33710,23530,33150,41770,28419,41990,14610,52290,39880,45380,82110
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,2. Stocks Received,506240,54500,37000,31250,39220,29500,67630,38700,35440,50500,47500,75000
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,3. Unusable Stock,22180,2560,1220,0,0,0,18400,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,4. Stock Distributed,499086,53020,38000,32420,35520,30696,68270,38730,37120,52620,46390,66300
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,5. Total Stock,421813,32630,21310,31980,45470,27223,22950,14580,50610,37760,46490,90810
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,1. Balance From Previous Month,558530,45580,17120,45430,47460,43420,70400,31320,62440,71720,56290,67350
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,2. Stocks Received,852940,89700,59660,52140,68640,55420,129080,78270,52510,82580,62080,122860
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,3. Unusable Stock,12870,490,0,0,0,0,12380,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,4. Stock Distributed,785741,82670,56240,49980,63100,40728,120903,73740,49880,79380,61690,107430
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,5. Total Stock,612859,52120,20540,47590,53000,58112,66197,35850,65070,74920,56680,82780
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,1. Balance From Previous Month,812180,99960,34990,66300,78230,50880,81520,38180,104600,93640,86700,77180
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,2. Stocks Received,1395660,172540,94040,150780,98000,72000,147080,126000,98200,117000,90000,230020
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,3. Unusable Stock,11020,1760,0,0,0,0,9260,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,4. Stock Distributed,1329077,184340,88610,146280,87890,51747,139940,118420,86800,105690,97040,222320
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,5. Total Stock,867743,86400,40420,70800,88340,71133,79400,45760,116000,104950,79660,84880
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,1. Balance From Previous Month,556498,100110,16950,54530,42080,28528,70940,24901,66200,63479,71080,17700
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,2. Stocks Received,629410,79500,33560,42500,44000,33490,102500,40500,32170,66500,64000,90690
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,3. Unusable Stock,12870,0,0,0,0,0,12870,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,4. Stock Distributed,588247,73040,33550,41270,40140,26212,93590,39350,30290,60885,62860,87060
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,5. Total Stock,584791,106570,16960,55760,45940,35806,66980,26051,68080,69094,72220,21330
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,1. Balance From Previous Month,11400,0,0,NA,11400,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,2. Stocks Received,18300,0,0,NA,18300,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,3. Unusable Stock,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,4. Stock Distributed,16200,0,0,NA,16200,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,5. Total Stock,13500,0,0,0,13500,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,1. Balance From Previous Month,419225,23470,19560,55180,37110,19235,60320,20400,75860,52360,20870,34860
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,2. Stocks Received,504710,48000,25600,83000,35000,24500,83000,53850,24260,38500,21000,68000
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,3. Unusable Stock,16790,1620,0,0,0,0,15170,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,4. Stock Distributed,475743,45910,25970,75690,32900,19773,81810,49530,25690,36920,20530,61020
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,5. Total Stock,431402,23940,19190,62490,39210,23962,46340,24720,74430,53940,21340,41840
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,1. Balance From Previous Month,496032,34565,20515,51795,40370,32037,53450,20430,64215,53640,54025,70990
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,2. Stocks Received,550050,58000,38690,30300,47500,36750,88000,42970,33340,56000,37000,81500
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,3. Unusable Stock,12500,1600,0,0,0,0,10900,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,4. Stock Distributed,497004,49800,38485,28735,41760,27109,81650,41515,31355,53930,34825,67840
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,5. Total Stock,536578,41165,20720,53360,46110,41678,48900,21885,66200,55710,56200,84650
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,1. Balance From Previous Month,214746,17860,18770,36480,13750,7186,38320,20140,14520,12080,16580,19060
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,2. Stocks Received,223620,31710,8990,47000,9070,4100,34340,37230,5180,9000,10800,26200
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,3. Unusable Stock,7460,280,0,0,0,0,7180,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,4. Stock Distributed,209065,28830,9850,43050,8180,2945,33040,33350,6090,8850,10070,24810
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,5. Total Stock,221841,20460,17910,40430,14640,8341,32440,24020,13610,12230,17310,20450
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),1. Balance From Previous Month,86323,11852,5009,4541,14979,6369,9473,9120,5839,6725,9350,3066
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),2. Stocks Received,49583,6000,2633,5600,5400,1750,7200,5900,1800,2700,3400,7200
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),3. Unusable Stock,1539,219,0,0,0,0,895,NA,0,0,0,425
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),4. Stock Distributed,48958,2681,2151,2854,4009,3256,7095,14565,2157,2495,1780,5915
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),5. Total Stock,85409,14952,5491,7287,16370,4863,8683,455,5482,6930,10970,3926
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),1. Balance From Previous Month,4806782,137760,119560,624140,292630,163472,2653200,86680,378000,329400,21940,NA
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),2. Stocks Received,2623110,176760,87100,156600,201730,139800,689400,200220,454000,517500,0,NA
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),3. Unusable Stock,983640,8640,0,0,0,0,975000,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),4. Stock Distributed,2510257,157024,83840,116820,192320,128123,870600,182460,356000,404100,18970,NA
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),5. Total Stock,3935995,148856,122820,663920,302040,175149,1497000,104440,476000,442800,2970,0
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),1. Balance From Previous Month,258925,15441,15968,28290,43650,14239,18547,16190,26550,25970,29775,24305
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),2. Stocks Received,136671,15500,7471,13500,16400,5750,14000,20950,9000,14000,7500,12600
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),3. Unusable Stock,7013,3231,0,0,0,0,3782,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),4. Stock Distributed,124894,14009,6084,11810,14510,5606,15615,16920,10600,13800,6285,9655
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),5. Total Stock,263689,13701,17355,29980,45540,14383,13150,20220,24950,26170,30990,27250
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),1. Balance From Previous Month,99157,4576,11965,5334,20100,3070,17628,9100,6145,3395,13775,4069
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),2. Stocks Received,21050,1500,3225,900,2400,1500,600,4400,1620,1905,2200,800
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),3. Unusable Stock,7171,61,0,0,0,0,7110,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),4. Stock Distributed,18391,1691,2425,401,1490,1199,3370,3100,1120,1535,810,1250
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),5. Total Stock,94645,4324,12765,5833,21010,3371,7748,10400,6645,3765,15165,3619
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),1. Balance From Previous Month,12334,NA,0,1600,0,0,6464,720,1550,0,1800,200
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),2. Stocks Received,8700,NA,0,1800,0,0,2000,1300,800,0,1300,1500
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),3. Unusable Stock,664,NA,0,0,0,0,664,0,0,0,0,NA
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),4. Stock Distributed,5850,NA,0,1400,0,0,1200,850,500,0,900,1000
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),5. Total Stock,14520,0,0,2000,0,0,6600,1170,1850,0,2200,700
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,3. Unusable Stock,2,NA,0,NA,0,2,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,5. Total Stock,-2,0,0,0,0,-2,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,1. Balance From Previous Month,2755650,203450,0,664500,606000,89000,415200,52100,241500,328500,155400,NA
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,2. Stocks Received,1975000,210000,0,330000,510000,210000,10000,105000,270000,300000,30000,NA
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,3. Unusable Stock,30000,NA,0,0,0,0,30000,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,4. Stock Distributed,1803950,241750,0,275650,407900,106250,120600,105000,254550,256050,36200,NA
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,5. Total Stock,2896700,171700,0,718850,708100,192750,274600,52100,256950,372450,149200,0
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),1. Balance From Previous Month,63000,NA,0,NA,0,63000,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),2. Stocks Received,39500,NA,0,NA,0,39500,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),4. Stock Distributed,46500,NA,0,NA,0,46500,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),5. Total Stock,56000,0,0,0,0,56000,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.10,Stock Position of Vitamin A solution,1. Balance From Previous Month,19339,NA,837,572,930,1168,10802,962,1555,652,1802,59
M16 [Stock Position (During the month)],16.3.10,Stock Position of Vitamin A solution,2. Stocks Received,8098,NA,800,550,800,503,2160,955,700,930,600,100
