Indicator,S.No.,Parameters,Type,SubDistrict - _South - Total [(A+B) or (C+D)],SubDistrict - _South - Public [A],SubDistrict - _South - Private [B],SubDistrict - _South - Urban [C],SubDistrict - _South - Rural [D],SubDistrict - Autonomous - Total [(A+B) or (C+D)],SubDistrict - Autonomous - Public [A],SubDistrict - Autonomous - Private [B],SubDistrict - Autonomous - Urban [C],SubDistrict - Autonomous - Rural [D],SubDistrict - CGHS - Total [(A+B) or (C+D)],SubDistrict - CGHS - Public [A],SubDistrict - CGHS - Private [B],SubDistrict - CGHS - Urban [C],SubDistrict - CGHS - Rural [D],SubDistrict - Delhi Govt - Total [(A+B) or (C+D)],SubDistrict - Delhi Govt - Public [A],SubDistrict - Delhi Govt - Private [B],SubDistrict - Delhi Govt - Urban [C],SubDistrict - Delhi Govt - Rural [D],SubDistrict - ESI - Total [(A+B) or (C+D)],SubDistrict - ESI - Public [A],SubDistrict - ESI - Private [B],SubDistrict - ESI - Urban [C],SubDistrict - ESI - Rural [D],SubDistrict - IPP VIII-MCD - Total [(A+B) or (C+D)],SubDistrict - IPP VIII-MCD - Public [A],SubDistrict - IPP VIII-MCD - Private [B],SubDistrict - IPP VIII-MCD - Urban [C],SubDistrict - IPP VIII-MCD - Rural [D],SubDistrict - MCW Centres MCD - Total [(A+B) or (C+D)],SubDistrict - MCW Centres MCD - Public [A],SubDistrict - MCW Centres MCD - Private [B],SubDistrict - MCW Centres MCD - Urban [C],SubDistrict - MCW Centres MCD - Rural [D],SubDistrict - Private - Total [(A+B) or (C+D)],SubDistrict - Private - Public [A],SubDistrict - Private - Private [B],SubDistrict - Private - Urban [C],SubDistrict - Private - Rural [D]
M8 [Family Planning],8.17.4,Failures following female sterilization,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M8 [Family Planning],8.17.5,Deaths following male sterilization,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M8 [Family Planning],8.17.6,Deaths following female sterilization,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M9 [CHILD IMMUNISATION],9.1.1,Child immunisation - Vitamin K1 (Birth Dose),TOTAL,1142,713,429,305,837,235,235,NA,NA,235,NA,NA,NA,NA,NA,478,478,NA,NA,478,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,429,NA,429,305,124
M9 [CHILD IMMUNISATION],9.1.2,Child immunisation - BCG,TOTAL,1302,871,431,438,864,237,237,NA,NA,237,0,0,NA,0,NA,512,512,NA,51,461,0,0,NA,0,NA,27,27,NA,27,NA,95,95,NA,59,36,431,NA,431,301,130
M9 [CHILD IMMUNISATION],9.1.3,Child immunisation - DPT1,TOTAL,94,1,93,77,17,0,0,NA,NA,0,1,1,NA,1,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,93,NA,93,76,17
M9 [CHILD IMMUNISATION],9.1.4,Child immunisation - DPT2,TOTAL,69,9,60,57,12,0,0,NA,NA,0,1,1,NA,1,NA,7,7,NA,6,1,1,1,NA,1,NA,0,0,NA,0,NA,0,0,NA,0,0,60,NA,60,49,11
M9 [CHILD IMMUNISATION],9.1.5,Child immunisation - DPT3,TOTAL,55,6,49,46,9,1,1,NA,NA,1,0,0,NA,0,NA,3,3,NA,2,1,1,1,NA,1,NA,0,0,NA,0,NA,1,1,NA,1,0,49,NA,49,42,7
M9 [CHILD IMMUNISATION],9.1.6,Child immunisation - Pentavalent 1,TOTAL,1473,1330,143,1063,410,99,99,NA,NA,99,24,24,NA,24,NA,665,665,NA,547,118,1,1,NA,1,NA,72,72,NA,72,NA,469,469,NA,310,159,143,NA,143,109,34
M9 [CHILD IMMUNISATION],9.1.7,Child immunisation - Pentavalent 2,TOTAL,1456,1357,99,1111,345,78,78,NA,NA,78,19,19,NA,19,NA,671,671,NA,576,95,2,2,NA,2,NA,72,72,NA,72,NA,515,515,NA,372,143,99,NA,99,70,29
M9 [CHILD IMMUNISATION],9.1.8,Child immunisation - Pentavalent 3,TOTAL,1385,1310,75,1121,264,67,67,NA,NA,67,27,27,NA,27,NA,635,635,NA,578,57,4,4,NA,4,NA,65,65,NA,65,NA,512,512,NA,384,128,75,NA,75,63,12
M9 [CHILD IMMUNISATION],9.1.9,Child immunisation - OPV 0 (Birth Dose),TOTAL,1204,766,438,363,841,237,237,NA,NA,237,0,0,NA,0,NA,459,459,NA,9,450,0,0,NA,0,NA,25,25,NA,25,NA,45,45,NA,18,27,438,NA,438,311,127
M9 [CHILD IMMUNISATION],9.1.10,Child immunisation - OPV1,TOTAL,1422,1329,93,1029,393,99,99,NA,NA,99,24,24,NA,24,NA,664,664,NA,546,118,1,1,NA,1,NA,72,72,NA,72,NA,469,469,NA,310,159,93,NA,93,76,17
M9 [CHILD IMMUNISATION],9.1.11,Child immunisation - OPV2,TOTAL,1434,1369,65,1106,328,78,78,NA,NA,78,19,19,NA,19,NA,678,678,NA,582,96,7,7,NA,7,NA,72,72,NA,72,NA,515,515,NA,372,143,65,NA,65,54,11
M9 [CHILD IMMUNISATION],9.1.12,Child immunisation - OPV3,TOTAL,1367,1313,54,1107,260,67,67,NA,NA,67,27,27,NA,27,NA,638,638,NA,580,58,3,3,NA,3,NA,65,65,NA,65,NA,513,513,NA,385,128,54,NA,54,47,7
M9 [CHILD IMMUNISATION],9.1.13,Child immunisation - Hepatitis-B0 (Birth Dose),TOTAL,1218,789,429,334,884,265,265,NA,NA,265,NA,NA,NA,NA,NA,480,480,NA,8,472,0,0,NA,0,NA,20,20,NA,20,NA,24,24,NA,4,20,429,NA,429,302,127
M9 [CHILD IMMUNISATION],9.1.14,Child immunisation - Hepatitis-B1,TOTAL,65,2,63,59,6,2,2,NA,NA,2,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,63,NA,63,59,4
M9 [CHILD IMMUNISATION],9.1.15,Child immunisation - Hepatitis-B2,TOTAL,50,2,48,45,5,2,2,NA,NA,2,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,48,NA,48,45,3
M9 [CHILD IMMUNISATION],9.1.16,Child immunisation - Hepatitis-B3,TOTAL,42,5,37,35,7,1,1,NA,NA,1,2,2,NA,2,NA,0,0,NA,0,0,2,2,NA,2,NA,0,0,NA,0,NA,0,0,NA,0,0,37,NA,37,31,6
M9 [CHILD IMMUNISATION],9.1.17,Child immunisation - Inactivated Polio Vaccine 1 (IPV 1),TOTAL,1408,1317,91,997,411,100,100,NA,NA,100,22,22,NA,22,NA,649,649,NA,531,118,2,2,NA,2,NA,72,72,NA,72,NA,472,472,NA,313,159,91,NA,91,57,34
M9 [CHILD IMMUNISATION],9.1.18,Child immunisation - Inactivated Polio Vaccine 2 (IPV 2),TOTAL,1388,1296,92,1108,280,66,66,NA,NA,66,22,22,NA,22,NA,630,630,NA,573,57,4,4,NA,4,NA,65,65,NA,65,NA,509,509,NA,381,128,92,NA,92,63,29
M9 [CHILD IMMUNISATION],9.1.19,Child immunisation - Rotavirus 1,TOTAL,1046,924,122,757,289,0,0,NA,NA,0,0,0,NA,0,NA,475,475,NA,360,115,NA,NA,NA,NA,NA,66,66,NA,66,NA,383,383,NA,250,133,122,NA,122,81,41
M9 [CHILD IMMUNISATION],9.1.20,Child immunisation - Rotavirus 2,TOTAL,164,49,115,109,55,0,0,NA,NA,0,NA,NA,NA,NA,NA,15,15,NA,15,0,NA,NA,NA,NA,NA,1,1,NA,1,NA,33,33,NA,14,19,115,NA,115,79,36
M9 [CHILD IMMUNISATION],9.1.21,Child immunisation - Rotavirus 3,TOTAL,105,23,82,80,25,0,0,NA,NA,0,NA,NA,NA,NA,NA,13,13,NA,13,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,10,10,NA,4,6,82,NA,82,63,19
M9 [CHILD IMMUNISATION],9.2.1,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,1723,1655,68,1376,347,97,97,NA,NA,97,21,21,NA,21,NA,836,836,NA,750,86,6,6,NA,6,NA,65,65,NA,65,NA,630,630,NA,466,164,68,NA,68,68,0
M9 [CHILD IMMUNISATION],9.2.2,Child immunisation (9-11months) - Measles 1st dose,TOTAL,18,0,18,18,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,18,NA,18,18,0
M9 [CHILD IMMUNISATION],9.2.3,Child immunisation (9-11months) - JE 1st dose,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M9 [CHILD IMMUNISATION],9.2.4.a,Children aged between 9 and 11 months fully immunized- Male,TOTAL,841,811,30,704,137,12,12,NA,NA,12,20,20,NA,20,NA,425,425,NA,378,47,3,3,NA,3,NA,31,31,NA,31,NA,320,320,NA,242,78,30,NA,30,30,0
M9 [CHILD IMMUNISATION],9.2.4.b,Children aged between 9 and 11 months fully immunized - Female,TOTAL,807,775,32,673,134,11,11,NA,NA,11,21,21,NA,21,NA,400,400,NA,361,39,3,3,NA,3,NA,34,34,NA,34,NA,306,306,NA,222,84,32,NA,32,32,0
M9 [CHILD IMMUNISATION],9.3.1,Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,78,69,9,76,2,0,0,NA,NA,0,9,9,NA,9,NA,27,27,NA,27,0,4,4,NA,4,NA,4,4,NA,4,NA,25,25,NA,23,2,9,NA,9,9,0
M9 [CHILD IMMUNISATION],9.3.2,Child immunisation - Measles-1st dose,TOTAL,5,0,5,3,2,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,5,NA,5,3,2
M9 [CHILD IMMUNISATION],9.3.3,Child immunisation - JE 1st dose,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M9 [CHILD IMMUNISATION],9.4.1,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,1296,1290,6,1025,271,65,65,NA,NA,65,11,11,NA,11,NA,673,673,NA,595,78,2,2,NA,2,NA,75,75,NA,75,NA,464,464,NA,336,128,6,NA,6,6,0
M9 [CHILD IMMUNISATION],9.4.2,Child immunisation - Measles 2nd dose (More than 16 months),TOTAL,5,0,5,5,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,5,NA,5,5,0
M9 [CHILD IMMUNISATION],9.4.3,Child immunisation - DPT 1st Booster,TOTAL,1480,1378,102,1198,282,54,54,NA,NA,54,27,27,NA,27,NA,690,690,NA,609,81,9,9,NA,9,NA,76,76,NA,76,NA,522,522,NA,398,124,102,NA,102,79,23
M9 [CHILD IMMUNISATION],9.4.4,Child immunisation - OPV Booster,TOTAL,1492,1403,89,1186,306,78,78,NA,NA,78,28,28,NA,28,NA,690,690,NA,609,81,9,9,NA,9,NA,76,76,NA,76,NA,522,522,NA,398,124,89,NA,89,66,23
M9 [CHILD IMMUNISATION],9.4.5,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",TOTAL,156,4,152,66,90,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,4,4,NA,4,NA,0,0,NA,0,NA,0,0,NA,0,0,152,NA,152,62,90
M9 [CHILD IMMUNISATION],9.4.6,Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M9 [CHILD IMMUNISATION],9.5.1,Child immunisation - Typhoid,TOTAL,169,20,149,81,88,20,20,NA,NA,20,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,0,149,NA,149,81,68
M9 [CHILD IMMUNISATION],9.5.2,Children more than 5 years received DPT5 (2nd Booster),TOTAL,919,856,63,752,167,48,48,NA,NA,48,31,31,NA,31,NA,350,350,NA,309,41,9,9,NA,9,NA,38,38,NA,38,NA,380,380,NA,311,69,63,NA,63,54,9
M9 [CHILD IMMUNISATION],9.5.3,Children more than 10 years received TT10,TOTAL,73,41,32,52,21,15,15,NA,NA,15,0,0,NA,0,NA,17,17,NA,12,5,4,4,NA,4,NA,3,3,NA,3,NA,2,2,NA,2,NA,32,NA,32,31,1
M9 [CHILD IMMUNISATION],9.5.4,Children more than 16 years received TT16,TOTAL,48,39,9,16,32,13,13,NA,NA,13,0,0,NA,0,NA,19,19,NA,0,19,6,6,NA,6,NA,0,0,NA,0,NA,1,1,NA,1,NA,9,NA,9,9,0
M9 [CHILD IMMUNISATION],9.6.1,Number of cases of AEFI - Abscess,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,0,NA,0,0,0
M9 [CHILD IMMUNISATION],9.6.2,Number of cases of AEFI - Death,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,0,NA,0,0,0
M9 [CHILD IMMUNISATION],9.6.3,Number of cases of AEFI - Others,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,0,NA,0,0,0
M9 [CHILD IMMUNISATION],9.7.1,Immunisation sessions planned,TOTAL,612,563,49,546,66,8,8,NA,NA,8,25,25,NA,25,NA,257,257,NA,226,31,4,4,NA,4,NA,48,48,NA,48,NA,221,221,NA,194,27,49,NA,49,49,0
M9 [CHILD IMMUNISATION],9.7.2,Immunisation sessions held,TOTAL,604,556,48,538,66,8,8,NA,NA,8,24,24,NA,24,NA,253,253,NA,222,31,3,3,NA,3,NA,47,47,NA,47,NA,221,221,NA,194,27,48,NA,48,48,0
M9 [CHILD IMMUNISATION],9.7.3,Number of Immunisation sessions where ASHAs were present,TOTAL,397,397,0,374,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,201,NA,201,0,NA,NA,NA,NA,NA,34,34,NA,34,NA,162,162,NA,139,23,0,NA,0,0,0
M9 [CHILD IMMUNISATION],9.8.1,Child immunisation - Vitamin A Dose - 1,TOTAL,16,9,7,16,0,0,0,NA,NA,0,0,0,NA,0,NA,9,9,NA,9,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,7,NA,7,7,0
M9 [CHILD IMMUNISATION],9.8.2,Child immunisation - Vitamin A Dose - 5,TOTAL,11,9,2,11,0,0,0,NA,NA,0,0,0,NA,0,NA,9,9,NA,9,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,2,NA,2,2,0
M9 [CHILD IMMUNISATION],9.8.3,Child immunisation - Vitamin A Dose - 9,TOTAL,12,9,3,12,0,0,0,NA,NA,0,0,0,NA,0,NA,9,9,NA,9,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,3,NA,3,3,0
M9 [CHILD IMMUNISATION],9.9,Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),TOTAL,3,3,0,3,NA,NA,NA,NA,NA,NA,3,3,NA,3,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,NA
M9 [CHILD IMMUNISATION],9.1,Number of children (12-59 months) provided Albendazole,TOTAL,687,687,0,48,639,17,17,NA,NA,17,NA,NA,NA,NA,NA,328,328,NA,48,280,0,0,NA,0,NA,NA,NA,NA,NA,NA,342,342,NA,0,342,0,NA,0,0,NA
M9 [CHILD IMMUNISATION],9.11,Number of severely underweight children provided Health Checkup (0-5 yrs),TOTAL,9,9,0,2,7,4,4,NA,NA,4,NA,NA,NA,NA,NA,0,0,NA,0,0,2,2,NA,2,NA,NA,NA,NA,NA,NA,3,3,NA,0,3,0,NA,0,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.1,Childhood Diseases - Pneumonia,TOTAL,71,18,53,48,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,4,53,NA,53,48,5
M10 [Number of cases of Childhood Diseases (0-5 years)],10.2,Childhood Diseases - Asthma,TOTAL,12,3,9,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,9,9,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.3,Childhood Diseases - Sepsis,TOTAL,13,11,2,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,NA,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,1
M10 [Number of cases of Childhood Diseases (0-5 years)],10.4,Childhood Diseases - Diphtheria,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.5,Childhood Diseases - Pertussis,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.6,Childhood Diseases - Tetanus Neonatorum,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.7,Childhood Diseases - Tuberculosis (TB),TOTAL,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.8,Childhood Diseases - Acute Flaccid Paralysis(AFP),TOTAL,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,0,NA,0,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.9,Childhood Diseases - Measles,TOTAL,2,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.1,Childhood Diseases - Malaria,TOTAL,10,5,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,4,1
M10 [Number of cases of Childhood Diseases (0-5 years)],10.11,Childhood Diseases - Diarrhoea,TOTAL,1398,1260,138,201,1197,13,13,NA,NA,13,NA,NA,NA,NA,NA,998,998,NA,86,912,NA,NA,NA,NA,NA,0,0,NA,0,NA,249,249,NA,NA,249,138,NA,138,115,23
M10 [Number of cases of Childhood Diseases (0-5 years)],10.12,Childhood Diseases - Diarrhoea treated in Inpatients,TOTAL,102,50,52,29,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,NA,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,52,29,23
M10 [Number of cases of Childhood Diseases (0-5 years)],10.13,Children admitted with upper respiratory infections,TOTAL,33,0,33,26,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,33,26,7
M10 [Number of cases of Childhood Diseases (0-5 years)],10.14,Childhood Diseases - Severe Acute Malnutrition (SAM),TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M11 [NVBDCP],11.1.1.a,Total Blood Smears Examined for Malaria,TOTAL,1714,364,1350,464,1250,0,0,NA,NA,0,NA,NA,NA,NA,NA,364,364,NA,1,363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1350,NA,1350,463,887
M11 [NVBDCP],11.1.1.b,Malaria (Microscopy Tests ) - Plasmodium Vivax test positive,TOTAL,36,21,15,4,32,0,0,NA,NA,0,NA,NA,NA,NA,NA,21,21,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,15,4,11
M11 [NVBDCP],11.1.1.c,Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M11 [NVBDCP],11.1.2.a,RDT conducted for Malaria,TOTAL,892,448,444,343,549,8,8,NA,NA,8,NA,NA,NA,NA,NA,440,440,NA,NA,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,444,NA,444,343,101
M11 [NVBDCP],11.1.2.b,Malaria (RDT) - Plasmodium Vivax test positive,TOTAL,20,16,4,4,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,4,0
M11 [NVBDCP],11.1.2.c,Malaria (RDT) - Plamodium Falciparum test positive,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M11 [NVBDCP],11.2.1,Kala Azar (RDT) - Tests Conducted,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M11 [NVBDCP],11.2.2,Kala Azar Positive Cases,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M11 [NVBDCP],11.2.3,Post-kala-azar dermal leishmaniasis (PKDL) cases,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M11 [NVBDCP],11.3.1,Dengue - RDT Test Positive,TOTAL,245,96,149,144,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,96,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,NA,149,144,5
M11 [NVBDCP],11.3.2,Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive,TOTAL,15,7,8,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,8,0,8
M11 [NVBDCP],11.4.1,Tests Conducted for JE,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M11 [NVBDCP],11.4.2,Tests Positive for JE,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M12 [Adolscent Health],12.1.1.a,Girls registered in AFHC,TOTAL,92,92,0,4,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,NA,4,28,0,0,NA,0,NA,NA,NA,NA,NA,NA,60,60,NA,0,60,0,NA,0,0,0
M12 [Adolscent Health],12.1.1.b,Boys registered in AFHC,TOTAL,4,4,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,3,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,0,NA,0,0,0
M12 [Adolscent Health],12.1.2.a,"Out of registered, Girls received clinical services",TOTAL,84,84,0,4,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,24,NA,4,20,0,0,NA,0,NA,NA,NA,NA,NA,NA,60,60,NA,0,60,0,NA,0,0,0
M12 [Adolscent Health],12.1.2.b,"Out of registered, Boys received clinical services",TOTAL,4,4,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,3,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,0,NA,0,0,0
M12 [Adolscent Health],12.1.3.a,"Out of registered, Girls received counselling",TOTAL,92,92,0,4,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,NA,4,28,0,0,NA,0,NA,NA,NA,NA,NA,NA,60,60,NA,0,60,0,NA,0,0,0
M12 [Adolscent Health],12.1.3.b,"Out of registered, Boys received counselling",TOTAL,4,4,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,3,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,0,NA,0,0,0
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.1,Number of on-going DOTS patients registered,TOTAL,514,503,11,344,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501,501,NA,331,170,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,11,11,0
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.2,Number of DOTS cases completed successfully,TOTAL,140,140,0,124,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,80,NA,64,16,60,60,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
