Indicator,S.No.,Parameters,Type,District - _Delhi,District - Central,District - East,District - New Delhi,District - North,District - North East,District - North West,District - Shahdara,District - South,District - South East,District - South West,District - West
M14 [Patient Services],14.02,Number of PHCs functioning 24X7 with atleast 3 Staff Nurses,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.03,Number of Anganwadi centres reported to have conducted VHNDs,TOTAL,478,10,6,0,0,0,263,0,61,106,11,21
M14 [Patient Services],14.04,Number of facilities having a Rogi Kalyan Samiti (RKS),TOTAL,68,8,8,2,6,8,12,10,NA,2,4,8
M14 [Patient Services],14.05,Number of RKS meetings held during the month,TOTAL,11,0,0,0,1,3,4,0,0,1,0,2
M14 [Patient Services],14.06,Number of facilities having Ambulance services (Assured Referral Services),TOTAL,377,28,78,55,11,8,42,22,21,25,59,28
M14 [Patient Services],14.07,Total Number of times the Ambulance was used for transporting patients during the month,TOTAL,8691,478,1025,2551,103,245,986,586,297,484,418,1518
M14 [Patient Services],14.08,Number of Institutions having Operational Sick New Born and Child Care Units (SNCU),TOTAL,122,18,13,7,7,1,19,14,19,10,4,10
M14 [Patient Services],14.09,Number of functional Laproscopes in CHC/SDH/DH,TOTAL,339,62,31,62,5,0,104,14,11,22,5,23
M14 [Patient Services],14.09.a,Health Facility Services/Patient Services/Stock out rate of essential Drugs,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.09.b,Health Facility Services/Patient Services/Blood Units Issued on replacement,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.09.c,Health Facility Services/Patient Services/Total no. of blood units issued in year,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.10.1.a,Number of male patients admitted (Inpatients) during the month,1. Children,43475,8406,3420,9745,1447,653,7478,3854,1261,2441,1510,3260
M14 [Patient Services],14.10.1.a,Number of male patients admitted (Inpatients) during the month,2. Adults,94952,27917,5147,14545,1088,630,14703,9298,3280,6769,2725,8850
M14 [Patient Services],14.10.1.b,Number of female patients (Inpatients) admitted during the month,1. Children,31612,5529,2187,7185,1061,548,5848,2957,943,1550,1253,2551
M14 [Patient Services],14.10.1.b,Number of female patients (Inpatients) admitted during the month,2. Adults,130028,29261,7980,19800,2703,1706,21406,16236,4641,7581,4786,13928
M14 [Patient Services],14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),1. Children,75087,13935,5607,16930,2508,1201,13326,6811,2204,3991,2763,5811
M14 [Patient Services],14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),2. Adults,224980,57178,13127,34345,3791,2336,36109,25534,7921,14350,7511,22778
M14 [Patient Services],14.10.2.a,Number of death cases of Inpatient males,TOTAL,3868,1417,343,673,86,2,594,191,71,107,30,354
M14 [Patient Services],14.10.2.b,Number of death cases of Inpatient females,TOTAL,2432,772,205,477,25,4,409,149,52,63,21,255
M14 [Patient Services],14.10.2.c,Number of cases of death of Inpatients (sum of items 14.10.2.a and 14.10.2.b),TOTAL,6300,2189,548,1150,111,6,1003,340,123,170,51,609
M14 [Patient Services],14.11,In-Patient Head Count at midnight,TOTAL,777631,125954,59379,211445,23067,6194,110244,52830,32296,65473,11280,79469
M14 [Patient Services],14.12.1,OPD attendance (All),TOTAL,10015344,1461564,579005,1584360,576995,483182,1316514,1063492,414829,598483,658575,1278345
M14 [Patient Services],14.13.1,Number of major operations carried out using general or spinal anaesthesia,TOTAL,54870,13129,4111,10154,631,390,7268,2995,3555,5259,1048,6330
M14 [Patient Services],14.13.1A,"Out of 14.13.1,Gynecology- Hysterectomy surgeries",TOTAL,1408,242,161,106,59,6,289,76,99,206,80,84
M14 [Patient Services],14.13.1.B,"Patient Services/Operation major (General and spinal anaesthesia)/Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc",TOTAL,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
M14 [Patient Services],14.13.2,Number of minor operations carried out without anaesthesia or using local anaesthesia,TOTAL,97525,8584,5674,16317,4521,3180,11708,4323,1100,3879,1069,37170
M14 [Patient Services],14.13.3,Health Facility Services/Patient Services/Number of post operative Surgical Site infection,TOTAL,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
M14 [Patient Services],14.14.a,Number of patients given AYUSH treatment,TOTAL,323192,62089,36031,37556,31441,1178,33224,43656,4733,23711,15513,34060
M14 [Patient Services],14.14.b,Number of patients on whom Dental Procedure was conducted,TOTAL,101336,24887,2965,25440,5408,373,10601,3165,2714,5814,5280,14689
M14 [Patient Services],14.14.c,Number of Adolescents counselled,TOTAL,12048,2833,756,947,1384,634,2008,528,82,537,1229,1110
M15 [Laboratory Testing],15.1.a,Health Facility Services/Laboratory Testing/Total Number of lab Tests Done,TOTAL,248020,241523,NA,NA,NA,NA,NA,6497,NA,NA,NA,NA
M15 [Laboratory Testing],15.1.1.a,Number of Haemoglobin (Hb) tests conducted,TOTAL,915280,337363,52513,116596,23263,12966,88231,72896,56799,30968,38277,85408
M15 [Laboratory Testing],15.1.1.b,"Out of the total number of Hb tests conducted, number of cases having Hb less than 7gm/dl",TOTAL,21914,3227,1355,2136,741,720,2596,3039,675,497,867,6061
M15 [Laboratory Testing],15.1.2.a,Number of HIV tests conducted on males,1. Number tested,47907,9755,5213,7515,1691,1223,7144,3520,5018,1023,1486,4319
M15 [Laboratory Testing],15.1.2.a,Number of HIV tests conducted on males,2. Number Positive,691,60,39,231,24,31,146,58,20,9,14,59
M15 [Laboratory Testing],15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),1. Number tested,32014,4248,2615,5221,1732,1548,5418,2768,2737,1079,1183,3465
M15 [Laboratory Testing],15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),2. Number Positive,241,15,17,95,5,4,51,4,15,0,4,31
M15 [Laboratory Testing],15.1.2.c,Number of HIV tests conducted on Female with ANC (i.e. pregnant females),1. Number tested,51975,8047,3462,5533,4762,4142,7750,4534,2477,2086,4493,4689
M15 [Laboratory Testing],15.1.2.c,Number of HIV tests conducted on Female with ANC (i.e. pregnant females),2. Number Positive,149,7,5,13,3,2,30,49,4,0,1,35
M15 [Laboratory Testing],15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),1. Number tested,131896,22050,11290,18269,8185,6913,20312,10822,10232,4188,7162,12473
M15 [Laboratory Testing],15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),2. Number Positive,1081,82,61,339,32,37,227,111,39,9,19,125
M15 [Laboratory Testing],15.2,Number of Widal tests conducted,Number tested,37301,3575,2773,4710,3097,1146,5164,3798,2506,1940,2668,5924
M15 [Laboratory Testing],15.3.a,Number of VDRL tests conducted on males,Number tested,10178,1118,2587,3067,298,53,428,559,753,381,211,723
M15 [Laboratory Testing],15.3.b,Number of VDRL tests conducted on Female-Non ANC (i.e. non pregnant females),Number tested,10959,866,636,4035,510,201,653,312,372,481,424,2469
M15 [Laboratory Testing],15.3.c,Number of VDRL tests conducted on Female with ANC (i.e. pregnant females),Number tested,46813,4247,3008,5960,3449,2888,9390,3939,2315,2072,5147,4398
M15 [Laboratory Testing],15.3.d,Total number of VDRL tests conducted (sum of items 15.3.a to 15.3.c),Number tested,67950,6231,6231,13062,4257,3142,10471,4810,3440,2934,5782,7590
M15 [Laboratory Testing],15.4.1,Number of blood smears examined for Malaria,TOTAL,102854,3810,3659,4138,1228,705,5942,3631,69576,1714,3272,5179
M15 [Laboratory Testing],15.4.2,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Vivax",TOTAL,112,5,19,16,10,5,7,11,3,8,14,14
M15 [Laboratory Testing],15.4.3,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Falciparum",TOTAL,6,2,0,1,0,0,0,0,3,0,0,0
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,1. Balance From Previous Month,58640,2710,6140,4960,4630,6280,3640,2110,7010,7930,8430,4800
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,2. Stocks Received,86460,6500,4500,9000,6520,5000,11500,8000,10440,7000,9500,8500
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,3. Unusable Stock,10700,NA,0,0,0,0,10700,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,4. Stock Distributed,60980,6140,6460,2700,4630,6960,4440,7430,3660,5820,6630,6110
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,5. Total Stock,73420,3070,4180,11260,6520,4320,0,2680,13790,9110,11300,7190
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,1. Balance From Previous Month,70010,3640,3700,6460,3490,11820,2970,4720,7850,10980,8210,6170
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,2. Stocks Received,119590,9120,7320,8640,9360,8640,20160,14400,8110,9600,10560,13680
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,3. Unusable Stock,11170,NA,0,0,0,0,11170,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,4. Stock Distributed,106710,10010,7890,5440,8580,12990,11960,13960,5440,8650,9850,11940
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,5. Total Stock,71720,2750,3130,9660,4270,7470,0,5160,10520,11930,8920,7910
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,1. Balance From Previous Month,100890,38360,10600,9900,590,6700,420,3780,4780,3680,15940,6140
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,2. Stocks Received,169640,19000,28040,12800,3000,4000,5080,16700,12000,9000,10000,50020
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,3. Unusable Stock,5000,NA,0,0,0,0,5000,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,4. Stock Distributed,164250,43340,21660,12940,590,9880,500,16180,8500,4960,19160,26540
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,5. Total Stock,101280,14020,16980,9760,3000,820,0,4300,8280,7720,6780,29620
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,1. Balance From Previous Month,56080,2320,4720,7880,4120,7140,4590,1930,5440,6320,6840,4780
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,2. Stocks Received,85730,6500,5060,8000,7000,5500,13500,6000,10170,2000,14000,8000
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,3. Unusable Stock,11310,NA,0,0,0,0,11310,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,4. Stock Distributed,67040,6990,5470,4300,5020,7910,6780,6370,4070,2260,10950,6920
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,5. Total Stock,63460,1830,4310,11580,6100,4730,0,1560,11540,6060,9890,5860
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,1. Balance From Previous Month,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,2. Stocks Received,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,3. Unusable Stock,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,4. Stock Distributed,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,1. Balance From Previous Month,50960,1950,5010,5050,4210,6120,6660,2160,7490,7800,4310,200
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,2. Stocks Received,68760,2500,3000,8000,6000,4000,9500,9500,7260,6000,4000,9000
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,3. Unusable Stock,11480,NA,0,0,0,0,11480,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,4. Stock Distributed,50260,3920,3230,3910,3970,5180,4680,7400,3440,5370,2650,6510
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,5. Total Stock,57980,530,4780,9140,6240,4940,0,4260,11310,8430,5660,2690
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,1. Balance From Previous Month,56120,2485,3710,6860,3210,8060,4535,3990,6335,5960,9725,1250
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,2. Stocks Received,68590,6000,5000,5000,6500,4750,10000,4500,7840,5500,6000,7500
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,3. Unusable Stock,8375,NA,0,0,0,0,8375,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,4. Stock Distributed,51850,3515,4545,2045,5490,6800,6160,5100,3115,5425,4335,5320
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,5. Total Stock,64485,4970,4165,9815,4220,6010,0,3390,11060,6035,11390,3430
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,1. Balance From Previous Month,24050,610,5470,1420,540,1310,1530,1310,3270,3330,2850,2410
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,2. Stocks Received,25180,2000,0,5000,500,2000,2000,8000,680,0,1500,3500
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,3. Unusable Stock,2710,NA,0,0,0,0,2710,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,4. Stock Distributed,15810,2210,1120,1750,230,710,820,4680,1080,390,720,2100
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,5. Total Stock,30710,400,4350,4670,810,2600,0,4630,2870,2940,3630,3810
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),1. Balance From Previous Month,7396,118,672,256,270,576,550,200,874,1380,2000,500
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),2. Stocks Received,5800,600,600,200,1200,0,NA,800,0,600,1000,800
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),3. Unusable Stock,420,NA,0,0,0,0,420,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),4. Stock Distributed,4593,539,258,75,304,270,130,850,462,360,595,750
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),5. Total Stock,8183,179,1014,381,1166,306,0,150,412,1620,2405,550
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),1. Balance From Previous Month,623840,10640,5500,15500,37460,60000,469200,3600,NA,NA,21940,NA
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),2. Stocks Received,439980,32400,6000,0,72180,32400,259200,37800,NA,NA,0,NA
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),3. Unusable Stock,438000,NA,0,0,0,0,438000,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),4. Stock Distributed,474880,28700,11500,10500,32510,43260,290400,39040,NA,NA,18970,NA
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),5. Total Stock,150940,14340,0,5000,77130,49140,0,2360,0,0,2970,0
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),1. Balance From Previous Month,32439,971,2121,2880,1890,4840,4317,600,3300,4300,6370,850
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),2. Stocks Received,18300,1500,2000,500,4200,1000,NA,2600,1000,2000,500,3000
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),3. Unusable Stock,2242,NA,0,0,0,0,2242,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),4. Stock Distributed,18653,1829,1354,995,1380,800,2075,2100,3000,2000,1180,1940
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),5. Total Stock,29844,642,2767,2385,4710,5040,0,1100,1300,4300,5690,1910
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),1. Balance From Previous Month,10797,190,0,160,890,955,5940,850,NA,NA,1410,402
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),2. Stocks Received,5100,NA,1000,300,1800,0,NA,1000,NA,NA,700,300
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),3. Unusable Stock,5040,NA,0,0,0,0,5040,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),4. Stock Distributed,2393,130,115,25,545,10,900,350,NA,NA,210,108
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),5. Total Stock,8464,60,885,435,2145,945,0,1500,0,0,1900,594
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),1. Balance From Previous Month,664,NA,0,NA,NA,0,664,0,NA,NA,0,NA
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),2. Stocks Received,500,NA,0,NA,NA,0,NA,300,NA,NA,0,200
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),3. Unusable Stock,664,NA,0,NA,NA,0,664,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),4. Stock Distributed,260,NA,0,NA,NA,0,NA,260,NA,NA,0,NA
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),5. Total Stock,240,0,0,0,0,0,0,40,0,0,0,200
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,1. Balance From Previous Month,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,2. Stocks Received,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,3. Unusable Stock,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,4. Stock Distributed,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,1. Balance From Previous Month,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,2. Stocks Received,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,3. Unusable Stock,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,4. Stock Distributed,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,1. Balance From Previous Month,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,2. Stocks Received,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,3. Unusable Stock,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,4. Stock Distributed,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,1. Balance From Previous Month,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,2. Stocks Received,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,3. Unusable Stock,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,4. Stock Distributed,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,1. Balance From Previous Month,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,2. Stocks Received,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,3. Unusable Stock,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,4. Stock Distributed,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,1. Balance From Previous Month,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,2. Stocks Received,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,3. Unusable Stock,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,4. Stock Distributed,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,1. Balance From Previous Month,10000,NA,0,NA,NA,0,10000,0,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,2. Stocks Received,25000,NA,0,NA,NA,0,10000,15000,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,3. Unusable Stock,20000,NA,0,NA,NA,0,20000,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,4. Stock Distributed,15000,NA,0,NA,NA,0,NA,15000,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),1. Balance From Previous Month,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),2. Stocks Received,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),3. Unusable Stock,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),4. Stock Distributed,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),1. Balance From Previous Month,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),2. Stocks Received,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),3. Unusable Stock,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),4. Stock Distributed,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.10,Stock Position of Vitamin A solution,1. Balance From Previous Month,1287,NA,583,3,1,10,42,78,90,48,373,59
M16 [Stock Position (During the month)],16.3.10,Stock Position of Vitamin A solution,2. Stocks Received,210,NA,0,0,0,50,60,0,0,100,0,NA
M16 [Stock Position (During the month)],16.3.10,Stock Position of Vitamin A solution,3. Unusable Stock,50,NA,0,0,0,0,50,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.3.10,Stock Position of Vitamin A solution,4. Stock Distributed,1017,NA,360,3,1,36,52,78,76,108,244,59
M16 [Stock Position (During the month)],16.3.10,Stock Position of Vitamin A solution,5. Total Stock,430,0,223,0,0,24,0,0,14,40,129,0
M16 [Stock Position (During the month)],16.3.11,Stock of ORS (New WHO formulation),1. Balance From Previous Month,18370,NA,0,3250,NA,0,NA,9100,NA,NA,6020,NA
M16 [Stock Position (During the month)],16.3.11,Stock of ORS (New WHO formulation),2. Stocks Received,0,NA,0,0,NA,0,NA,0,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.11,Stock of ORS (New WHO formulation),3. Unusable Stock,0,NA,0,0,NA,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.11,Stock of ORS (New WHO formulation),4. Stock Distributed,6310,NA,0,850,NA,0,NA,1900,NA,NA,3560,NA
