Indicator,S.No.,Parameters,Type,District - _Delhi,District - Central,District - East,District - New Delhi,District - North,District - North East,District - North West,District - Shahdara,District - South,District - South East,District - South West,District - West
M13 [Blindness Control Programme],13.3,Number of School children detected with Refractive errors,TOTAL,22774,1338,305,0,1733,552,3024,3501,2056,752,895,8618
M13 [Blindness Control Programme],13.4,Number of children provided free glasses,TOTAL,2359,0,0,0,0,0,632,0,0,0,0,1727
M13 [Blindness Control Programme],13.5,Number of eyes collected through eye donation,TOTAL,1278,896,0,93,0,0,0,28,0,0,0,261
M13 [Blindness Control Programme],13.6,Number of eyes utilised for corneal transplant,TOTAL,830,504,0,57,0,0,0,8,0,0,0,261
M14 [Patient Services],14.01,Number of CHC or SDH or DH functioning as First Referral units (FRUs),TOTAL,430,63,23,44,29,41,96,58,10,11,11,44
M14 [Patient Services],14.02,Number of PHCs functioning 24X7 with atleast 3 Staff Nurses,TOTAL,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
M14 [Patient Services],14.03,Number of Anganwadi centres reported to have conducted VHNDs,TOTAL,4548,66,59,0,25,207,2973,102,407,553,65,91
M14 [Patient Services],14.04,Number of facilities having a Rogi Kalyan Samiti (RKS),TOTAL,372,44,42,11,33,42,66,55,NA,13,22,44
M14 [Patient Services],14.05,Number of RKS meetings held during the month,TOTAL,57,5,3,0,4,8,20,3,0,2,7,5
M14 [Patient Services],14.06,Number of facilities having Ambulance services (Assured Referral Services),TOTAL,1866,153,363,277,50,48,225,123,89,115,287,136
M14 [Patient Services],14.07,Total Number of times the Ambulance was used for transporting patients during the month,TOTAL,44310,3157,5650,12607,1059,1332,5287,2264,1142,2983,2928,5901
M14 [Patient Services],14.08,Number of Institutions having Operational Sick New Born and Child Care Units (SNCU),TOTAL,616,99,47,61,26,6,94,73,59,57,40,54
M14 [Patient Services],14.09,Number of functional Laproscopes in CHC/SDH/DH,TOTAL,1785,349,161,355,23,0,481,53,40,143,52,128
M14 [Patient Services],14.09.a,Health Facility Services/Patient Services/Stock out rate of essential Drugs,TOTAL,276,0,140,0,61,NA,0,NA,NA,NA,75,NA
M14 [Patient Services],14.09.b,Health Facility Services/Patient Services/Blood Units Issued on replacement,TOTAL,13684,718,246,11802,20,NA,233,NA,NA,NA,9,656
M14 [Patient Services],14.09.c,Health Facility Services/Patient Services/Total no. of blood units issued in year,TOTAL,30070,5966,1857,21083,49,NA,422,NA,NA,NA,15,678
M14 [Patient Services],14.10.1.a,Number of male patients admitted (Inpatients) during the month,1. Children,277659,57885,18963,67883,8693,2361,40117,24097,12370,15716,9955,19619
M14 [Patient Services],14.10.1.a,Number of male patients admitted (Inpatients) during the month,2. Adults,579368,178983,29048,78784,6221,4530,87618,57477,23700,39712,16793,56502
M14 [Patient Services],14.10.1.b,Number of female patients (Inpatients) admitted during the month,1. Children,205009,27805,12419,63254,6530,2182,32752,18518,8978,8943,8001,15627
M14 [Patient Services],14.10.1.b,Number of female patients (Inpatients) admitted during the month,2. Adults,741314,148535,44617,109144,16889,11895,120542,96454,29719,46821,29276,87422
M14 [Patient Services],14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),1. Children,482668,85690,31382,131137,15223,4543,72869,42615,21348,24659,17956,35246
M14 [Patient Services],14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),2. Adults,1320682,327518,73665,187928,23110,16425,208160,153931,53419,86533,46069,143924
M14 [Patient Services],14.10.2.a,Number of death cases of Inpatient males,TOTAL,24787,7969,1874,5313,438,12,3836,1198,750,738,219,2440
M14 [Patient Services],14.10.2.b,Number of death cases of Inpatient females,TOTAL,14591,4137,1120,3086,180,23,2464,865,495,422,122,1677
M14 [Patient Services],14.10.2.c,Number of cases of death of Inpatients (sum of items 14.10.2.a and 14.10.2.b),TOTAL,39378,12106,2994,8399,618,35,6300,2063,1245,1160,341,4117
M14 [Patient Services],14.11,In-Patient Head Count at midnight,TOTAL,4644741,777617,314314,1252166,121228,35276,617070,326889,249619,372773,134208,443581
M14 [Patient Services],14.12.1,OPD attendance (All),TOTAL,59106014,8181389,3397967,8956182,3527555,2627130,7867090,6256237,2840189,3729826,3927837,7794612
M14 [Patient Services],14.13.1,Number of major operations carried out using general or spinal anaesthesia,TOTAL,318357,75337,20813,55457,3538,2309,42211,20499,23545,29171,5958,39519
M14 [Patient Services],14.13.1A,"Out of 14.13.1,Gynecology- Hysterectomy surgeries",TOTAL,6389,1318,520,780,205,56,1362,413,503,427,298,507
M14 [Patient Services],14.13.1.B,"Patient Services/Operation major (General and spinal anaesthesia)/Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc",TOTAL,9858,344,1337,5432,155,NA,1865,0,NA,357,268,100
M14 [Patient Services],14.13.2,Number of minor operations carried out without anaesthesia or using local anaesthesia,TOTAL,635278,43479,39790,85042,34109,9785,122429,27048,10648,21819,8046,233083
M14 [Patient Services],14.13.3,Health Facility Services/Patient Services/Number of post operative Surgical Site infection,TOTAL,77,4,20,20,0,NA,29,0,NA,NA,1,3
M14 [Patient Services],14.14.a,Number of patients given AYUSH treatment,TOTAL,1832031,268671,221101,200615,160221,4303,166352,247870,42186,190946,100471,229295
M14 [Patient Services],14.14.b,Number of patients on whom Dental Procedure was conducted,TOTAL,516165,132859,12924,132004,28529,1384,60851,17321,8935,26617,28069,66672
M14 [Patient Services],14.14.c,Number of Adolescents counselled,TOTAL,69398,14965,4821,3996,7905,3865,14137,2949,463,2776,7423,6098
M15 [Laboratory Testing],15.1.a,Health Facility Services/Laboratory Testing/Total Number of lab Tests Done,TOTAL,3115312,2044566,180400,481999,90259,NA,120740,86057,NA,6820,70887,33584
M15 [Laboratory Testing],15.1.1.a,Number of Haemoglobin (Hb) tests conducted,TOTAL,10814451,2007685,362485,5789657,165568,91017,637495,456382,355404,176451,213507,558800
M15 [Laboratory Testing],15.1.1.b,"Out of the total number of Hb tests conducted, number of cases having Hb less than 7gm/dl",TOTAL,126998,22613,6739,14795,5271,3248,17167,16491,3648,1997,4536,30493
M15 [Laboratory Testing],15.1.2.a,Number of HIV tests conducted on males,1. Number tested,474339,55608,27962,53159,9236,6469,39069,19343,219410,9106,8819,26158
M15 [Laboratory Testing],15.1.2.a,Number of HIV tests conducted on males,2. Number Positive,2795,371,139,851,82,99,548,242,142,34,66,221
M15 [Laboratory Testing],15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),1. Number tested,195835,26876,14584,31100,8697,7683,28533,16651,24392,7734,7649,21936
M15 [Laboratory Testing],15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),2. Number Positive,1091,101,75,370,24,30,212,63,49,13,30,124
M15 [Laboratory Testing],15.1.2.c,Number of HIV tests conducted on Female with ANC (i.e. pregnant females),1. Number tested,270975,38214,17101,30998,23738,20317,41296,29129,13323,10266,21675,24918
M15 [Laboratory Testing],15.1.2.c,Number of HIV tests conducted on Female with ANC (i.e. pregnant females),2. Number Positive,843,40,20,96,15,152,118,312,28,3,10,49
M15 [Laboratory Testing],15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),1. Number tested,941149,120698,59647,115257,41671,34469,108898,65123,257125,27106,38143,73012
M15 [Laboratory Testing],15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),2. Number Positive,4729,512,234,1317,121,281,878,617,219,50,106,394
M15 [Laboratory Testing],15.2,Number of Widal tests conducted,Number tested,290384,28209,19268,30505,20756,7597,47904,31112,14933,14579,21986,53535
M15 [Laboratory Testing],15.3.a,Number of VDRL tests conducted on males,Number tested,58862,5412,14126,17154,2298,771,2736,2421,5854,1753,1335,5002
M15 [Laboratory Testing],15.3.b,Number of VDRL tests conducted on Female-Non ANC (i.e. non pregnant females),Number tested,68874,7242,3302,21667,4471,2773,6178,1830,3195,1885,1988,14343
M15 [Laboratory Testing],15.3.c,Number of VDRL tests conducted on Female with ANC (i.e. pregnant females),Number tested,259725,30021,14358,29554,19221,15959,48496,21681,12817,12090,25985,29543
M15 [Laboratory Testing],15.3.d,Total number of VDRL tests conducted (sum of items 15.3.a to 15.3.c),Number tested,387461,42675,31786,68375,25990,19503,57410,25932,21866,15728,29308,48888
M15 [Laboratory Testing],15.4.1,Number of blood smears examined for Malaria,TOTAL,633093,32932,17844,40193,10910,5718,60340,55075,301170,28127,29119,51665
M15 [Laboratory Testing],15.4.2,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Vivax",TOTAL,3569,175,291,351,84,46,523,491,630,373,217,388
M15 [Laboratory Testing],15.4.3,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Falciparum",TOTAL,764,10,20,31,0,5,412,5,17,244,16,4
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,1. Balance From Previous Month,400820,32930,22600,32190,37340,22880,37080,14170,48540,38150,41250,73690
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,2. Stocks Received,470890,49000,33000,27000,38220,28000,67130,35100,34940,47500,45500,65500
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,3. Unusable Stock,22180,2560,1220,0,0,0,18400,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,4. Stock Distributed,457128,48600,35380,28840,31580,28138,62860,35790,34870,49950,42410,58710
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,5. Total Stock,392402,30770,19000,30350,43980,22742,22950,13480,48610,35700,44340,80480
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,1. Balance From Previous Month,507130,43290,16580,44810,40370,35890,62920,29800,57320,65280,50520,60350
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,2. Stocks Received,738920,76700,49660,41640,60640,52920,117080,66270,46490,74580,55080,97860
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,3. Unusable Stock,12870,490,0,0,0,0,12380,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,4. Stock Distributed,707723,75300,51210,44830,54180,38150,109953,66870,45630,73050,55260,93290
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,5. Total Stock,525457,44200,15030,41620,46830,50660,57667,29200,58180,66810,50340,64920
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,1. Balance From Previous Month,726330,94280,32360,61720,63730,38410,72780,33120,93120,83930,76280,76600
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,2. Stocks Received,1234660,152540,84040,126780,88000,67000,135080,108000,88200,107000,82000,196020
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,3. Unusable Stock,11020,1760,0,0,0,0,9260,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,4. Stock Distributed,1208430,171360,81490,132100,74490,47760,126760,106720,79760,97970,88440,201580
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,5. Total Stock,741540,73700,34910,56400,77240,57650,71840,34400,101560,92960,69840,71040
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,1. Balance From Previous Month,522225,96820,16270,53340,37610,22470,65280,24901,64860,58044,65640,16990
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,2. Stocks Received,553410,70500,29560,33500,38000,31490,92500,33000,27170,59500,59000,79190
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,3. Unusable Stock,12870,0,0,0,0,0,12870,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,4. Stock Distributed,543297,67720,30980,36840,34500,24662,88200,36560,28430,57355,57840,80210
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,5. Total Stock,519468,99600,14850,50000,41110,29298,56710,21341,63600,60189,66800,15970
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,1. Balance From Previous Month,9060,0,0,NA,9060,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,2. Stocks Received,15600,0,0,NA,15600,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,3. Unusable Stock,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,4. Stock Distributed,13260,0,0,NA,13260,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,5. Total Stock,11400,0,0,0,11400,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,1. Balance From Previous Month,391530,22190,19060,51290,33260,16320,57500,20360,72460,48860,18570,31660
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,2. Stocks Received,440210,42500,21100,70000,31000,23000,75500,43850,22760,34500,19000,57000
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,3. Unusable Stock,16790,1620,0,0,0,0,15170,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,4. Stock Distributed,434385,42660,23660,68850,28980,18525,75150,44990,24020,35170,18380,54000
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,5. Total Stock,380565,20410,16500,52440,35280,20795,42680,19220,71200,48190,19190,34660
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,1. Balance From Previous Month,436955,28725,19845,47770,33560,23965,47535,19305,59155,48600,48930,59565
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,2. Stocks Received,482050,50000,33190,26300,41500,33250,78000,36970,29840,51000,33000,69000
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,3. Unusable Stock,12500,1600,0,0,0,0,10900,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,4. Stock Distributed,441993,43905,34350,25970,35540,24568,73645,37815,28070,49465,30590,58075
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,5. Total Stock,464512,33220,18685,48100,39520,32647,40990,18460,60925,50135,51340,70490
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,1. Balance From Previous Month,199250,15510,17000,34320,12490,6370,37230,19950,13120,10710,14790,17760
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,2. Stocks Received,193270,28210,7490,41000,8070,3750,30340,30230,5180,7500,9300,22200
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,3. Unusable Stock,7460,280,0,0,0,0,7180,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,4. Stock Distributed,190224,26440,8590,39610,7080,2824,30100,30720,5530,7910,9160,22260
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,5. Total Stock,194836,17000,15900,35710,13480,7296,30290,19460,12770,10300,14930,17700
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),1. Balance From Previous Month,75356,7740,4346,3772,13781,5684,8973,7705,5529,6145,8665,3016
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),2. Stocks Received,40533,6000,2633,2600,4800,1400,6600,5300,1800,2400,1600,5400
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),3. Unusable Stock,1539,219,0,0,0,0,895,NA,0,0,0,425
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),4. Stock Distributed,44475,2566,2041,1974,3859,3088,6375,13105,1952,2385,1780,5350
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),5. Total Stock,69875,10955,4938,4398,14722,3996,8303,-100,5377,6160,8485,2641
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),1. Balance From Previous Month,4532310,117940,105740,573020,264230,134400,2599200,78640,345600,291600,21940,NA
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),2. Stocks Received,2276110,165960,76300,145800,201730,89800,689400,151620,346000,409500,0,NA
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),3. Unusable Stock,983640,8640,0,0,0,0,975000,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),4. Stock Distributed,2299182,146224,67980,105180,182870,115278,832800,145380,312800,371700,18970,NA
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),5. Total Stock,3525598,129036,114060,613640,283090,108922,1480800,84880,378800,329400,2970,0
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),1. Balance From Previous Month,238308,13605,13626,25090,40525,12600,17207,16090,24550,25170,27265,22580
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),2. Stocks Received,117171,14500,7471,11500,14400,5250,12000,14950,9000,12000,5500,10600
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),3. Unusable Stock,7013,3231,0,0,0,0,3782,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),4. Stock Distributed,113714,13074,5679,10800,12410,4961,14175,15450,9000,13200,6035,8930
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),5. Total Stock,234752,11800,15418,25790,42515,12889,11250,15590,24550,23970,26730,24250
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),1. Balance From Previous Month,89483,3596,11005,4590,18300,2820,17448,7200,5435,3305,11915,3869
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),2. Stocks Received,19950,1500,3225,900,2400,1300,0,4400,1620,1605,2200,800
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),3. Unusable Stock,7171,61,0,0,0,0,7110,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),4. Stock Distributed,16561,1141,2265,241,1490,999,3140,3000,910,1515,810,1050
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),5. Total Stock,85701,3894,11965,5249,19210,3121,7198,8600,6145,3395,13305,3619
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),1. Balance From Previous Month,10034,NA,0,1200,0,0,5264,520,1250,0,1600,200
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),2. Stocks Received,7800,NA,0,1600,0,0,2000,800,800,0,1100,1500
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),3. Unusable Stock,664,NA,0,0,0,0,664,0,0,0,0,NA
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),4. Stock Distributed,5000,NA,0,1200,0,0,800,600,500,0,900,1000
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),5. Total Stock,12170,0,0,1600,0,0,5800,720,1550,0,1800,700
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,3. Unusable Stock,2,NA,0,NA,0,2,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,5. Total Stock,-2,0,0,0,0,-2,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,1. Balance From Previous Month,2462950,200550,0,633800,503900,62000,415200,52100,187050,284250,124100,NA
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,2. Stocks Received,1870000,180000,0,270000,510000,195000,10000,105000,270000,300000,30000,NA
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,3. Unusable Stock,30000,NA,0,0,0,0,30000,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,4. Stock Distributed,1703400,237100,0,239300,407900,93500,120600,105000,215550,255750,28700,NA
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,5. Total Stock,2599550,143450,0,664500,606000,163500,274600,52100,241500,328500,125400,0
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),1. Balance From Previous Month,63000,NA,0,NA,0,63000,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),2. Stocks Received,39500,NA,0,NA,0,39500,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),4. Stock Distributed,46500,NA,0,NA,0,46500,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),5. Total Stock,56000,0,0,0,0,56000,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.10,Stock Position of Vitamin A solution,1. Balance From Previous Month,18582,NA,837,572,930,1168,10087,962,1514,651,1802,59
M16 [Stock Position (During the month)],16.3.10,Stock Position of Vitamin A solution,2. Stocks Received,8048,NA,800,550,800,503,2160,955,700,930,550,100
M16 [Stock Position (During the month)],16.3.10,Stock Position of Vitamin A solution,3. Unusable Stock,148,NA,0,0,0,0,148,NA,0,0,0,NA
