Indicator,S.No.,Parameters,Type,District - _Delhi,District - Central,District - East,District - New Delhi,District - North,District - North East,District - North West,District - Shahdara,District - South,District - South East,District - South West,District - West
M13 [Blindness Control Programme],13.5,Number of eyes collected through eye donation,TOTAL,817,688,0,42,0,0,0,0,0,0,0,87
M13 [Blindness Control Programme],13.6,Number of eyes utilised for corneal transplant,TOTAL,498,389,0,22,0,0,0,0,0,0,0,87
M14 [Patient Services],14.01,Number of CHC or SDH or DH functioning as First Referral units (FRUs),TOTAL,194,27,11,20,15,19,44,26,4,3,5,20
M14 [Patient Services],14.02,Number of PHCs functioning 24X7 with atleast 3 Staff Nurses,TOTAL,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
M14 [Patient Services],14.03,Number of Anganwadi centres reported to have conducted VHNDs,TOTAL,1801,28,20,0,0,0,1250,0,183,254,17,49
M14 [Patient Services],14.04,Number of facilities having a Rogi Kalyan Samiti (RKS),TOTAL,168,20,18,5,15,20,30,25,NA,5,10,20
M14 [Patient Services],14.05,Number of RKS meetings held during the month,TOTAL,29,4,0,0,1,5,11,1,0,1,2,4
M14 [Patient Services],14.06,Number of facilities having Ambulance services (Assured Referral Services),TOTAL,890,70,178,134,26,20,106,55,46,55,135,65
M14 [Patient Services],14.07,Total Number of times the Ambulance was used for transporting patients during the month,TOTAL,20938,1333,2622,6422,501,547,2414,1200,594,1027,1238,3040
M14 [Patient Services],14.08,Number of Institutions having Operational Sick New Born and Child Care Units (SNCU),TOTAL,296,45,25,24,14,1,50,35,34,27,16,25
M14 [Patient Services],14.09,Number of functional Laproscopes in CHC/SDH/DH,TOTAL,861,156,73,160,11,0,271,30,22,62,14,62
M14 [Patient Services],14.09.a,Health Facility Services/Patient Services/Stock out rate of essential Drugs,TOTAL,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.09.b,Health Facility Services/Patient Services/Blood Units Issued on replacement,TOTAL,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.09.c,Health Facility Services/Patient Services/Total no. of blood units issued in year,TOTAL,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.10.1.a,Number of male patients admitted (Inpatients) during the month,1. Children,122787,22565,9438,30607,4124,1325,19759,11126,3563,6761,4259,9260
M14 [Patient Services],14.10.1.a,Number of male patients admitted (Inpatients) during the month,2. Adults,253472,74072,13634,32869,2978,1809,40238,26655,8443,18964,7518,26292
M14 [Patient Services],14.10.1.b,Number of female patients (Inpatients) admitted during the month,1. Children,94783,14179,6115,29342,3146,1153,14859,8335,2767,4200,3560,7127
M14 [Patient Services],14.10.1.b,Number of female patients (Inpatients) admitted during the month,2. Adults,338868,72309,20674,46410,8180,4936,57294,43547,11589,20424,13473,40032
M14 [Patient Services],14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),1. Children,217570,36744,15553,59949,7270,2478,34618,19461,6330,10961,7819,16387
M14 [Patient Services],14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),2. Adults,592340,146381,34308,79279,11158,6745,97532,70202,20032,39388,20991,66324
M14 [Patient Services],14.10.2.a,Number of death cases of Inpatient males,TOTAL,10828,3749,874,2357,211,11,1584,510,185,232,88,1027
M14 [Patient Services],14.10.2.b,Number of death cases of Inpatient females,TOTAL,6510,2005,515,1379,76,16,1064,385,127,146,50,747
M14 [Patient Services],14.10.2.c,Number of cases of death of Inpatients (sum of items 14.10.2.a and 14.10.2.b),TOTAL,17338,5754,1389,3736,287,27,2648,895,312,378,138,1774
M14 [Patient Services],14.11,In-Patient Head Count at midnight,TOTAL,2093046,336029,145931,572825,62124,18735,301023,149373,84664,159729,45557,217056
M14 [Patient Services],14.12.1,OPD attendance (All),TOTAL,26601895,3725124,1547184,4059578,1584189,1211704,3580355,2794028,1186548,1636391,1757937,3518857
M14 [Patient Services],14.13.1,Number of major operations carried out using general or spinal anaesthesia,TOTAL,142870,32946,9933,25232,1657,1073,19707,8137,8629,13929,2734,18893
M14 [Patient Services],14.13.1A,"Out of 14.13.1,Gynecology- Hysterectomy surgeries",TOTAL,3357,621,303,461,130,15,688,208,233,268,211,219
M14 [Patient Services],14.13.1.B,"Patient Services/Operation major (General and spinal anaesthesia)/Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc",TOTAL,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
M14 [Patient Services],14.13.2,Number of minor operations carried out without anaesthesia or using local anaesthesia,TOTAL,275754,20680,18957,41115,14025,6331,49685,12389,2333,8663,3353,98223
M14 [Patient Services],14.13.3,Health Facility Services/Patient Services/Number of post operative Surgical Site infection,TOTAL,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
M14 [Patient Services],14.14.a,Number of patients given AYUSH treatment,TOTAL,851214,130766,99017,94566,80098,1908,80551,111248,18643,87544,40845,106028
M14 [Patient Services],14.14.b,Number of patients on whom Dental Procedure was conducted,TOTAL,255445,62880,6234,65491,13942,1010,31258,8305,4792,13692,14387,33454
M14 [Patient Services],14.14.c,Number of Adolescents counselled,TOTAL,32009,7532,2122,1964,3503,1672,6409,1067,199,1241,3345,2955
M15 [Laboratory Testing],15.1.a,Health Facility Services/Laboratory Testing/Total Number of lab Tests Done,TOTAL,778927,760550,NA,NA,NA,NA,NA,18377,NA,NA,NA,NA
M15 [Laboratory Testing],15.1.1.a,Number of Haemoglobin (Hb) tests conducted,TOTAL,2588695,939687,144273,318563,69185,38118,277412,199787,168817,77899,100697,254257
M15 [Laboratory Testing],15.1.1.b,"Out of the total number of Hb tests conducted, number of cases having Hb less than 7gm/dl",TOTAL,59847,10052,3451,6516,2398,1581,8424,8131,1791,950,2339,14214
M15 [Laboratory Testing],15.1.2.a,Number of HIV tests conducted on males,1. Number tested,135038,24252,12868,31817,4448,3320,18342,8871,13058,2708,3899,11455
M15 [Laboratory Testing],15.1.2.a,Number of HIV tests conducted on males,2. Number Positive,1500,161,74,478,41,62,303,109,76,17,35,144
M15 [Laboratory Testing],15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),1. Number tested,82485,10556,6639,13216,4208,3422,14250,7261,7395,2341,3345,9852
M15 [Laboratory Testing],15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),2. Number Positive,600,46,45,211,12,7,119,32,27,7,14,80
M15 [Laboratory Testing],15.1.2.c,Number of HIV tests conducted on Female with ANC (i.e. pregnant females),1. Number tested,124072,18344,8030,13268,11152,10295,19433,10983,5890,4373,10652,11652
M15 [Laboratory Testing],15.1.2.c,Number of HIV tests conducted on Female with ANC (i.e. pregnant females),2. Number Positive,446,24,9,28,5,135,67,116,15,2,6,39
M15 [Laboratory Testing],15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),1. Number tested,341595,53152,27537,58301,19808,17037,52025,27115,26343,9422,17896,32959
M15 [Laboratory Testing],15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),2. Number Positive,2546,231,128,717,58,204,489,257,118,26,55,263
M15 [Laboratory Testing],15.2,Number of Widal tests conducted,Number tested,143353,13704,9410,16054,11070,3279,21457,13418,7576,6556,10426,30403
M15 [Laboratory Testing],15.3.a,Number of VDRL tests conducted on males,Number tested,27728,2329,6628,8718,1116,158,1145,1378,2556,1153,541,2006
M15 [Laboratory Testing],15.3.b,Number of VDRL tests conducted on Female-Non ANC (i.e. non pregnant females),Number tested,28767,2192,1551,9439,1532,1124,2244,827,1142,940,967,6809
M15 [Laboratory Testing],15.3.c,Number of VDRL tests conducted on Female with ANC (i.e. pregnant females),Number tested,116486,11949,6761,14229,8190,7345,23269,9446,5375,4739,12394,12789
M15 [Laboratory Testing],15.3.d,Total number of VDRL tests conducted (sum of items 15.3.a to 15.3.c),Number tested,172981,16470,14940,32386,10838,8627,26658,11651,9073,6832,13902,21604
M15 [Laboratory Testing],15.4.1,Number of blood smears examined for Malaria,TOTAL,329715,14165,9296,17382,4860,2779,24372,19911,188410,8738,13717,26085
M15 [Laboratory Testing],15.4.2,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Vivax",TOTAL,2168,66,149,178,56,29,278,208,602,266,118,218
M15 [Laboratory Testing],15.4.3,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Falciparum",TOTAL,282,4,11,3,0,2,16,0,12,232,2,0
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,1. Balance From Previous Month,192490,6450,14200,24140,15790,11850,21980,8830,28180,17050,20620,23400
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,2. Stocks Received,212690,25000,14500,9000,16020,15000,30630,16600,16440,18500,21500,29500
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,3. Unusable Stock,20960,2560,0,0,0,0,18400,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,4. Stock Distributed,196547,20420,16530,10900,11590,16417,27690,17450,16380,19520,16590,23060
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,5. Total Stock,187673,8470,12170,22240,20220,10433,6520,7980,28240,16030,25530,29840
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,1. Balance From Previous Month,204400,13150,7250,22030,8190,24910,14310,12060,29540,28340,21860,22760
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,2. Stocks Received,345570,38400,22680,20160,22560,37540,56880,31240,22510,32160,19680,41760
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,3. Unusable Stock,12870,490,0,0,0,0,12380,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,4. Stock Distributed,298770,30690,22590,17300,18770,27560,49130,28130,19090,28870,19060,37580
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,5. Total Stock,238330,20370,7340,24890,11980,34890,9680,15170,32960,31630,22480,26940
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,1. Balance From Previous Month,304250,50340,21240,23640,6950,18240,9780,13940,34020,26060,31620,68420
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,2. Stocks Received,540640,65720,44040,48780,23000,40000,48080,44000,46000,51000,27000,103020
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,3. Unusable Stock,11020,1760,0,0,0,0,9260,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,4. Stock Distributed,527650,88460,42340,51180,17210,26580,46360,43840,33940,34680,36080,106980
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,5. Total Stock,306220,25840,22940,21240,12740,31660,2240,14100,46080,42380,22540,64460
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,1. Balance From Previous Month,191240,27700,7800,24830,12320,12990,18370,12220,25050,18830,21380,9750
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,2. Stocks Received,286410,44500,14060,18000,18500,21490,51500,15000,19170,27500,33000,23690
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,3. Unusable Stock,12870,0,0,0,0,0,12870,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,4. Stock Distributed,238856,32780,14220,14250,14720,17070,43780,14880,13210,25356,23950,24640
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,5. Total Stock,225924,39420,7640,28580,16100,17410,13220,12340,31010,20974,30430,8800
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,1. Balance From Previous Month,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,2. Stocks Received,1500,0,0,NA,1500,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,3. Unusable Stock,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,4. Stock Distributed,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,5. Total Stock,1500,0,0,0,1500,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,1. Balance From Previous Month,181740,8260,10070,15080,12710,12810,24370,10150,39360,29140,9640,10150
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,2. Stocks Received,190610,17500,8000,30000,11500,14000,33500,18350,13260,13000,6000,25500
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,3. Unusable Stock,16790,1620,0,0,0,0,15170,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,4. Stock Distributed,175760,18510,9420,25890,10100,11590,32330,15640,9360,14540,6280,22100
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,5. Total Stock,179800,5630,8650,19190,14110,15220,10370,12860,43260,27600,9360,13550
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,1. Balance From Previous Month,161185,9235,8655,21830,8345,14480,13695,7650,26315,18675,18545,13760
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,2. Stocks Received,199210,21000,13690,9000,15500,17750,32000,14930,15840,19000,13000,27500
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,3. Unusable Stock,12500,1600,0,0,0,0,10900,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,4. Stock Distributed,168635,15105,13600,8455,13245,14820,29655,14685,11190,18865,10360,18655
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,5. Total Stock,179260,13530,8745,22375,10600,17410,5140,7895,30965,18810,21185,22605
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,1. Balance From Previous Month,85680,4350,11960,12440,3830,5070,10630,10390,5950,5520,6880,8660
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,2. Stocks Received,78350,10210,1390,18000,4000,2000,13840,15230,1680,2000,2500,7500
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,3. Unusable Stock,7460,280,0,0,0,0,7180,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,4. Stock Distributed,72350,10670,3340,13500,2530,1600,13090,12170,2540,2910,2700,7300
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,5. Total Stock,84220,3610,10010,16940,5300,5470,4200,13450,5090,4610,6680,8860
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),1. Balance From Previous Month,26578,2523,1658,1069,3959,1284,1195,3880,1854,3470,4365,1321
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),2. Stocks Received,19583,1800,1433,800,3600,1150,2400,2600,1200,1200,1000,2400
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),3. Unusable Stock,1114,219,0,0,0,0,895,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),4. Stock Distributed,22823,1051,1131,703,1704,523,1062,11320,1107,1255,1015,1952
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),5. Total Stock,22224,3053,1960,1166,5855,1911,1638,-4840,1947,3415,4350,1769
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),1. Balance From Previous Month,2138990,36880,12140,107540,107830,83120,1585200,27740,102600,54000,21940,NA
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),2. Stocks Received,1572990,84960,27700,97200,139630,43200,689400,59400,238000,193500,0,NA
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),3. Unusable Stock,983640,8640,0,0,0,0,975000,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),4. Stock Distributed,1310200,79420,28380,23940,118020,68950,560400,56220,173200,182700,18970,NA
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),5. Total Stock,1418140,33780,11460,180800,129440,57370,739200,30920,167400,64800,2970,0
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),1. Balance From Previous Month,99360,6494,4434,6890,13275,9260,6317,9500,10150,14160,10985,7895
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),2. Stocks Received,60771,5500,3471,2500,11200,3000,5000,5600,8000,8000,1500,7000
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),3. Unusable Stock,7013,3231,0,0,0,0,3782,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),4. Stock Distributed,53733,5419,3204,2770,6310,3370,6375,6200,6050,7520,2565,3950
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),5. Total Stock,99385,3344,4701,6620,18165,8890,1160,8900,12100,14640,9920,10945
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),1. Balance From Previous Month,40272,821,2895,1360,7020,2420,11898,6300,1130,815,3730,1883
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),2. Stocks Received,12330,600,3225,600,1800,500,0,2000,1320,885,700,700
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),3. Unusable Stock,7171,61,0,0,0,0,7110,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),4. Stock Distributed,9185,396,1565,170,750,249,1952,2500,530,335,285,453
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),5. Total Stock,36246,964,4555,1790,8070,2671,2836,5800,1920,1365,4145,2130
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),1. Balance From Previous Month,1234,NA,0,0,0,0,664,120,50,NA,200,200
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),2. Stocks Received,1600,NA,0,600,0,0,NA,300,300,NA,200,200
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),3. Unusable Stock,664,NA,0,0,0,0,664,NA,0,NA,0,NA
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),4. Stock Distributed,1300,NA,0,600,0,0,NA,300,100,NA,100,200
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),5. Total Stock,870,0,0,0,0,0,0,120,250,0,300,200
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,3. Unusable Stock,2,NA,0,NA,0,2,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,5. Total Stock,-2,0,0,0,0,-2,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,1. Balance From Previous Month,546650,70700,0,66150,56400,37000,267000,49400,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,2. Stocks Received,565000,90000,0,120000,120000,120000,10000,105000,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,3. Unusable Stock,30000,NA,0,0,0,0,30000,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,4. Stock Distributed,458100,93400,0,88350,117300,45500,11250,102300,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,5. Total Stock,623550,67300,0,97800,59100,111500,235750,52100,0,0,0,0
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),1. Balance From Previous Month,3000,NA,0,NA,0,3000,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),2. Stocks Received,9500,NA,0,NA,0,9500,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),4. Stock Distributed,3500,NA,0,NA,0,3500,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),5. Total Stock,9000,0,0,0,0,9000,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.10,Stock Position of Vitamin A solution,1. Balance From Previous Month,4983,NA,654,6,86,144,2129,401,398,282,824,59
M16 [Stock Position (During the month)],16.3.10,Stock Position of Vitamin A solution,2. Stocks Received,5908,NA,400,300,600,493,2160,505,500,650,300,NA
M16 [Stock Position (During the month)],16.3.10,Stock Position of Vitamin A solution,3. Unusable Stock,148,NA,0,0,0,0,148,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.3.10,Stock Position of Vitamin A solution,4. Stock Distributed,3979,NA,741,201,392,303,445,548,253,503,534,59
M16 [Stock Position (During the month)],16.3.10,Stock Position of Vitamin A solution,5. Total Stock,6764,0,313,105,294,334,3696,358,645,429,590,0
