Indicator,S.No.,Parameters,Type,District - _Delhi,District - Central,District - East,District - New Delhi,District - North,District - North East,District - North West,District - Shahdara,District - South,District - South East,District - South West,District - West
M13 [Blindness Control Programme],13.3,Number of School children detected with Refractive errors,TOTAL,18002,761,237,0,1454,462,2333,2848,1850,636,762,6659
M13 [Blindness Control Programme],13.4,Number of children provided free glasses,TOTAL,1945,0,0,0,0,0,536,0,0,0,0,1409
M13 [Blindness Control Programme],13.5,Number of eyes collected through eye donation,TOTAL,1127,835,0,75,0,0,0,20,0,0,0,197
M13 [Blindness Control Programme],13.6,Number of eyes utilised for corneal transplant,TOTAL,704,462,0,39,0,0,0,6,0,0,0,197
M14 [Patient Services],14.01,Number of CHC or SDH or DH functioning as First Referral units (FRUs),TOTAL,348,51,19,36,25,33,79,46,8,6,9,36
M14 [Patient Services],14.02,Number of PHCs functioning 24X7 with atleast 3 Staff Nurses,TOTAL,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
M14 [Patient Services],14.03,Number of Anganwadi centres reported to have conducted VHNDs,TOTAL,3627,52,44,0,3,104,2456,53,330,453,58,74
M14 [Patient Services],14.04,Number of facilities having a Rogi Kalyan Samiti (RKS),TOTAL,302,36,34,9,27,34,54,45,NA,9,18,36
M14 [Patient Services],14.05,Number of RKS meetings held during the month,TOTAL,50,5,2,0,4,6,17,3,0,2,6,5
M14 [Patient Services],14.06,Number of facilities having Ambulance services (Assured Referral Services),TOTAL,1559,128,305,235,44,36,187,101,73,96,239,115
M14 [Patient Services],14.07,Total Number of times the Ambulance was used for transporting patients during the month,TOTAL,37458,2642,4752,10923,870,1105,4501,1911,936,2406,2376,5036
M14 [Patient Services],14.08,Number of Institutions having Operational Sick New Born and Child Care Units (SNCU),TOTAL,508,81,38,49,22,4,80,61,49,47,32,45
M14 [Patient Services],14.09,Number of functional Laproscopes in CHC/SDH/DH,TOTAL,1521,284,132,289,19,0,435,44,35,132,38,113
M14 [Patient Services],14.09.a,Health Facility Services/Patient Services/Stock out rate of essential Drugs,TOTAL,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA
M14 [Patient Services],14.09.b,Health Facility Services/Patient Services/Blood Units Issued on replacement,TOTAL,457,206,NA,NA,8,NA,45,NA,NA,NA,NA,198
M14 [Patient Services],14.09.c,Health Facility Services/Patient Services/Total no. of blood units issued in year,TOTAL,2218,1770,NA,NA,32,NA,98,NA,NA,NA,NA,318
M14 [Patient Services],14.10.1.a,Number of male patients admitted (Inpatients) during the month,1. Children,228974,47545,15859,56144,7494,2157,34333,20382,6638,13792,8033,16597
M14 [Patient Services],14.10.1.a,Number of male patients admitted (Inpatients) during the month,2. Adults,477908,146321,24581,62890,5380,3906,74214,48733,17348,32954,14289,47292
M14 [Patient Services],14.10.1.b,Number of female patients (Inpatients) admitted during the month,1. Children,171512,22685,10516,54183,5654,1958,28111,15377,5185,7754,6769,13320
M14 [Patient Services],14.10.1.b,Number of female patients (Inpatients) admitted during the month,2. Adults,616313,124623,37231,91177,14389,9552,100767,80404,22378,38081,25204,72507
M14 [Patient Services],14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),1. Children,400486,70230,26375,110327,13148,4115,62444,35759,11823,21546,14802,29917
M14 [Patient Services],14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),2. Adults,1094221,270944,61812,154067,19769,13458,174981,129137,39726,71035,39493,119799
M14 [Patient Services],14.10.2.a,Number of death cases of Inpatient males,TOTAL,20371,6825,1600,4192,365,12,3156,983,444,575,177,2042
M14 [Patient Services],14.10.2.b,Number of death cases of Inpatient females,TOTAL,12022,3544,954,2463,145,23,2049,704,295,337,96,1412
M14 [Patient Services],14.10.2.c,Number of cases of death of Inpatients (sum of items 14.10.2.a and 14.10.2.b),TOTAL,32393,10369,2554,6655,510,35,5205,1687,739,912,273,3454
M14 [Patient Services],14.11,In-Patient Head Count at midnight,TOTAL,3869800,654700,262449,1048174,103606,30946,512921,282023,169756,326564,111377,367284
M14 [Patient Services],14.12.1,OPD attendance (All),TOTAL,48316713,6752688,2794001,7327296,2916937,2123757,6475919,5125173,2187329,3044960,3225102,6343551
M14 [Patient Services],14.13.1,Number of major operations carried out using general or spinal anaesthesia,TOTAL,260520,61465,17378,45947,2934,1968,34878,17080,16963,24276,4939,32692
M14 [Patient Services],14.13.1A,"Out of 14.13.1,Gynecology- Hysterectomy surgeries",TOTAL,5303,1059,439,646,177,41,1086,347,438,375,261,434
M14 [Patient Services],14.13.1.B,"Patient Services/Operation major (General and spinal anaesthesia)/Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc",TOTAL,575,NA,NA,NA,97,NA,385,0,NA,93,NA,NA
M14 [Patient Services],14.13.2,Number of minor operations carried out without anaesthesia or using local anaesthesia,TOTAL,506010,36435,34715,69435,27683,8801,98567,22387,3812,17427,6927,179821
M14 [Patient Services],14.13.3,Health Facility Services/Patient Services/Number of post operative Surgical Site infection,TOTAL,0,0,NA,NA,0,NA,0,0,NA,NA,NA,NA
M14 [Patient Services],14.14.a,Number of patients given AYUSH treatment,TOTAL,1513835,223494,176914,166042,136635,3363,138922,202871,35373,157837,82614,189770
M14 [Patient Services],14.14.b,Number of patients on whom Dental Procedure was conducted,TOTAL,424749,109404,10161,106997,23521,1249,49346,15037,7682,22439,22734,56179
M14 [Patient Services],14.14.c,Number of Adolescents counselled,TOTAL,57655,12724,3976,3330,6448,3049,11945,2344,342,2294,6118,5085
M15 [Laboratory Testing],15.1.a,Health Facility Services/Laboratory Testing/Total Number of lab Tests Done,TOTAL,1562520,1496540,NA,NA,32548,NA,3392,27940,NA,2100,NA,0
M15 [Laboratory Testing],15.1.1.a,Number of Haemoglobin (Hb) tests conducted,TOTAL,9943847,1683448,325694,5673019,144435,72255,547983,383452,313483,147060,182893,470125
M15 [Laboratory Testing],15.1.1.b,"Out of the total number of Hb tests conducted, number of cases having Hb less than 7gm/dl",TOTAL,107094,18510,5909,12623,4368,2473,14482,14239,3232,1670,4019,25569
M15 [Laboratory Testing],15.1.2.a,Number of HIV tests conducted on males,1. Number tested,232209,44245,22899,45984,7538,5315,31941,15216,23820,7424,7219,20608
M15 [Laboratory Testing],15.1.2.a,Number of HIV tests conducted on males,2. Number Positive,2322,303,112,742,70,87,433,158,128,31,57,201
M15 [Laboratory Testing],15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),1. Number tested,150978,20873,11912,25224,7115,6118,23580,12530,13833,6195,6054,17544
M15 [Laboratory Testing],15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),2. Number Positive,900,79,62,321,19,13,171,48,41,12,23,111
M15 [Laboratory Testing],15.1.2.c,Number of HIV tests conducted on Female with ANC (i.e. pregnant females),1. Number tested,217106,31724,13907,24543,18801,16362,33088,22814,10338,8068,17631,19830
M15 [Laboratory Testing],15.1.2.c,Number of HIV tests conducted on Female with ANC (i.e. pregnant females),2. Number Positive,785,37,16,80,15,149,99,308,21,3,10,47
M15 [Laboratory Testing],15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),1. Number tested,600293,96842,48718,95751,33454,27795,88609,50560,47991,21687,30904,57982
M15 [Laboratory Testing],15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),2. Number Positive,4007,419,190,1143,104,249,703,514,190,46,90,359
M15 [Laboratory Testing],15.2,Number of Widal tests conducted,Number tested,265017,26121,17838,27950,19295,6975,42364,28399,13710,12755,20417,49193
M15 [Laboratory Testing],15.3.a,Number of VDRL tests conducted on males,Number tested,48443,4096,11668,14497,1912,655,2008,1883,5381,1468,1048,3827
M15 [Laboratory Testing],15.3.b,Number of VDRL tests conducted on Female-Non ANC (i.e. non pregnant females),Number tested,54472,4629,2696,16439,3855,2544,4836,1449,2652,1658,1693,12021
M15 [Laboratory Testing],15.3.c,Number of VDRL tests conducted on Female with ANC (i.e. pregnant females),Number tested,207476,23458,11532,24457,14513,12796,39887,17768,9894,9403,20556,23212
M15 [Laboratory Testing],15.3.d,Total number of VDRL tests conducted (sum of items 15.3.a to 15.3.c),Number tested,310391,32183,25896,55393,20280,15995,46731,21100,17927,12529,23297,39060
M15 [Laboratory Testing],15.4.1,Number of blood smears examined for Malaria,TOTAL,588729,29632,16668,35857,9961,5317,55030,50890,294729,16234,27018,47393
M15 [Laboratory Testing],15.4.2,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Vivax",TOTAL,3483,145,291,346,82,46,519,481,628,348,209,388
M15 [Laboratory Testing],15.4.3,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Falciparum",TOTAL,708,10,20,30,0,5,371,3,16,241,9,3
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,1. Balance From Previous Month,323800,28880,19010,29210,30430,17460,28440,9730,40550,29190,33870,57030
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,2. Stocks Received,398090,43000,26500,22700,31220,25500,55130,28600,31440,43500,37000,53500
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,3. Unusable Stock,22180,2560,1220,0,0,0,18400,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,4. Stock Distributed,377717,40100,29810,23320,25840,25757,51570,29380,29540,40490,35140,46770
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,5. Total Stock,321993,29220,14480,28590,35810,17203,13600,8950,42450,32200,35730,63760
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,1. Balance From Previous Month,408780,36800,10380,42590,27880,28150,45800,21540,48010,57210,41850,48570
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,2. Stocks Received,592720,61700,36660,32640,46640,50720,98080,51770,39490,59580,40080,75360
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,3. Unusable Stock,12870,490,0,0,0,0,12380,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,4. Stock Distributed,560203,58440,38750,34460,41330,35740,90393,53890,36350,56490,42460,71900
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,5. Total Stock,428427,39570,8290,40770,33190,43130,41107,19420,51150,60300,39470,52030
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,1. Balance From Previous Month,564610,78840,23680,50520,36970,26890,51620,18520,78880,67750,57980,72960
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,2. Stocks Received,1014660,128540,67040,101780,66000,62000,115080,82000,74200,91000,62000,165020
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,3. Unusable Stock,11020,1760,0,0,0,0,9260,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,4. Stock Distributed,986030,144620,67120,104440,55070,43710,104120,85180,66040,78210,68680,168840
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,5. Total Stock,582220,61000,23600,47860,47900,45180,53320,15340,87040,80540,51300,69140
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,1. Balance From Previous Month,432335,79700,12500,46820,29680,16870,54420,19391,55940,45384,57850,13780
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,2. Stocks Received,494410,68500,24060,30500,32000,29490,82500,27500,27170,54500,49000,69190
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,3. Unusable Stock,12870,0,0,0,0,0,12870,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,4. Stock Distributed,467195,58480,25560,31280,28490,23120,79110,29350,24070,48985,50220,68530
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,5. Total Stock,446680,89720,11000,46040,33190,23240,44940,17541,59040,50899,56630,14440
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,1. Balance From Previous Month,5260,0,0,NA,5260,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,2. Stocks Received,10800,0,0,NA,10800,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,3. Unusable Stock,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,4. Stock Distributed,9000,0,0,NA,9000,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,5. Total Stock,7060,0,0,0,7060,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,1. Balance From Previous Month,318470,16100,15560,43130,24980,13660,44840,14840,65540,41270,14460,24090
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,2. Stocks Received,369610,37500,17000,57000,24000,21500,66500,33350,19760,30000,14500,48500
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,3. Unusable Stock,16790,1620,0,0,0,0,15170,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,4. Stock Distributed,353100,35150,19410,55280,22160,17280,62440,34490,19120,28440,14650,44680
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,5. Total Stock,318190,16830,13150,44850,26820,17880,33730,13700,66180,42830,14310,27910
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,1. Balance From Previous Month,311620,20510,14835,38705,19800,16915,26870,12310,44965,36010,36865,43835
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,2. Stocks Received,390550,38500,26190,21300,32500,29750,66000,29470,27840,44000,25000,50000
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,3. Unusable Stock,12500,1600,0,0,0,0,10900,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,4. Stock Distributed,339245,32330,27120,18280,26780,22090,57170,29125,22580,38390,22915,42465
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,5. Total Stock,350425,25080,13905,41725,25520,24575,24800,12655,50225,41620,38950,51370
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,1. Balance From Previous Month,160490,10350,14090,27630,9610,5680,32050,16120,9350,9060,11910,14640
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,2. Stocks Received,159220,23710,4490,34000,6070,3500,26340,24230,5180,6000,6700,19000
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,3. Unusable Stock,7460,280,0,0,0,0,7180,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,4. Stock Distributed,152980,21580,6980,31090,4970,2700,23940,24300,4670,6610,7070,19070
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,5. Total Stock,159270,12200,11600,30540,10710,6480,27270,16050,9860,8450,11540,14570
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),1. Balance From Previous Month,59370,6186,2310,2881,11062,5084,6547,5300,4559,5700,7215,2526
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),2. Stocks Received,30083,1800,2633,2000,3600,1150,4800,5000,1800,1800,1600,3900
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),3. Unusable Stock,1114,219,0,0,0,0,895,NA,0,0,0,0
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),4. Stock Distributed,37531,2036,1586,1526,2936,2923,3912,12980,1602,2080,1740,4210
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),5. Total Stock,50808,5731,3357,3355,11726,3311,6540,-2680,4757,5420,7075,2216
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),1. Balance From Previous Month,3779330,90040,64540,456860,209630,115320,2404800,32800,280800,102600,21940,NA
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),2. Stocks Received,2070210,138960,65500,129600,155830,64800,689400,124620,292000,409500,0,NA
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),3. Unusable Stock,983640,8640,0,0,0,0,975000,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),4. Stock Distributed,1947070,114940,52380,64980,144570,100270,789600,111060,243400,306900,18970,NA
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),5. Total Stock,2918830,105420,77660,521480,220890,79850,1329600,46360,329400,205200,2970,0
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),1. Balance From Previous Month,192222,10708,7762,18480,32975,10670,15187,11580,21850,21670,23055,18285
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),2. Stocks Received,100321,11500,7471,8500,12400,5000,8000,14950,8000,11000,4500,9000
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),3. Unusable Stock,7013,3231,0,0,0,0,3782,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),4. Stock Distributed,92398,10204,4939,8170,10110,4420,10595,13040,8500,10600,4965,6855
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),5. Total Stock,193132,8773,10294,18810,35265,11250,8810,13490,21350,22070,22590,20430
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),1. Balance From Previous Month,71551,2316,8685,3344,14400,2620,16280,6300,3860,2405,7840,3501
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),2. Stocks Received,16050,600,3225,600,1800,1100,0,2600,1620,1605,2200,700
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),3. Unusable Stock,7171,61,0,0,0,0,7110,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),4. Stock Distributed,13060,941,1915,212,990,849,2582,2500,755,845,750,721
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),5. Total Stock,67370,1914,9995,3732,15210,2871,6588,6400,4725,3165,9290,3480
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),1. Balance From Previous Month,5234,NA,0,600,0,0,2664,120,450,0,1200,200
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),2. Stocks Received,6500,NA,0,1400,0,0,2000,800,800,0,700,800
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),3. Unusable Stock,664,NA,0,0,0,0,664,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),4. Stock Distributed,3500,NA,0,1000,0,0,600,600,300,0,500,500
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),5. Total Stock,7570,0,0,1000,0,0,3400,320,950,0,1400,500
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,3. Unusable Stock,2,NA,0,NA,0,2,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,5. Total Stock,-2,0,0,0,0,-2,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,1. Balance From Previous Month,1758700,165450,0,514000,301200,37000,415200,52100,45000,167250,61500,NA
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,2. Stocks Received,1735000,150000,0,270000,420000,180000,10000,105000,270000,300000,30000,NA
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,3. Unusable Stock,30000,NA,0,0,0,0,30000,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,4. Stock Distributed,1490450,200900,0,200200,323900,80500,120600,105000,192900,237750,28700,NA
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,5. Total Stock,1973250,114550,0,583800,397300,136500,274600,52100,122100,229500,62800,0
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),1. Balance From Previous Month,63000,NA,0,NA,0,63000,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),2. Stocks Received,39500,NA,0,NA,0,39500,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),4. Stock Distributed,46500,NA,0,NA,0,46500,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),5. Total Stock,56000,0,0,0,0,56000,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.10,Stock Position of Vitamin A solution,1. Balance From Previous Month,16039,NA,837,548,798,1168,8108,832,1372,639,1678,59
M16 [Stock Position (During the month)],16.3.10,Stock Position of Vitamin A solution,2. Stocks Received,8038,NA,800,550,800,503,2160,955,700,920,550,100
M16 [Stock Position (During the month)],16.3.10,Stock Position of Vitamin A solution,3. Unusable Stock,148,NA,0,0,0,0,148,NA,0,0,0,NA
