Indicator,S.No.,Parameters,Type,District - _Delhi,District - Central,District - East,District - New Delhi,District - North,District - North East,District - North West,District - Shahdara,District - South,District - South East,District - South West,District - West
M13 [Blindness Control Programme],13.3,Number of School children detected with Refractive errors,TOTAL,20756,1176,271,0,1604,552,2682,3432,1951,705,832,7551
M13 [Blindness Control Programme],13.4,Number of children provided free glasses,TOTAL,2175,0,0,0,0,0,584,0,0,0,0,1591
M13 [Blindness Control Programme],13.5,Number of eyes collected through eye donation,TOTAL,1197,863,0,89,0,0,0,28,0,0,0,217
M13 [Blindness Control Programme],13.6,Number of eyes utilised for corneal transplant,TOTAL,757,479,0,53,0,0,0,8,0,0,0,217
M14 [Patient Services],14.01,Number of CHC or SDH or DH functioning as First Referral units (FRUs),TOTAL,387,57,21,40,27,37,87,52,9,7,10,40
M14 [Patient Services],14.02,Number of PHCs functioning 24X7 with atleast 3 Staff Nurses,TOTAL,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
M14 [Patient Services],14.03,Number of Anganwadi centres reported to have conducted VHNDs,TOTAL,4076,60,53,0,10,157,2697,81,366,506,63,83
M14 [Patient Services],14.04,Number of facilities having a Rogi Kalyan Samiti (RKS),TOTAL,336,40,38,10,30,38,60,50,NA,10,20,40
M14 [Patient Services],14.05,Number of RKS meetings held during the month,TOTAL,53,5,2,0,4,7,18,3,0,2,7,5
M14 [Patient Services],14.06,Number of facilities having Ambulance services (Assured Referral Services),TOTAL,1719,141,336,256,47,42,206,112,81,106,264,128
M14 [Patient Services],14.07,Total Number of times the Ambulance was used for transporting patients during the month,TOTAL,41128,2910,5194,11771,964,1220,4884,2088,1042,2857,2644,5554
M14 [Patient Services],14.08,Number of Institutions having Operational Sick New Born and Child Care Units (SNCU),TOTAL,560,90,41,55,24,5,86,67,54,52,36,50
M14 [Patient Services],14.09,Number of functional Laproscopes in CHC/SDH/DH,TOTAL,1658,316,147,323,21,0,461,48,37,138,45,122
M14 [Patient Services],14.09.a,Health Facility Services/Patient Services/Stock out rate of essential Drugs,TOTAL,101,0,70,0,6,NA,0,NA,NA,NA,25,NA
M14 [Patient Services],14.09.b,Health Facility Services/Patient Services/Blood Units Issued on replacement,TOTAL,7470,487,146,6298,16,NA,127,NA,NA,NA,1,395
M14 [Patient Services],14.09.c,Health Facility Services/Patient Services/Total no. of blood units issued in year,TOTAL,14659,3952,153,9788,40,NA,252,NA,NA,NA,3,471
M14 [Patient Services],14.10.1.a,Number of male patients admitted (Inpatients) during the month,1. Children,253141,53010,17423,61956,8112,2257,37661,22306,8497,14864,8839,18216
M14 [Patient Services],14.10.1.a,Number of male patients admitted (Inpatients) during the month,2. Adults,526079,162687,26847,70439,5761,4238,80831,53037,18498,36398,15540,51803
M14 [Patient Services],14.10.1.b,Number of female patients (Inpatients) admitted during the month,1. Children,188212,25514,11520,58335,6085,2061,30735,17027,6632,8357,7406,14540
M14 [Patient Services],14.10.1.b,Number of female patients (Inpatients) admitted during the month,2. Adults,679116,136336,41082,101625,15593,10563,110883,88467,24316,42417,27665,80169
M14 [Patient Services],14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),1. Children,441353,78524,28943,120291,14197,4318,68396,39333,15129,23221,16245,32756
M14 [Patient Services],14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),2. Adults,1205195,299023,67929,172064,21354,14801,191714,141504,42814,78815,43205,131972
M14 [Patient Services],14.10.2.a,Number of death cases of Inpatient males,TOTAL,22866,7646,1761,4773,408,12,3521,1100,500,661,200,2284
M14 [Patient Services],14.10.2.b,Number of death cases of Inpatient females,TOTAL,13494,4021,1036,2807,167,23,2267,790,338,381,113,1551
M14 [Patient Services],14.10.2.c,Number of cases of death of Inpatients (sum of items 14.10.2.a and 14.10.2.b),TOTAL,36360,11667,2797,7580,575,35,5788,1890,838,1042,313,3835
M14 [Patient Services],14.11,In-Patient Head Count at midnight,TOTAL,4278979,737842,288216,1156505,112161,32967,567734,302255,191515,362756,122409,404619
M14 [Patient Services],14.12.1,OPD attendance (All),TOTAL,53595449,7444862,3097817,8141258,3239275,2375012,7175065,5688107,2426432,3383350,3566961,7057310
M14 [Patient Services],14.13.1,Number of major operations carried out using general or spinal anaesthesia,TOTAL,289388,69229,19089,50514,3189,2174,38534,18961,19249,26711,5490,36248
M14 [Patient Services],14.13.1A,"Out of 14.13.1,Gynecology- Hysterectomy surgeries",TOTAL,5827,1183,486,709,191,50,1227,379,465,401,282,454
M14 [Patient Services],14.13.1.B,"Patient Services/Operation major (General and spinal anaesthesia)/Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc",TOTAL,4984,137,991,2660,97,NA,674,0,NA,199,126,100
M14 [Patient Services],14.13.2,Number of minor operations carried out without anaesthesia or using local anaesthesia,TOTAL,572041,40770,37999,78930,30975,9259,110389,24839,4697,19620,7566,206997
M14 [Patient Services],14.13.3,Health Facility Services/Patient Services/Number of post operative Surgical Site infection,TOTAL,31,0,10,8,0,NA,10,0,NA,NA,0,3
M14 [Patient Services],14.14.a,Number of patients given AYUSH treatment,TOTAL,1667265,245790,198038,183632,147687,3773,152141,224699,38804,173722,90290,208689
M14 [Patient Services],14.14.b,Number of patients on whom Dental Procedure was conducted,TOTAL,471279,122878,11688,119539,25615,1310,54802,15646,8320,24353,25362,61766
M14 [Patient Services],14.14.c,Number of Adolescents counselled,TOTAL,63499,13782,4416,3663,7236,3452,13065,2547,407,2553,6789,5589
M15 [Laboratory Testing],15.1.a,Health Facility Services/Laboratory Testing/Total Number of lab Tests Done,TOTAL,2309815,1757483,76458,244608,59250,NA,66856,42922,NA,3600,25054,33584
M15 [Laboratory Testing],15.1.1.a,Number of Haemoglobin (Hb) tests conducted,TOTAL,10368940,1844757,340457,5729643,153576,81313,593992,417793,335105,160493,197991,513820
M15 [Laboratory Testing],15.1.1.b,"Out of the total number of Hb tests conducted, number of cases having Hb less than 7gm/dl",TOTAL,116552,20387,6247,13709,4754,2873,15915,15236,3428,1824,4299,27880
M15 [Laboratory Testing],15.1.2.a,Number of HIV tests conducted on males,1. Number tested,449331,50195,25293,49657,8402,5780,35794,17234,217514,8329,7932,23201
M15 [Laboratory Testing],15.1.2.a,Number of HIV tests conducted on males,2. Number Positive,2540,317,127,800,77,94,482,204,133,34,61,211
M15 [Laboratory Testing],15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),1. Number tested,177391,23652,13202,28268,7934,6864,25891,14647,23229,7227,6776,19701
M15 [Laboratory Testing],15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),2. Number Positive,991,84,69,351,21,29,184,54,45,13,25,116
M15 [Laboratory Testing],15.1.2.c,Number of HIV tests conducted on Female with ANC (i.e. pregnant females),1. Number tested,241837,34553,15316,27546,21089,18172,36901,25609,11881,8950,19555,22265
M15 [Laboratory Testing],15.1.2.c,Number of HIV tests conducted on Female with ANC (i.e. pregnant females),2. Number Positive,802,37,18,89,15,150,101,308,24,3,10,47
M15 [Laboratory Testing],15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),1. Number tested,868559,108400,53811,105471,37425,30816,98586,57490,252624,24506,34263,65167
M15 [Laboratory Testing],15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),2. Number Positive,4333,438,214,1240,113,273,767,566,202,50,96,374
M15 [Laboratory Testing],15.2,Number of Widal tests conducted,Number tested,276154,26996,18404,28946,20032,7214,45028,29526,14341,13494,21137,51036
M15 [Laboratory Testing],15.3.a,Number of VDRL tests conducted on males,Number tested,53418,4738,12827,15698,2107,708,2311,2112,5737,1647,1172,4361
M15 [Laboratory Testing],15.3.b,Number of VDRL tests conducted on Female-Non ANC (i.e. non pregnant females),Number tested,62243,5817,3002,19552,4150,2656,5546,1646,3115,1777,1819,13163
M15 [Laboratory Testing],15.3.c,Number of VDRL tests conducted on Female with ANC (i.e. pregnant females),Number tested,231967,26613,12771,26873,16727,14165,44149,19391,11288,10715,23207,26068
M15 [Laboratory Testing],15.3.d,Total number of VDRL tests conducted (sum of items 15.3.a to 15.3.c),Number tested,347628,37168,28600,62123,22984,17529,52006,23149,20140,14139,26198,43592
M15 [Laboratory Testing],15.4.1,Number of blood smears examined for Malaria,TOTAL,605412,31188,17200,38159,10436,5510,57626,52814,298134,16828,27995,49522
M15 [Laboratory Testing],15.4.2,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Vivax",TOTAL,3531,173,291,347,84,46,522,487,629,350,214,388
M15 [Laboratory Testing],15.4.3,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Falciparum",TOTAL,718,10,20,30,0,5,371,5,17,242,14,4
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,1. Balance From Previous Month,361010,32160,19010,31390,33600,17460,32640,10080,46130,36380,36770,65390
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,2. Stocks Received,436090,45000,33000,24700,35220,25500,61130,35100,31440,43500,42000,59500
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,3. Unusable Stock,22180,2560,1220,0,0,0,18400,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,4. Stock Distributed,418537,44610,32720,26700,29270,25757,57330,32140,32710,45910,38560,52830
M16 [Stock Position (During the month)],16.1.1,Stock position of DPT vaccines,5. Total Stock,356383,29990,18070,29390,39550,17203,18040,13040,44860,33970,40210,72060
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,1. Balance From Previous Month,453760,40950,10380,44580,33820,28150,53840,21540,55410,65210,45420,54460
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,2. Stocks Received,666220,68700,49660,36140,54640,50720,108080,66270,39490,59580,48080,84860
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,3. Unusable Stock,12870,490,0,0,0,0,12380,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,4. Stock Distributed,633053,67250,45550,39720,48720,35740,99353,60130,41840,64420,48930,81400
M16 [Stock Position (During the month)],16.1.1A,Stock Position of Pentavalent,5. Total Stock,474057,41910,14490,41000,39740,43130,50187,27680,53060,60370,44570,57920
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,1. Balance From Previous Month,641340,87260,23680,57760,48890,26890,63000,19120,90080,81220,68160,75280
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,2. Stocks Received,1128660,140540,84040,111780,80000,62000,125080,108000,74200,91000,72000,180020
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,3. Unusable Stock,11020,1760,0,0,0,0,9260,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,4. Stock Distributed,1103290,158020,75440,117720,66150,43710,115720,97780,74200,88970,80740,184840
M16 [Stock Position (During the month)],16.1.2,Stock position of OPV vaccines,5. Total Stock,655690,68020,32280,51820,62740,45180,63100,29340,90080,83250,59420,70460
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,1. Balance From Previous Month,478110,90230,13100,50570,34160,16870,59170,21101,61640,54189,60910,16170
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,2. Stocks Received,524410,68500,29560,32500,34000,29490,88500,33000,27170,54500,54000,73190
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,3. Unusable Stock,12870,0,0,0,0,0,12870,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,4. Stock Distributed,504455,62420,28490,34260,31520,23120,83750,32760,26550,53935,53550,74100
M16 [Stock Position (During the month)],16.1.3,Stock position of TT vaccines,5. Total Stock,485195,96310,14170,48810,36640,23240,51050,21341,62260,54754,61360,15260
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,1. Balance From Previous Month,7060,0,0,NA,7060,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,2. Stocks Received,13400,0,0,NA,13400,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,3. Unusable Stock,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,4. Stock Distributed,11400,0,0,NA,11400,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.4,Stock position of DT vaccines,5. Total Stock,9060,0,0,0,9060,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,1. Balance From Previous Month,354190,19890,16210,47590,28650,13660,51370,14880,70840,47000,15990,28110
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,2. Stocks Received,410710,40000,21100,64000,28000,21500,72500,43850,19760,30000,17500,52500
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,3. Unusable Stock,16790,1620,0,0,0,0,15170,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,4. Stock Distributed,395240,39140,21310,63040,25220,17280,68840,39550,22800,32310,16600,49150
M16 [Stock Position (During the month)],16.1.5,Stock position of BCG vaccines,5. Total Stock,352870,19130,16000,48550,31430,17880,39860,19180,67800,44690,16890,31460
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,1. Balance From Previous Month,373895,25425,15735,45420,26370,16915,37260,14625,53515,45125,41635,51870
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,2. Stocks Received,440050,43500,33190,21300,38500,29750,74000,36970,27840,44000,31000,60000
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,3. Unusable Stock,12500,1600,0,0,0,0,10900,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,4. Stock Distributed,395010,38945,30910,22645,32160,22090,65285,34260,25490,44030,26390,52805
M16 [Stock Position (During the month)],16.1.6,Stock position of Measles vaccines,5. Total Stock,406435,28380,18015,44075,32710,24575,35075,17335,55865,45095,46245,59065
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.1.7,Stock position of JE vaccines,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,1. Balance From Previous Month,178450,13060,14470,31310,10980,5680,35300,16730,11610,10230,13150,15930
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,2. Stocks Received,180820,25710,7490,38500,7070,3500,27340,30230,5180,6000,8300,21500
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,3. Unusable Stock,7460,280,0,0,0,0,7180,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,4. Stock Distributed,172470,23840,7830,36260,5830,2700,26260,27690,5420,7300,8310,21030
M16 [Stock Position (During the month)],16.1.8,Stock position of Hepatitis B vaccines,5. Total Stock,179340,14650,14130,33550,12220,6480,29200,19270,11370,8930,13140,16400
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),1. Balance From Previous Month,66656,6628,3428,3498,11983,5084,7710,6540,5219,5985,7940,2641
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),2. Stocks Received,35083,3000,2633,2000,4800,1150,6000,5000,1800,1800,1600,5300
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),3. Unusable Stock,1114,219,0,0,0,0,895,NA,0,0,0,0
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),4. Stock Distributed,41717,2566,1786,1869,3259,2923,5012,13055,1952,2205,1740,5350
M16 [Stock Position (During the month)],16.2.1,Stock Position of IU 380 A (to be used for Family Planning),5. Total Stock,58908,6843,4275,3629,13524,3311,7803,-1515,5067,5580,7800,2591
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),1. Balance From Previous Month,4181750,114160,83160,531980,230430,115320,2502000,48160,329400,205200,21940,NA
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),2. Stocks Received,2135010,138960,76300,129600,182830,64800,689400,151620,292000,409500,0,NA
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),3. Unusable Stock,983640,8640,0,0,0,0,975000,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),4. Stock Distributed,2082810,135280,59220,99060,158570,100270,789600,122940,275800,323100,18970,NA
M16 [Stock Position (During the month)],16.2.2,Stock Position of Condoms (to be used for Family Planning),5. Total Stock,3250310,109200,100240,562520,254690,79850,1426800,76840,345600,291600,2970,0
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),1. Balance From Previous Month,215375,12414,10844,21310,36400,10670,16107,14090,23350,24070,25635,20485
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),2. Stocks Received,109321,12500,7471,11500,14400,5000,10000,14950,8000,11000,4500,10000
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),3. Unusable Stock,7013,3231,0,0,0,0,3782,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),4. Stock Distributed,103548,11719,5239,10220,11410,4420,12415,13550,8800,11900,5915,7960
M16 [Stock Position (During the month)],16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),5. Total Stock,214135,9964,13076,22590,39390,11250,9910,15490,22550,23170,24220,22525
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),1. Balance From Previous Month,80621,2556,9995,3817,16100,2620,17018,6900,4725,3165,9995,3730
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),2. Stocks Received,17950,1500,3225,900,2400,1100,0,2600,1620,1605,2200,800
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),3. Unusable Stock,7171,61,0,0,0,0,7110,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),4. Stock Distributed,15133,1041,2215,212,1090,849,2890,2800,910,1465,750,911
M16 [Stock Position (During the month)],16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),5. Total Stock,76267,2954,11005,4505,17410,2871,7018,6700,5435,3305,11445,3619
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),1. Balance From Previous Month,7934,NA,0,1000,0,0,4064,320,950,0,1400,200
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),2. Stocks Received,7100,NA,0,1400,0,0,2000,800,800,0,900,1200
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),3. Unusable Stock,664,NA,0,0,0,0,664,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),4. Stock Distributed,4700,NA,0,1200,0,0,800,600,500,0,700,900
M16 [Stock Position (During the month)],16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),5. Total Stock,9670,0,0,1200,0,0,4600,520,1250,0,1600,500
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.01,Stock Position of Oxytocin Injection,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.02,Stock Position of Gloves,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.03,Stock Position of MVA Syringes,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.04,Stock Position of Fluconazole Tablets,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,3. Unusable Stock,2,NA,0,NA,0,2,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.05,Stock Position of Blood Transfusion Sets,5. Total Stock,-2,0,0,0,0,-2,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,1. Balance From Previous Month,2104350,174550,0,583800,397300,37000,415200,52100,122100,229500,92800,NA
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,2. Stocks Received,1855000,180000,0,270000,510000,180000,10000,105000,270000,300000,30000,NA
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,3. Unusable Stock,30000,NA,0,0,0,0,30000,NA,0,0,0,NA
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,4. Stock Distributed,1622500,214000,0,220000,403400,80500,120600,105000,205050,245250,28700,NA
M16 [Stock Position (During the month)],16.3.07,Stock Position of IFA Tablets,5. Total Stock,2306850,140550,0,633800,503900,136500,274600,52100,187050,284250,94100,0
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),1. Balance From Previous Month,63000,NA,0,NA,0,63000,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),2. Stocks Received,39500,NA,0,NA,0,39500,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),4. Stock Distributed,46500,NA,0,NA,0,46500,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.08,Stock Position of IFA Syrup (Paediatric),5. Total Stock,56000,0,0,0,0,56000,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),1. Balance From Previous Month,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),2. Stocks Received,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),3. Unusable Stock,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),4. Stock Distributed,0,NA,0,NA,0,0,NA,NA,NA,NA,0,NA
M16 [Stock Position (During the month)],16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0
M16 [Stock Position (During the month)],16.3.10,Stock Position of Vitamin A solution,1. Balance From Previous Month,17466,NA,837,572,868,1168,9189,923,1460,650,1740,59
M16 [Stock Position (During the month)],16.3.10,Stock Position of Vitamin A solution,2. Stocks Received,8048,NA,800,550,800,503,2160,955,700,930,550,100
M16 [Stock Position (During the month)],16.3.10,Stock Position of Vitamin A solution,3. Unusable Stock,148,NA,0,0,0,0,148,NA,0,0,0,NA
